gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type	cell_type	perturbation	condition
Edil3	-0.359961635128086	8.92143355151123	3.43702933332293	0.0637502214942014	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Asic2	-0.337800045913764	11.3173223401998	3.43551700436558	0.0638086110638569	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ammecr1	0.598798699474734	6.41494322229077	3.43270419923665	0.063917362498639	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Trhde	-0.463752815998162	7.99298599554717	3.43107258173209	0.0639805362651378	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Lrrc8c	-0.670449066735067	6.91513337312001	3.43048619570294	0.0640032565100486	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Dner	0.610422134809591	6.70875674229949	3.42527849194232	0.0642054133387709	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Chgb	-0.549565846089129	7.36938581272717	3.42222478495096	0.0643242712676406	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Nf2	-0.805622645965655	6.06059059875293	3.41919318488272	0.0644425009351317	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Kcnmb4	0.572139768040007	6.46938019067882	3.41043197037934	0.06478548540305	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Phf12	0.541333517818542	6.61164989577461	3.40883987680423	0.0648480216248432	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Marf1	-0.605821246488441	6.5721798835572	3.40737002448602	0.0649058134910072	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rbm6	-0.309309556249144	8.56089880906515	3.39595702483033	0.06535642619642	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ddx42	-0.566686224082173	6.71718353296884	3.39472852174504	0.0654051291390841	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Vps13d	-0.492823170092882	7.44795834464301	3.38648479809073	0.0657329484047189	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rhot1	-0.590971551597711	6.75618330040405	3.38614701157107	0.0657464181533053	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Sgk1	-0.556352962638265	6.83583014894981	3.38053778388296	0.0659705259450759	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Cers6	-0.367267347737952	8.0992506223069	3.37824153974687	0.0660625039306068	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rras2	-0.743746127860178	6.3304557287499	3.37340602618005	0.0662566426513533	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Erbb4	0.833791384231053	6.80223721314336	3.3733341881417	0.0662595314317148	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ptpn3	-0.479744431624474	7.34657092936835	3.37143140927904	0.0663360957397181	0.761907493325476	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mthfd1l	-0.74450118726516	6.27264705219833	3.35658572528162	0.066936713826785	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Zfp532	-0.533685270875434	7.00746301939342	3.33924097561794	0.0676458071376787	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Psma7	0.687665295151286	6.16218845882699	3.33464282432918	0.0678351336573875	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Lrp11	-0.661152395158005	6.43757581327079	3.33281781802788	0.0679104343357121	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Nlgn3	0.795660281011331	5.88373823137103	3.33175045417396	0.0679545157224001	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Kirrel3	-0.463448395773001	8.85591949181447	3.32881671461577	0.0680758348267052	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Tmbim6	-0.633365948517185	6.61086639098157	3.32596044647923	0.0681941727924119	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Stx7	-0.673971200002809	6.45407322418305	3.3255464710977	0.0682113424395155	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Brd8	-0.549531723271711	6.76054203945017	3.31631865573125	0.0685952691363296	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Zfat	-0.712686529702378	6.36883963744348	3.31517610484139	0.068642965966409	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gpr137c	-0.464472410003633	7.38590550267432	3.31329335334793	0.0687216405653082	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Tmem59	-0.616922783868684	6.51787043144102	3.30775677580042	0.0689535571941098	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mecp2	0.485941072935353	6.82351647431839	3.30363042640639	0.0691269466428027	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Nrd1	-0.419055509720241	7.70217863593257	3.30067031622039	0.0692516180186824	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
0610010F05Rik	-0.430017973433468	7.39695662346638	3.29161436033231	0.0696345255155419	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Zfyve27	-0.759818640509815	6.18829035831884	3.28710893554704	0.0698258693021556	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Osbp2	0.369724259752857	7.75583794904708	3.28351259527382	0.0699790085662872	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Vps39	-0.804698436336539	6.03821898026137	3.28312182801304	0.0699956698531694	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Akap8	0.561959511339345	6.58595519497597	3.28143323184333	0.0700677159952983	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Clvs1	-0.434366748542423	7.72746747839315	3.27778511304442	0.0702236389380192	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Myef2	-0.595120492886873	6.56257337867121	3.27525703492706	0.070331908558888	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gpr22	-0.725942003464425	6.18200285057548	3.27209968243872	0.0704673791399146	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mest	-0.654119749757736	6.90760012593271	3.2642170078832	0.0708068176259514	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Cacnb3	-0.76898424192018	6.19028516288569	3.26292076455933	0.070862803084742	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Fstl4	-0.443244981191839	9.08124845627279	3.25741378457399	0.0711011818431515	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
1110008P14Rik	-0.691325216668901	6.76841243279373	3.25466492934487	0.0712204919440443	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Slc41a2	0.658318400914284	6.08679391497651	3.25452827425929	0.0712264288560031	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Crtc3	-0.591715530160509	6.62871693359452	3.24574926663558	0.0716089421517305	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Tnik	-0.295250092232041	9.49888083278459	3.24081836680726	0.0718247532848208	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Dnm2	-0.617567234538581	6.52125538770662	3.23898479968256	0.0719051809219014	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Arid1a	0.493910668028274	6.69571846005594	3.23765038630947	0.0719637743646718	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
A230057D06Rik	-0.37782109330017	9.2703490690044	3.23629756033026	0.0720232285517317	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Epha4	-0.374595729449866	8.66566348618673	3.23299617518332	0.0721685394784786	0.762824948690393	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ankrd28	0.360654669971673	7.87597383753052	3.22740114426196	0.0724155238560824	0.763591162395703	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Agfg2	-0.875495165413445	6.13640669570759	3.22210120198886	0.0726503181417176	0.76422546199076	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Nemf	-0.53386100648202	6.7752242996784	3.21679761725256	0.072886091354682	0.764866992249613	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gucy1a1	0.576617407692612	6.54434029402237	3.2020502756942	0.0735460163665794	0.769945855550602	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Cnot10	-0.556712852362336	6.79232171351487	3.19624486313828	0.0738075576444288	0.770839790577614	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Psmd2	0.651002378720091	6.01547387583957	3.18923887711723	0.0741245164099608	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Yme1l1	-0.486588789042725	7.02019866620257	3.18259531552426	0.0744264288951095	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Phyhipl	-0.577379771359192	6.77217510513058	3.18125431120412	0.0744875300061863	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gria4	-0.324922072506468	10.6235064109077	3.17508561678877	0.0747692931962912	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Serinc3	0.553048155005339	6.75452298616838	3.17000606985255	0.0750021675908112	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Caly	-0.61553975275093	6.69712152889238	3.16919922887545	0.075039229273833	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Arf1	-0.635980144617609	6.61291704164434	3.15812104098907	0.0755500927854229	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Slc25a36	-0.534249392160919	7.02142299971874	3.15010562512788	0.075922048326624	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Atp6ap2	0.497062056725605	6.67436113775198	3.14873405704666	0.0759858929520618	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Lzts1	-0.504850951809442	7.2333956317783	3.14807794423123	0.0760164545141198	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Tmsb10	-0.672588886619439	6.88335874159416	3.14305798464803	0.0762507206780698	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ptprg	-0.380166401907458	9.03636355852324	3.13313382946443	0.0767161379578217	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Pex7	-0.690056558303966	6.30017648375286	3.13240883542513	0.0767502578387599	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Hs6st2	0.591386168598736	6.90036100788375	3.12922684835031	0.0769002025698829	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ube2h	-0.549623298697133	6.93140142328904	3.12137762912491	0.0772714302040567	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ubqln1	0.581675332398591	6.2535258326493	3.1206668088029	0.077305143414525	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Maco1	-0.491978695918226	7.05655347149868	3.11757438203467	0.0774519971707563	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Aco2	-0.505190123570314	6.86300936304593	3.1167427835855	0.0774915394690729	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Hsp90b1	-0.57094876910088	7.21721057383718	3.11645922198725	0.0775050277179322	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Napb	0.518345282542771	6.94763018384162	3.11176180728204	0.0777288388309115	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Nedd4l	-0.26737200101387	9.18479381871026	3.10847573895526	0.0778858189132998	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mmp17	-0.7327127036903	6.17992291317054	3.09985039382837	0.0782994893612329	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Sgtb	-0.692315859007343	6.44148755044992	3.0994789871231	0.078317355010906	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Prkn	0.384690206956865	9.61425161711025	3.09912469378204	0.0783344015522514	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Crk	-0.756685170250565	6.19885437135611	3.09360057715754	0.0786007073752152	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Eno2	-0.442531875529821	7.5333466899618	3.09305820429058	0.0786269065128882	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Daam1	-0.535584925266089	7.04066360297248	3.09215187498156	0.0786707074312431	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Cep83	-0.495771804302891	7.15712511668305	3.08956939827477	0.0787956570590304	0.771386566645005	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Jak1	-0.506616146777822	6.88736173983719	3.07887648866049	0.0793152982781677	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Pde1c	-0.818483270068736	5.94485066410969	3.07103674388787	0.0796986299431326	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Csnk2a1	-0.490710483570471	7.12499155490653	3.06855553744894	0.0798203663530787	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Arhgef28	-0.745357852576733	6.63202598400433	3.06826948948492	0.0798344137140823	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ppm1e	-0.287144231181717	8.98201794434046	3.06416856691818	0.0800360966689161	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gm47283	0.484367938297108	7.05820508484588	3.05999778044677	0.080241778899274	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Pdzd4	-0.510230285835012	6.9702821641202	3.05582759989986	0.0804480010134388	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Chordc1	-0.598633840047267	6.54372194252218	3.05418055081635	0.080529607565462	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Dclk2	-0.677051229198413	6.50773345185151	3.05309492910921	0.080583445802167	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
St6galnac3	-0.463040961689827	8.42946887206222	3.05058391419401	0.0807081209997213	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rgs4	-0.703952055366032	6.90034154465716	3.04921048376065	0.0807764016088451	0.771785007511585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Stt3b	-0.499629755883873	6.90215344596079	3.03950087887186	0.0812608988807561	0.772078903838522	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ghitm	0.610334045118651	6.3210504963768	3.03621375371379	0.0814256317953805	0.772078903838522	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gde1	0.518100731141763	6.60215351809093	3.03136482239676	0.0816692920138329	0.772078903838522	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rph3a	-0.457666768202152	7.79730781412611	3.02695937473325	0.081891349202568	0.772078903838522	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Acvr2a	-0.392161545108291	7.68482221817989	3.02527113287461	0.081976617863926	0.772078903838522	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Uqcrq	-0.84843449325119	5.86756304595358	3.02386677465385	0.0820476213114434	0.772078903838522	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Sntg2	0.663659390222376	6.6340967468057	3.01712646163536	0.0823893322306709	0.772078903838522	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Cep70	-0.487880072964199	7.09324685228059	3.01619046447176	0.0824369054424359	0.772078903838522	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rsbn1	0.527442629884043	6.47231881219513	3.01370272825014	0.0825634919167984	0.772078903838522	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mphosph8	0.542223806123851	6.53282750905095	3.0135452952708	0.0825715098255092	0.772078903838522	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ap2a2	0.553846939765441	6.70044428060798	3.00722663461269	0.0828940080751151	0.772562639315771	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Srsf11	-0.30189920120199	8.77641977001201	3.00511084920153	0.0830022994328942	0.772562639315771	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rnf138	0.638400915426191	6.34751897079065	2.998780036471	0.0833272402942209	0.772562639315771	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Eepd1	-0.763298005124797	6.0048695918508	2.9987375535127	0.0833294254472221	0.772562639315771	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Kitl	-0.823288040969286	6.23906277683523	2.99482293018151	0.0835310438524191	0.772794604435911	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ptpre	0.583863818099896	6.34851721712347	2.97918186804782	0.0843418955151073	0.777281945308527	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Smad3	-0.545081806590412	6.98185089447976	2.97861721722015	0.084371326330336	0.777281945308527	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Sec31a	-0.625583910614572	6.39821311630907	2.97093688332872	0.084772746197822	0.779339364205187	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gpcpd1	0.444005588922199	7.16457737182984	2.95961898307488	0.0853680552292752	0.782478550166632	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Nebl	-0.352032768478291	8.6649683696763	2.95540916640735	0.0855906392481137	0.782478550166632	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Fndc3b	-0.553959773154523	6.90363674183614	2.95330498634202	0.0857021279933814	0.782478550166632	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Eif4a2	-0.475444409453932	7.2295943012979	2.95090546372933	0.0858294570566689	0.782478550166632	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Lin7b	0.495580115120544	6.94501621739334	2.93929016205675	0.0864487156893641	0.786485613007603	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Camk1d	-0.387094373617674	9.45491532625285	2.93441365175284	0.0867101418940024	0.787227346323972	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Memo1	-0.432955771960095	7.32422397391574	2.92919172023689	0.0869910351128138	0.788142380235348	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ephb1	-0.615888332140257	6.64256477241309	2.92528325466888	0.0872019202505043	0.788420667388858	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rps9	-0.668386402945518	6.31345313469555	2.91924057343204	0.0875290495217274	0.788565971317869	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Nol4l	-0.509689606060413	6.81162008799139	2.91833117154908	0.087578396266107	0.788565971317869	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Asxl3	0.462345099297864	6.94006098230705	2.91260864519323	0.0878896092023712	0.789590790416087	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rpgrip1l	-0.598269348385633	6.78626332474432	2.90961144576627	0.0880530863169677	0.789590790416087	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Capza2	-0.66511897650537	6.43125743172813	2.90615594102656	0.0882419699085195	0.789666381021843	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ppp2r5e	-0.479964707990516	7.3580191040083	2.90160539589755	0.088491380346544	0.790282204890769	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Fut8	-0.358118380634571	7.9161902746792	2.89723062981166	0.0887318770022485	0.790320097842277	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Frmd4a	-0.315486606865757	10.2407710772001	2.89496273689218	0.0888568300133456	0.790320097842277	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Zfp950	-0.376502215256376	7.69657347127697	2.88121095386317	0.089618603089014	0.792282020130686	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
