gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type	cell_type	perturbation	condition
Gm26652	1.74541323405884	6.75472561331324	33.6356325356103	6.64639814618044e-09	2.90846382876856e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
B830012L14Rik	0.989887655344045	8.40719836340889	29.853536125052	4.6594628347271e-08	6.984534232392e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Lncpint	0.68067196806132	10.2376277486247	29.8006555623298	4.78830043354113e-08	6.984534232392e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
C130071C03Rik	0.85237713082177	9.05506471950541	25.9816692481231	3.44674553385944e-07	0.000377073961404223	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Pcsk5	-1.39712887383616	7.70506010285942	20.5420169222258	5.83365684931201e-06	0.00510561647451787	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mir124a-1hg	0.754666157595669	8.62591138763886	17.1221982689213	3.5050240827052e-05	0.02556330897653	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mirg	0.989547968288274	7.65012554085308	15.6513324742506	7.61589024903772e-05	0.0476101938996987	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gm49317	0.63219324393432	8.90177213423138	14.3458706637461	0.000152112953483482	0.0832057855554644	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Txlng	-1.56310741176464	6.51543434980858	13.1781948795185	0.000283225446175954	0.137710505829553	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Kcnt1	-1.51653604135167	6.28527666325167	11.8965297073891	0.000562386230057464	0.246100214273146	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Arhgef25	-1.35754449506063	6.39035066454461	11.4632366946227	0.000709865543198454	0.282397419730585	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Otud7b	-1.31577397831536	6.53056376272955	11.2518083963449	0.000795454790818072	0.290075847051657	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Uggt1	-1.21335453653196	6.57180022365117	10.9824338226352	0.000919795559487206	0.309617336024309	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Sptan1	-0.558676948093174	8.74368269529849	10.7088481593802	0.00106624387832884	0.333277372254787	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Itm2c	-1.17345052392118	7.04125147432637	10.5333946769668	0.00117236671227216	0.341791885535306	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Nrp1	-1.67247797659598	6.4746300316591	10.4153877894349	0.00124969610799015	0.341791885535306	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Tafa5	-0.942114077913476	7.23344521331013	10.273614363931	0.00134946182077344	0.341839545489897	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ctdspl2	-1.17898616597001	6.52930174413022	10.1977722408741	0.00140610416334967	0.341839545489897	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Cox4i1	-1.20245573860289	6.62932235847301	9.97940309707058	0.00158300993096529	0.364592181994953	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Pkig	-0.854322481372096	7.53544380094721	9.64821089952652	0.00189536096454041	0.414704979041443	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Upf2	-1.13802284739461	6.5991659456388	9.35948717744564	0.00221834205129292	0.462260229355135	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Hunk	-1.371863336593	6.18238693642594	9.21566829696658	0.00239952604514228	0.477287544251937	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Luzp2	-1.36549430119177	7.35273768841981	9.06983337703116	0.00259860746989793	0.49441331688145	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gm27032	-0.918242218482137	6.97234744323979	8.93546339723184	0.0027968650315513	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gm3764	0.669836894723158	7.84343778538618	8.79144360249708	0.00302646661544545	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Suclg1	-1.67407285459998	5.92926918332913	8.73917350670158	0.00311445652100904	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Tagln3	-1.10277803555003	6.64650455821476	8.60560626764875	0.00335129791913063	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mbnl2	-0.519639150076868	8.71220924579206	8.58214858814544	0.00339474563341051	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gpatch2	-1.32639308756302	6.45833331449128	8.51702015188779	0.0035184013001689	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mei4	-1.71120936403782	6.07793773772582	8.35607432905134	0.0038440012610419	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Wls	-1.19751134232048	6.5412056225732	8.34068505730061	0.0038766977256074	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Asah1	0.84350574846022	6.95937098038199	8.33203639864652	0.00389519693957145	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Stxbp1	-0.54457499703783	8.35767304370634	8.25913200363984	0.00405475103514298	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
E2f3	-1.3072646931903	6.24555411937837	8.25361833236876	0.00406708513087276	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Plxna2	-0.617832111467763	8.23043272036986	8.17156214450046	0.00425522431082904	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Dkk3	-0.830534500737049	7.58682684648702	8.10322810558188	0.00441864943651795	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gpr45	0.829925266150022	6.46032058066647	8.08531923364049	0.00446252695278484	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Fam171b	-0.686051998163716	7.58627858334186	8.03787064376449	0.00458093547821517	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mta3	-1.04837449657089	6.77139211627199	7.94094534588954	0.00483285808563297	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Camk2b	0.550243059983209	7.95574734059848	7.89703341347408	0.00495159407726107	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Cfap74	-1.60103503928172	5.88109005018009	7.89160934585066	0.00496646533930452	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Far2	-1.18451988803471	6.38534951034119	7.8853573290744	0.00498366307548494	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Jmjd1c	-0.471148314074768	8.73933500456671	7.8200689069256	0.00516692258423449	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rpl6	-0.974707179420314	6.71437311796116	7.79644503654341	0.00523491271957798	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Oaz1	-1.09462439699524	6.47155633983047	7.77360422060838	0.0053015163878153	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Trmt6	-1.47174805352306	5.97536704538664	7.756406240187	0.00535223518285932	0.509160460004183	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Lrrk2	-0.766472105883652	8.01032598846491	7.50819782543334	0.00614187949135365	0.550982427201033	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Clasp1	-0.636788781062189	7.82724644247433	7.50518804518503	0.0061521516784866	0.550982427201033	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Akap13	-1.11475695183275	6.35009669990941	7.50008941767813	0.00616959299196769	0.550982427201033	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Tet3	-0.753769894957802	7.17597626904744	7.37280313944331	0.00662176338287988	0.579536731269647	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Atp5c1	-0.83915882252384	6.84531904945735	7.22651209056738	0.00718346393553833	0.588547577423736	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Klhl22	-1.26805990596438	6.11934080989655	7.22377367215531	0.00719443040554374	0.588547577423736	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Wdr12	-1.2881041253573	6.00028311392474	7.18753071076048	0.00734119372873447	0.588547577423736	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Eef2k	0.876292922873575	6.21512265428218	7.15883802252081	0.00745955049601082	0.588547577423736	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mgat5	-0.54402460386328	8.33082225512023	7.13872159381836	0.00754369187526474	0.588547577423736	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Zfp1	-1.22676840455779	6.0824852688271	7.12769325160107	0.00759023143810005	0.588547577423736	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Galnt9	-0.941913862757662	6.90929666996807	7.1098431122577	0.00766618188143349	0.588547577423736	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Wdr20	-1.20529946799102	6.06987716229082	7.06062998454393	0.00787962835893967	0.590766045613518	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Slc25a23	-1.02253056384971	6.33987819932521	7.04130858028601	0.00796508151078554	0.590766045613518	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Spin1	0.946342164468465	5.95401796226645	6.90996668126472	0.00857165881846084	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Adcy9	-0.532560842397239	8.1182418081592	6.89665651234673	0.00863571055549752	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mical2	-0.508684782767256	8.95618387307678	6.88726989354997	0.00868117558915452	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Slc4a8	0.818655472789797	6.38210986202873	6.85280119991982	0.00885024047458508	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Anapc1	-0.968871016754292	6.48747214948859	6.82506422540811	0.00898873236381938	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Cdc123	-1.03605564660692	6.46238582614802	6.7903785182574	0.00916504734435099	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ppp2r5c	-0.709314943080752	7.3049416277481	6.75635379903684	0.00934144454623724	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ctps2	-0.9998269344401	6.55498658786719	6.75136192551022	0.00936761530017321	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Clint1	0.782222884068463	6.40224355936104	6.7478039548528	0.00938631440101582	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Arel1	0.824403320585967	6.25024902579054	6.7190383869142	0.00953890451668698	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Traf3	-0.94200643658684	6.70883679961792	6.71643602477576	0.00955283378276819	0.597188580477051	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Atp6v0a1	-0.438287400834576	8.63167233145361	6.66691153928007	0.00982192487024431	0.605362580735058	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Tmem178	-0.714426228503538	7.26577088382587	6.6269290070351	0.0100448297766841	0.610502431982911	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Bclaf1	-0.580929584616004	7.5466420784204	6.5296486222933	0.0106090912590042	0.628626657059707	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Tfcp2	0.875062587184514	6.18663793730308	6.52608952491431	0.0106303410928744	0.628626657059707	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Pde4b	-0.445024709177721	9.92037493584283	6.49484858852049	0.0108187509672999	0.631238056438725	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Morf4l1	-0.740382372364954	6.98795626530456	6.42888213264095	0.0112279223238621	0.646491948542377	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Dnaja2	-1.01570525544995	6.28765538005325	6.39353659400216	0.0114536610621845	0.646623317137143	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ssbp2	-0.50029647969489	8.88949238352211	6.37305753878765	0.0115865793505134	0.646623317137143	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mgat4a	-1.09727393946205	6.30764294771074	6.35776412006767	0.011686872552174	0.646623317137143	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ptdss1	0.836898588412619	6.22954775900701	6.33748058631092	0.0118212672237138	0.646623317137143	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Zfp943	-0.991043312339537	6.31796822707722	6.29653605379513	0.0120974139416764	0.646942601956615	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Spred2	-0.551553788505479	7.8630904593718	6.29153781139649	0.0121315749074032	0.646942601956615	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Zfp672	-1.09185576012047	6.11386524616049	6.26709377880472	0.0123000727820335	0.646942601956615	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Hexa	-1.30208307417898	5.87349242025663	6.25012426053481	0.0124184594525493	0.646942601956615	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Sparcl1	-0.822722968117798	7.65329148516762	6.19577990474295	0.0128055281903754	0.659258721895092	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Klf7	-0.665473201165949	7.11771358695979	6.14035690439362	0.0132130641818693	0.659996796558486	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Pdk1	-1.17034459279872	6.1807409976777	6.13301599817043	0.0132680345425089	0.659996796558486	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Stim2	-0.813295208537567	6.90554922024473	6.13244362636267	0.0132723304609568	0.659996796558486	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Susd6	0.57206129935894	7.17556401857366	6.06354226623325	0.01380006110272	0.665138648808342	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Spaca6	0.757105346339877	6.38210469598437	6.04040146166781	0.0139821043187071	0.665138648808342	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Psma3	-0.77566648640483	6.95823416593152	6.0309125650366	0.0140574637848789	0.665138648808342	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rnf145	-1.0255718906307	6.25963422678843	6.02736063748086	0.0140857800719016	0.665138648808342	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Dnaja1	-0.885773095535436	6.62701765942973	5.96584094370762	0.0145856426276311	0.665138648808342	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Abl1	0.800300351547999	6.2015075454409	5.96275375036703	0.0146112027894649	0.665138648808342	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Zfp462	-0.711619839984936	7.18169034465446	5.94793913402357	0.0147345022909804	0.665138648808342	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rps15	-1.24662299599918	5.98468766653722	5.94483263536395	0.0147604927210237	0.665138648808342	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Nsmaf	-1.02181180375207	6.16274211260121	5.93328598471161	0.0148575119402965	0.665138648808342	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Hnrnpdl	-0.70390897020796	7.14082055199342	5.92876222892218	0.0148957010016493	0.665138648808342	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mt3	-0.712708806087066	6.96677693354685	5.87687937218665	0.0153409882398138	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Bbof1	-0.964911143392453	6.45901477962961	5.87406305295453	0.015365548235346	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Spink10	-1.07696787616349	6.20080815403531	5.86202819311238	0.0154709566740382	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rogdi	-1.18427681705895	5.95502820908842	5.81967695937593	0.015847855334688	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ubac2	-0.724898888376871	6.81712907595005	5.80008946865614	0.0160253590899866	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Eif4e	-0.845677882443204	6.72256132533098	5.74288209579994	0.016555604978942	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Bbs9	-0.646226592186073	7.50208095136704	5.71100436125661	0.0168588912689377	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Trmt1l	-1.05283051081431	6.3525194769233	5.70060999477221	0.0169590179831456	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Rnmt	-1.19629805340648	6.03810271416839	5.6644805729425	0.0173118428018917	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Fam49b	-0.497647753776763	7.98610382993107	5.65913095653792	0.0173647250502339	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Pdzd2	-0.71361025443766	8.03579835512451	5.63460734230614	0.0176092890699823	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Bicc1	-0.915330753782261	6.75900863855317	5.61749955099627	0.0177820008736822	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ntng2	0.794426538930507	6.46090814265405	5.61178749328321	0.0178400555787628	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Eif2a	-1.11799856885741	6.02856849971338	5.60736596388529	0.0178851282767653	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ncor1	-0.532858941222385	7.93225316916683	5.60396514422729	0.0179198759191951	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Stx12	-1.0106530867166	6.2723435974249	5.59612143028647	0.0180002845330991	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Nvl	-0.563438181697918	7.50482460243758	5.57575517730978	0.0182108100635973	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Senp5	-0.886556825351925	6.51442675672861	5.57021416367418	0.0182685262088322	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Plxnc1	-0.747388164874285	6.86850605637649	5.54101543937679	0.0185758011006087	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ywhae	-0.670926326913639	7.02560167074761	5.51143267234262	0.0188925652978687	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Mapk9	-0.79280446483242	6.62586215159926	5.51066223644641	0.0189008890809556	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Serpinb6a	-1.09880460797478	6.14591242417061	5.50473221321602	0.0189650839633928	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Stim1	-0.895666651674456	6.56489831818842	5.50052709273977	0.0190107425681798	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ddx6	-0.830673027836831	6.63324278149631	5.50029854270807	0.0190132273842197	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ramp1	-1.04826425322402	6.18768092163058	5.49880778524555	0.019029443266174	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Focad	-0.587713094730929	7.70792386468219	5.48704670982729	0.0191578778836376	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Fam76b	-0.997042132297426	6.1538332271274	5.47208938915108	0.0193225117233768	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Gsg1l	-1.09274058687656	6.56889498368879	5.47118715312095	0.0193324891925403	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ptk2	-0.383433703393874	9.22508287376462	5.46237688551241	0.0194301987777813	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Arntl	-0.613499294540614	7.20199348230051	5.45628129438844	0.0194981001035332	0.66659129728954	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Psma2	-1.09899184865182	6.00391880387271	5.4405231530732	0.0196747757197177	0.66741719805802	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Srsf6	-0.944928402910357	6.30494692750867	5.41331882014966	0.0199836881622863	0.669370360338864	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
Ncam1	-0.411628896183154	8.95204218096521	5.40855636319929	0.0200382808967987	0.669370360338864	pseudobulk	edgeR	LRT	Supp_layer_neurons	Dgcr8_KO	Supp_layer_neurons:Dgcr8_KO
