gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type	cell_type
Gm16867	6.84819607792544	1.93481864699517	241.402045944303	1.94536259983334e-54	4.42939610356052e-50	pseudobulk	edgeR	LRT	Interneurons
Erdr1	-2.76800585028644	3.16537413099311	97.423306280902	5.59831906387891e-23	6.37340633827294e-19	pseudobulk	edgeR	LRT	Interneurons
Pth2r	-1.82302427702356	3.28353575820353	76.7139709559346	1.97600524612701e-18	1.49972211496886e-14	pseudobulk	edgeR	LRT	Interneurons
Dgcr8	-1.16099750260939	5.16134045882831	63.5454572141352	1.56708578043005e-15	8.92024403365294e-12	pseudobulk	edgeR	LRT	Interneurons
Comt	-0.978371101471165	5.30105271077009	60.1147473730966	8.94853479012701e-15	4.07498377272804e-11	pseudobulk	edgeR	LRT	Interneurons
Arvcf	-1.08563215910281	4.37219561744672	58.0706591509461	2.52869865156289e-14	9.59598993290590e-11	pseudobulk	edgeR	LRT	Interneurons
Loxl2	3.33110556354084	0.910048505661232	52.2813196082761	4.80927626330573e-13	1.56432016056012e-09	pseudobulk	edgeR	LRT	Interneurons
Ptprk	-0.93680859024843	7.11092799221772	47.07784519302	6.82225039583097e-12	1.94169774078344e-08	pseudobulk	edgeR	LRT	Interneurons
Ide	0.718905002412893	6.2184109429209	46.6198822186628	8.61813967353797e-12	2.18029358029762e-08	pseudobulk	edgeR	LRT	Interneurons
Mrvi1	1.17395114128449	3.64406112507471	45.8146840069916	1.2998551579219e-11	2.95964020907238e-08	pseudobulk	edgeR	LRT	Interneurons
Slit1	-0.903492359303189	4.72046345467217	44.749238731473	2.23954002405004e-11	4.63564425523594e-08	pseudobulk	edgeR	LRT	Interneurons
Nptx1	-1.42077402731079	3.20613394179025	40.6986029282938	1.77614116034986e-10	3.3700798400005e-07	pseudobulk	edgeR	LRT	Interneurons
6530403H02Rik	-2.06271044693233	1.73060587347697	39.7693724157531	2.85791769388032e-10	5.00553292092008e-07	pseudobulk	edgeR	LRT	Interneurons
Meis2	-1.22228410704165	3.79287937256029	38.630040560266	5.12244138398909e-10	8.33091913371768e-07	pseudobulk	edgeR	LRT	Interneurons
Dgcr6	-1.12831758700166	3.07951719440863	37.2594442713364	1.03412964153552e-09	1.56973985387481e-06	pseudobulk	edgeR	LRT	Interneurons
Hjurp	1.64097308383572	4.8213699590578	36.180446263513	1.79866276973608e-09	2.55960953775755e-06	pseudobulk	edgeR	LRT	Interneurons
Hs3st2	-0.899145648382041	4.85318580322132	33.7241682027101	6.35067647635433e-09	8.50579721706539e-06	pseudobulk	edgeR	LRT	Interneurons
Tango2	-0.848931039018082	6.58083343704179	33.5093230528372	7.09232134191872e-09	8.97139247967485e-06	pseudobulk	edgeR	LRT	Interneurons
Tmem108	0.56987517281587	8.52602966466633	31.945296129363	1.58575905916949e-08	1.90032357990685e-05	pseudobulk	edgeR	LRT	Interneurons
Hs6st3	0.487048763284734	9.64154919180684	31.5478106616732	1.94589643441702e-08	2.21530579576206e-05	pseudobulk	edgeR	LRT	Interneurons
Dmrt2	1.20386770222489	2.58104265793437	31.1456408435827	2.39376313967317e-08	2.5954091870104e-05	pseudobulk	edgeR	LRT	Interneurons
Corin	-1.1726011857457	4.7497315648546	30.8237852312634	2.82553337578058e-08	2.92429861059763e-05	pseudobulk	edgeR	LRT	Interneurons
Slc25a1	-0.854922855649674	3.83763503292208	30.5193513046329	3.30552820579137e-08	3.27232920511582e-05	pseudobulk	edgeR	LRT	Interneurons
Ess2	-1.30631480242692	2.7743909579253	29.9847414186495	4.35459487443533e-08	4.13124044566742e-05	pseudobulk	edgeR	LRT	Interneurons
Zdhhc8	-1.39162737697671	4.36888832884908	29.4592706157928	5.71042293556263e-08	5.20082479279302e-05	pseudobulk	edgeR	LRT	Interneurons
Septin5	-1.20566448363856	2.8685775954304	28.458466919583	9.57301969210232e-08	8.08242272349853e-05	pseudobulk	edgeR	LRT	Interneurons
Gm28539	-1.08494458059652	3.67712231231228	28.4561825842119	9.5843213814599e-08	8.08242272349853e-05	pseudobulk	edgeR	LRT	Interneurons
Plekhh2	-0.691132192480053	6.66671061686963	27.6855882746727	1.42722037472193e-07	0.000116058502543013	pseudobulk	edgeR	LRT	Interneurons
Gnb1l	-1.07096812207046	3.30462290741145	27.3539990899096	1.69413720896237e-07	0.000132704050868372	pseudobulk	edgeR	LRT	Interneurons
Ufd1	-0.716733200893003	4.66164840064623	27.2929436882247	1.74848325620412e-07	0.000132704050868372	pseudobulk	edgeR	LRT	Interneurons
Gpc5	0.694412286372458	6.22324827577958	27.0621627432266	1.97016695575276e-07	0.000144705585211402	pseudobulk	edgeR	LRT	Interneurons
Trmt2a	-0.741825922240292	4.3198454588494	26.3032676498293	2.91794561940046e-07	0.000207620949400403	pseudobulk	edgeR	LRT	Interneurons
Xlr4a	2.57451323938588	0.27626797232498	26.1887645983073	3.09618740841192e-07	0.000213627548794336	pseudobulk	edgeR	LRT	Interneurons
0610040J01Rik	0.886085855516568	3.12661865744391	26.0800314934247	3.27554137548629e-07	0.000219355298760139	pseudobulk	edgeR	LRT	Interneurons
Gfod1	-0.635401246232862	6.84313189549799	26.0145638697036	3.38851509946831e-07	0.000220437429427983	pseudobulk	edgeR	LRT	Interneurons
Btaf1	0.491668715360004	7.08001954343754	25.5870176403317	4.22874963771218e-07	0.000261687591227195	pseudobulk	edgeR	LRT	Interneurons
Negr1	-0.497246336578554	10.3368170437102	25.5762259758205	4.25246645676412e-07	0.000261687591227195	pseudobulk	edgeR	LRT	Interneurons
Prkg1	-0.598109320831033	8.58326747043332	25.164217158135	5.26500735571036e-07	0.000315470927584656	pseudobulk	edgeR	LRT	Interneurons
Th	-1.2904372165139	2.84925606417483	25.0262431634565	5.65552900306321e-07	0.000330096881643802	pseudobulk	edgeR	LRT	Interneurons
Col15a1	1.27332487990203	2.35810599096886	24.9762910559888	5.80396490084668e-07	0.000330096881643802	pseudobulk	edgeR	LRT	Interneurons
6330411D24Rik	0.585661763835439	8.3860338975735	24.9303153504706	5.94403449751675e-07	0.000330096881643802	pseudobulk	edgeR	LRT	Interneurons
Nr4a2	-0.967338268369286	3.54962712833666	24.4631572285586	7.5744474379579e-07	0.000410625223130627	pseudobulk	edgeR	LRT	Interneurons
Pdgfrl	-1.48137054163051	1.65682366665354	24.347203212037	8.04434524436033e-07	0.000425957434578698	pseudobulk	edgeR	LRT	Interneurons
Lsmem1	0.94047957360146	2.86939217824082	24.0486494030017	9.39321251024402e-07	0.000486077399194878	pseudobulk	edgeR	LRT	Interneurons
Arhgef15	0.923835994827566	3.35960285974683	23.4557302258555	1.27821430345972e-06	0.000646748032788319	pseudobulk	edgeR	LRT	Interneurons
Gm7967	4.15994143553273	-0.882704988979204	23.3969988063785	1.31783979994781e-06	0.000652302052282864	pseudobulk	edgeR	LRT	Interneurons
Col6a1	-1.56488814001469	2.26804363585854	22.9835912058256	1.63390060528283e-06	0.000791537933652867	pseudobulk	edgeR	LRT	Interneurons
Kcnip4	-0.586224073796202	13.0014754936175	22.4461071336382	2.16123071420688e-06	0.00102518879441201	pseudobulk	edgeR	LRT	Interneurons
Eya1	-0.626552503711214	5.45144991716837	22.1921263109861	2.46683367267783e-06	0.00114627216108575	pseudobulk	edgeR	LRT	Interneurons
Piezo2	-1.83937578807774	1.78479604687779	21.8556602027134	2.93948226758113e-06	0.00133858143501109	pseudobulk	edgeR	LRT	Interneurons
Cnih3	-0.900682750664613	4.83361783322921	21.6645531378695	3.24736874242966e-06	0.00144979095875257	pseudobulk	edgeR	LRT	Interneurons
Riox2	-1.13981454189237	2.4639632795582	21.518475386075	3.50436152909379e-06	0.0015323432030462	pseudobulk	edgeR	LRT	Interneurons
Greb1l	-0.598150502918733	5.85548019153228	21.4845681424671	3.56687556596463e-06	0.0015323432030462	pseudobulk	edgeR	LRT	Interneurons
Gng12	-0.619374473283908	4.58729205185302	21.1778373758162	4.18576938989243e-06	0.00176084606122561	pseudobulk	edgeR	LRT	Interneurons
Spon1	-0.954976258197871	6.48230804235366	21.1471026995833	4.25343815571209e-06	0.00176084606122561	pseudobulk	edgeR	LRT	Interneurons
Rtn4r	-1.13447916018133	2.47865567708121	20.9982802398645	4.59695821702633e-06	0.00186907395791915	pseudobulk	edgeR	LRT	Interneurons
Sv2b	-1.07556818608095	4.7419594523762	20.7655831558809	5.19074686626883e-06	0.00207347570873816	pseudobulk	edgeR	LRT	Interneurons
Fgf10	-1.1975955711764	2.68087180798543	20.3956195912588	6.29737762074697e-06	0.00247215501804806	pseudobulk	edgeR	LRT	Interneurons
Gm32647	-0.883004443499408	7.82395450048091	20.2834208854732	6.67767192348141e-06	0.00253523767284611	pseudobulk	edgeR	LRT	Interneurons
Ptgs2	-2.21751468542785	0.322587437490456	20.264768934855	6.74309056980266e-06	0.00253523767284611	pseudobulk	edgeR	LRT	Interneurons
Cdk15	1.23353314272381	2.62631779024352	20.2509120136603	6.79210760435737e-06	0.00253523767284611	pseudobulk	edgeR	LRT	Interneurons
Slc17a7	-1.0038425482221	3.92309246725477	20.1879443590574	7.01939217092931e-06	0.00254389363806849	pseudobulk	edgeR	LRT	Interneurons
Impa2	0.7159493179066	3.8807671929465	20.1826763192129	7.03875001968972e-06	0.00254389363806849	pseudobulk	edgeR	LRT	Interneurons
Mrpl40	-1.09129853887948	2.25829177731054	19.7858933266761	8.6619613944862e-06	0.00308162810923525	pseudobulk	edgeR	LRT	Interneurons
Ostf1	0.945992889687564	2.89198154616141	19.563239308935	9.73239320188817e-06	0.00340918247405833	pseudobulk	edgeR	LRT	Interneurons
Asah2	0.618749129176906	4.80441925841064	19.4594190923475	1.02759831378787e-05	0.00354505848585395	pseudobulk	edgeR	LRT	Interneurons
Gm15396	0.61214825988791	3.82199769522988	19.333947251007	1.09737904182486e-05	0.00369017119591636	pseudobulk	edgeR	LRT	Interneurons
Ephb1	-0.665353098053194	4.97280333470969	19.3257921167432	1.10207581062986e-05	0.00369017119591636	pseudobulk	edgeR	LRT	Interneurons
Rprm	-1.25858283468964	1.66911279444816	19.2829349116789	1.12709228646067e-05	0.00371924119861204	pseudobulk	edgeR	LRT	Interneurons
Il7	-2.35726523523796	0.614550874596597	19.2537808995605	1.14443510028228e-05	0.00372252039976104	pseudobulk	edgeR	LRT	Interneurons
Lhx6	-0.975565319686857	6.06665914242721	19.1949789523218	1.18023418638701e-05	0.00377351677472451	pseudobulk	edgeR	LRT	Interneurons
Mccc2	0.485798175441271	5.38784657123273	19.1740278834195	1.19325929017596e-05	0.00377351677472451	pseudobulk	edgeR	LRT	Interneurons
Dpf3	0.805161859646892	4.1252446399289	19.0942747916721	1.24417559035956e-05	0.00388063479683518	pseudobulk	edgeR	LRT	Interneurons
Rspo2	-0.603004199948108	5.75589227272351	19.0485357693163	1.27435516349883e-05	0.00392105306996011	pseudobulk	edgeR	LRT	Interneurons
Lcp1	1.54997656905333	1.26542237065334	18.7105557951251	1.52137947629093e-05	0.00461870523942242	pseudobulk	edgeR	LRT	Interneurons
Dusp4	-0.989244407645513	2.54006213195823	18.6387449820266	1.57977114545273e-05	0.00467264148865391	pseudobulk	edgeR	LRT	Interneurons
Cdh4	-0.502391149287863	7.06821843116368	18.6382399104215	1.58018970805196e-05	0.00467264148865391	pseudobulk	edgeR	LRT	Interneurons
Marchf4	-0.544713728173947	6.17458362194249	18.5980736337465	1.61383544699121e-05	0.0046879542943966	pseudobulk	edgeR	LRT	Interneurons
Sh3rf3	-0.51004202802266	9.18779522110621	18.5780209970168	1.63090112349292e-05	0.0046879542943966	pseudobulk	edgeR	LRT	Interneurons
Slc17a6	1.99121976713781	0.666359194722208	18.5591395054376	1.64713577035324e-05	0.0046879542943966	pseudobulk	edgeR	LRT	Interneurons
Casq2	2.78978475728871	-0.615195285396417	18.5331355880291	1.66976047522146e-05	0.00469367608152067	pseudobulk	edgeR	LRT	Interneurons
Pdgfd	-2.56664597057825	1.15007708190808	18.5085013669538	1.69148134670562e-05	0.00469674863209029	pseudobulk	edgeR	LRT	Interneurons
Prodh	-1.69192135633096	0.932316716173279	18.2619991802566	1.92509428188367e-05	0.00528102068725413	pseudobulk	edgeR	LRT	Interneurons
Etv5	-0.500410352145511	5.76546632382982	18.1569222349511	2.03428625067767e-05	0.0055141266240095	pseudobulk	edgeR	LRT	Interneurons
Ccdc163	1.25291504386456	1.19662117666071	18.0968748698512	2.09945727116331e-05	0.00562382854201381	pseudobulk	edgeR	LRT	Interneurons
Gm27000	0.563407258913277	9.54019346908447	18.0297038967328	2.17484882477093e-05	0.00573961494007258	pseudobulk	edgeR	LRT	Interneurons
Unc5d	-0.398568709886404	9.42569316805786	17.9823314266518	2.22964895343871e-05	0.00573961494007258	pseudobulk	edgeR	LRT	Interneurons
Kyat3	1.35799531636694	0.995933908226395	17.9814245066123	2.23071149605498e-05	0.00573961494007258	pseudobulk	edgeR	LRT	Interneurons
Pla2g7	0.74538095701858	3.57614480793695	17.9705309798242	2.24351411861065e-05	0.00573961494007258	pseudobulk	edgeR	LRT	Interneurons
Rasgrp2	0.553551899894426	4.178338442125	17.8351578785394	2.40890862889749e-05	0.00603345448092082	pseudobulk	edgeR	LRT	Interneurons
Crym	-1.49663693812348	1.38469467273961	17.8332162418472	2.41136790269135e-05	0.00603345448092082	pseudobulk	edgeR	LRT	Interneurons
4930545L23Rik	-0.761135155878651	3.22156364131749	17.7789987613578	2.48106789074402e-05	0.00614037334829898	pseudobulk	edgeR	LRT	Interneurons
Ndufa8	-1.23675764224572	5.13413569831023	17.7060975159583	2.57798905517707e-05	0.00628984652260118	pseudobulk	edgeR	LRT	Interneurons
B230312C02Rik	1.16965044778963	1.54231599431877	17.6923318269809	2.59671295675924e-05	0.00628984652260118	pseudobulk	edgeR	LRT	Interneurons
Cp	0.819985122266616	3.00101932121239	17.4424790132952	2.96133602752593e-05	0.00709754315902505	pseudobulk	edgeR	LRT	Interneurons
Ptgs1	-0.59982706364363	4.3204754056086	17.1221789011746	3.50505982426593e-05	0.00823630819851828	pseudobulk	edgeR	LRT	Interneurons
Ubtd1	-0.799063979309396	3.18857498745871	17.120145596954	3.50881415633657e-05	0.00823630819851828	pseudobulk	edgeR	LRT	Interneurons
Syt2	0.616662734812601	6.25438783173076	16.7540848506468	4.25505598213307e-05	0.00988605812828447	pseudobulk	edgeR	LRT	Interneurons
Slc9a8	0.513367085989914	5.3730658792729	16.5493186502444	4.74010142825088e-05	0.0109017544868529	pseudobulk	edgeR	LRT	Interneurons
Zdhhc14	-0.558881875159883	7.17912275789512	16.5139820352742	4.82926368223021e-05	0.0109384192999631	pseudobulk	edgeR	LRT	Interneurons
Pcdh17	-0.631924755787726	7.66881438196841	16.5050273182371	4.85212503533873e-05	0.0109384192999631	pseudobulk	edgeR	LRT	Interneurons
Rab3b	-0.418068272068836	7.03667254264351	16.4570779340892	4.97640390615568e-05	0.0111086020136528	pseudobulk	edgeR	LRT	Interneurons
Myl4	-1.10115243122446	1.98367450996488	16.3780245017265	5.18832914775791e-05	0.0114692297442039	pseudobulk	edgeR	LRT	Interneurons
Pstpip2	0.687900162799659	4.72053490430044	16.3326465088936	5.31405372920237e-05	0.0116010370260906	pseudobulk	edgeR	LRT	Interneurons
Txnrd2	-1.00409641555615	3.11535799103613	16.319921438362	5.34985676902594e-05	0.0116010370260906	pseudobulk	edgeR	LRT	Interneurons
Aox3	-2.322852104674	0.400572344739345	16.1605608464282	5.81931995618215e-05	0.012500009064369	pseudobulk	edgeR	LRT	Interneurons
Lnx1	0.466412945918882	6.55117282963152	16.0449155120376	6.18575066544852e-05	0.0131629305515511	pseudobulk	edgeR	LRT	Interneurons
Myo5c	0.928218906969952	2.40488702894542	15.9850781170619	6.38437175213981e-05	0.0132988486817174	pseudobulk	edgeR	LRT	Interneurons
Fam163a	0.677194270848622	4.42314403561732	15.97970562347	6.40251574785066e-05	0.0132988486817174	pseudobulk	edgeR	LRT	Interneurons
Vgf	-0.677586778892271	6.05699319237592	15.973114328623	6.42484674333047e-05	0.0132988486817174	pseudobulk	edgeR	LRT	Interneurons
B3galt1	-0.368288658424764	9.06243081570381	15.9559597724551	6.48333352545501e-05	0.0132990109046023	pseudobulk	edgeR	LRT	Interneurons
Col16a1	1.14778408202592	3.1680573287253	15.8816608016942	6.74289500033845e-05	0.0137079443091702	pseudobulk	edgeR	LRT	Interneurons
Tac1	-0.797500790928354	5.17294275256711	15.8362919517147	6.90650426512001e-05	0.013916300496683	pseudobulk	edgeR	LRT	Interneurons
Lrp1b	-0.367687604136893	11.6111477570778	15.7134081271486	7.36998832023012e-05	0.0147199354441508	pseudobulk	edgeR	LRT	Interneurons
Cox6a2	0.797578645369464	2.64069427271318	15.6819739712469	7.49349452410186e-05	0.0148130152346163	pseudobulk	edgeR	LRT	Interneurons
Xlr3b	1.55010775331149	1.09925704145452	15.668590884262	7.54670722128988e-05	0.0148130152346163	pseudobulk	edgeR	LRT	Interneurons
Lman2l	-0.562452453104695	4.60981632472497	15.6131124576019	7.77138084595225e-05	0.0151236385026912	pseudobulk	edgeR	LRT	Interneurons
Mctp1	-0.402657226371479	9.00268764103419	15.5800103232826	7.90862915816466e-05	0.015180300210071	pseudobulk	edgeR	LRT	Interneurons
Zfp949	0.719140357244321	5.69981722669304	15.5739930612731	7.93383866220934e-05	0.015180300210071	pseudobulk	edgeR	LRT	Interneurons
St6galnac5	-0.423526644360061	8.18693937554966	15.5321619751659	8.11134023236992e-05	0.0153905921459026	pseudobulk	edgeR	LRT	Interneurons
Nr2e1	0.711492296581134	2.93494499688673	15.4420860012767	8.50724369864823e-05	0.0160083827912828	pseudobulk	edgeR	LRT	Interneurons
Ccdc15	0.574095619825004	3.76410671771473	15.3300128009861	9.02709008328734e-05	0.0168473618119975	pseudobulk	edgeR	LRT	Interneurons
Dpy19l1	-0.484868509961694	5.08832425857327	15.1911886256375	9.71557074094095e-05	0.0178591363588636	pseudobulk	edgeR	LRT	Interneurons
Pde10a	-0.755933130420407	9.96695747333543	15.1891456449056	9.72608770037809e-05	0.0178591363588636	pseudobulk	edgeR	LRT	Interneurons
Myof	-0.54241698703835	4.39619472809289	15.1285657771076	0.000100432054079012	0.0182938995146001	pseudobulk	edgeR	LRT	Interneurons
Dach1	-0.722935128204738	4.87843360773913	15.067665403616	0.000103724917567635	0.018612750608391	pseudobulk	edgeR	LRT	Interneurons
Klf16	-1.12569528998049	1.68657118905353	15.0659824410183	0.000103817441576953	0.018612750608391	pseudobulk	edgeR	LRT	Interneurons
Mei4	-0.641629525776872	5.25948859523074	15.0403212520624	0.000105238546494457	0.018720128633846	pseudobulk	edgeR	LRT	Interneurons
Col24a1	1.0526953062918	4.45657466731201	14.8259585756618	0.000117901413077323	0.0208100563903687	pseudobulk	edgeR	LRT	Interneurons
Fbn1	0.462073889968436	5.75879810771637	14.7815824275858	0.000120708693584081	0.021141046453761	pseudobulk	edgeR	LRT	Interneurons
Pip5k1b	-0.463718091971025	7.26299340775933	14.7671880690109	0.000121633672337068	0.021141046453761	pseudobulk	edgeR	LRT	Interneurons
Nkain2	-0.410374816264447	11.1649631600092	14.7113697264212	0.000125288537339081	0.0216113235354056	pseudobulk	edgeR	LRT	Interneurons
Ccnd2	0.577421673942125	4.89253686133142	14.6928332152907	0.000126526562214747	0.0216607766546434	pseudobulk	edgeR	LRT	Interneurons
Nqo2	0.967578097151751	1.78432609585199	14.6751216075896	0.00012772099756278	0.0217020850261712	pseudobulk	edgeR	LRT	Interneurons
Gpr1	1.10061268258888	1.53509380980403	14.573309143959	0.000134810580192815	0.0226734256211658	pseudobulk	edgeR	LRT	Interneurons
Gm3764	0.654576389061121	7.38023698894096	14.5646833892064	0.000135429131032481	0.0226734256211658	pseudobulk	edgeR	LRT	Interneurons
Nlk	-0.370245345472395	7.75409853198022	14.4997714414834	0.000140176549132041	0.0232969331911493	pseudobulk	edgeR	LRT	Interneurons
Fam13a	0.49787670920436	5.75844598700879	14.470690785732	0.000142357410124528	0.0234879410951114	pseudobulk	edgeR	LRT	Interneurons
Fbn2	-0.816497749544154	3.61155218925113	14.3505176107557	0.000151737973136142	0.0248555533117756	pseudobulk	edgeR	LRT	Interneurons
Enpep	1.2214711619161	1.47204162977062	14.3143088608889	0.00015468461117506	0.0250613479310117	pseudobulk	edgeR	LRT	Interneurons
Opn1mw	-2.3666160836228	-0.191973990530469	14.3051564270248	0.000155438508809139	0.0250613479310117	pseudobulk	edgeR	LRT	Interneurons
Fbxl7	-0.825839979534461	3.63093027289982	14.2915752744264	0.000156564030220028	0.0250613479310117	pseudobulk	edgeR	LRT	Interneurons
Grhl1	-0.837516852533457	2.39591449282253	14.2815871242196	0.000157397020252742	0.0250613479310117	pseudobulk	edgeR	LRT	Interneurons
Cables1	-0.495202746852345	5.26515586032296	14.2475066890184	0.000160272996344876	0.0253420545401144	pseudobulk	edgeR	LRT	Interneurons
Gm35419	2.56937239297219	-0.536777051950581	14.221708086215	0.000162485231368685	0.0255146636760937	pseudobulk	edgeR	LRT	Interneurons
Adamts6	-0.541355772858048	6.50636555196726	14.1809890077212	0.000166039647142083	0.0258942241491649	pseudobulk	edgeR	LRT	Interneurons
Camk1g	-0.683048702773449	4.62017042394661	14.0951478344495	0.000173791520549408	0.026918769601289	pseudobulk	edgeR	LRT	Interneurons
Ptgr2	0.547798848213735	4.01309744593348	14.0459807778901	0.000178394689934691	0.027445058750831	pseudobulk	edgeR	LRT	Interneurons
Cd300ld2	-5.00229750985101	-1.09831949356049	14.0049396141699	0.000182331006433852	0.0276715693186195	pseudobulk	edgeR	LRT	Interneurons
Cd209c	1.71208839546369	1.56984236659215	13.9876008512175	0.000184020171635711	0.0276715693186195	pseudobulk	edgeR	LRT	Interneurons
Arhgap25	-2.35649633605994	1.52513109075843	13.9764342841605	0.000185116369465777	0.0276715693186195	pseudobulk	edgeR	LRT	Interneurons
Snca	-0.497536728383519	6.08732889800739	13.9735826427311	0.000185397361788432	0.0276715693186195	pseudobulk	edgeR	LRT	Interneurons
C1ql3	-0.830133603134827	2.94419496656484	13.9680514751468	0.000185943612180982	0.0276715693186195	pseudobulk	edgeR	LRT	Interneurons
5033421B08Rik	1.94351011259792	1.17537991885205	13.9245831404649	0.000190293307905576	0.0281349891409224	pseudobulk	edgeR	LRT	Interneurons
Gm4951	7.5979235511574	-0.45217056239216	13.8716609020445	0.000195727638434652	0.0287517587065716	pseudobulk	edgeR	LRT	Interneurons
4930558K02Rik	1.11357529507526	1.20899315899107	13.8389695028177	0.000199162407236136	0.0290687746817922	pseudobulk	edgeR	LRT	Interneurons
Hira	-0.848328682776425	2.32743799972827	13.8155513501827	0.000201660140479369	0.0292458582074824	pseudobulk	edgeR	LRT	Interneurons
Mast3	-0.567933113193761	3.80650911823685	13.7682055122042	0.000206806778045544	0.029802427400753	pseudobulk	edgeR	LRT	Interneurons
Scube1	-0.819845952074097	2.92996431116191	13.6737140675548	0.000217477373861901	0.0309775909755224	pseudobulk	edgeR	LRT	Interneurons
Lamb1	-0.468058185800738	4.36794731701056	13.6719430762993	0.000217682575259502	0.0309775909755224	pseudobulk	edgeR	LRT	Interneurons
Adamtsl5	0.706017468386465	4.36652669525845	13.6156279721653	0.000224310442702198	0.0317225122353189	pseudobulk	edgeR	LRT	Interneurons
Gm12279	0.750857242988713	2.4468102833333	13.5646377419291	0.000230486893947471	0.0323068479273629	pseudobulk	edgeR	LRT	Interneurons
Myo6	0.42836318453406	6.6478282382096	13.5581894823338	0.000231280083102471	0.0323068479273629	pseudobulk	edgeR	LRT	Interneurons
Crocc	-0.47676235460111	4.59874247289655	13.5100235016974	0.000237292568192885	0.0329446005194134	pseudobulk	edgeR	LRT	Interneurons
Gm44020	1.15770379708775	1.08697103221215	13.4483190302165	0.000245225803217668	0.0337114717881589	pseudobulk	edgeR	LRT	Interneurons
Myo10	0.648367154482509	3.0872965853257	13.4441042570174	0.000245777342739443	0.0337114717881589	pseudobulk	edgeR	LRT	Interneurons
Sycp2l	1.11416344360646	1.31066909039278	13.267553087615	0.00027003944257023	0.0368175333406082	pseudobulk	edgeR	LRT	Interneurons
Cracr2a	0.514056987703571	4.64383959953301	13.2242403281278	0.000276351707626128	0.0373098607866081	pseudobulk	edgeR	LRT	Interneurons
Srgap1	-0.380365300365526	6.2346875277875	13.2203379204238	0.000276927685578495	0.0373098607866081	pseudobulk	edgeR	LRT	Interneurons
Mtnr1a	4.76241177909016	-1.47084509121561	13.1085485955556	0.000293951337031172	0.0393704587815456	pseudobulk	edgeR	LRT	Interneurons
Prcp	0.547137715974507	3.8575898077416	13.0679517798436	0.000300391436134171	0.0399977345575377	pseudobulk	edgeR	LRT	Interneurons
Prdm5	0.518152241890338	4.60031719868734	13.0517245014235	0.000303005284750429	0.0401112053981541	pseudobulk	edgeR	LRT	Interneurons
Gm3985	0.877715767815957	2.28405827603903	13.0139702400135	0.000309175738382804	0.0406914588857692	pseudobulk	edgeR	LRT	Interneurons
2010300C02Rik	-0.7741637021432	4.33750309914204	12.9988209483239	0.000311687174943603	0.0407862372775339	pseudobulk	edgeR	LRT	Interneurons
Ghr	-0.4096522755152	6.25740038872895	12.9792746533398	0.000314957959885542	0.0409374830393793	pseudobulk	edgeR	LRT	Interneurons
Cacna1g	-0.463261844648905	5.32875755406672	12.9704918128796	0.000316438886860677	0.0409374830393793	pseudobulk	edgeR	LRT	Interneurons
Cyp4f13	0.591127458968812	3.72143481669761	12.9023517946111	0.000328169522717171	0.0422152082641088	pseudobulk	edgeR	LRT	Interneurons
Smoc2	-2.43802702443353	0.0942541562669554	12.8763320262573	0.000332763794460478	0.0425657237981496	pseudobulk	edgeR	LRT	Interneurons
Sema3d	-0.688011596854762	2.95976422769871	12.8566561950182	0.000336280948589974	0.0427753123935481	pseudobulk	edgeR	LRT	Interneurons
Chrdl1	2.05261118058101	-0.361989340613054	12.8416645976254	0.000338985916180261	0.0428798351417131	pseudobulk	edgeR	LRT	Interneurons
Foxp2	-1.68294448623909	4.12810094003796	12.8279276161977	0.000341483771786297	0.0429571491701778	pseudobulk	edgeR	LRT	Interneurons
Alk	-0.320554771559243	9.09358187616008	12.8157538984496	0.000343712882029603	0.0429999923677584	pseudobulk	edgeR	LRT	Interneurons
Pdgfra	1.73980502447651	0.515976748936626	12.7264845439855	0.000360513568873071	0.0448553740419178	pseudobulk	edgeR	LRT	Interneurons
Sys1	0.655602348843276	2.85657368029956	12.6666113581567	0.000372243577214535	0.0460631196173791	pseudobulk	edgeR	LRT	Interneurons
Frem1	-0.629387094762198	5.48398270140848	12.6393686246177	0.000377707521355719	0.0464866083986398	pseudobulk	edgeR	LRT	Interneurons
Tll1	0.531173675783941	5.83308366230677	12.6281895166628	0.000379973005225733	0.046499880625988	pseudobulk	edgeR	LRT	Interneurons
Mmp17	-0.696547837460198	4.68302149196184	12.6187342177175	0.000381899849666641	0.046499880625988	pseudobulk	edgeR	LRT	Interneurons
Gm31392	4.6088648202881	-1.54372695912655	12.5127757959799	0.000404178663299591	0.0489507658758957	pseudobulk	edgeR	LRT	Interneurons
Sik3	-0.373711783695903	8.19679081147244	12.4731707685743	0.000412838728608513	0.0497350529718901	pseudobulk	edgeR	LRT	Interneurons
Ecel1	-1.1288657120223	1.28923495764129	12.4399849493272	0.000420239169605717	0.0500969625277869	pseudobulk	edgeR	LRT	Interneurons
Icam5	-0.512038081930496	3.69877232064699	12.439966564176	0.00042024330637302	0.0500969625277869	pseudobulk	edgeR	LRT	Interneurons
Frat2	-1.2793778509825	1.19092510747651	12.4081746498206	0.00042745849241644	0.0506916792386976	pseudobulk	edgeR	LRT	Interneurons
Igsf21	-0.441969542216304	4.79274491146506	12.3198544189514	0.000448165653090093	0.0528455139195818	pseudobulk	edgeR	LRT	Interneurons
