gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type
Mirg	1.792418327	8.567597267	741.3866215	2.99E-163	1.38E-159	pseudobulk	edgeR	LRT
Mir181a-1hg	2.368629564	7.456377198	395.9965443	4.10E-88	9.46E-85	pseudobulk	edgeR	LRT
2810049E08Rik	2.20942807	7.657686739	387.2252719	3.33E-86	5.12E-83	pseudobulk	edgeR	LRT
C130071C03Rik	1.317658484	10.00947097	352.9259354	9.77E-79	1.13E-75	pseudobulk	edgeR	LRT
Lncpint	0.968916779	9.98686257	323.1344657	3.01E-72	2.78E-69	pseudobulk	edgeR	LRT
Gm20732	1.536186307	6.386814309	280.0855325	7.19E-63	5.53E-60	pseudobulk	edgeR	LRT
Gm27032	-2.499613828	6.472974403	261.6747936	7.40E-59	4.88E-56	pseudobulk	edgeR	LRT
Mir124a-1hg	0.973076985	9.325236	245.9469639	1.99E-55	1.15E-52	pseudobulk	edgeR	LRT
B830012L14Rik	1.22451275	9.003673645	204.8372857	1.84E-46	9.43E-44	pseudobulk	edgeR	LRT
Gm3764	1.375835989	8.194271926	198.2252398	5.09E-45	2.35E-42	pseudobulk	edgeR	LRT
Spaca6	1.261259269	6.461050192	166.3299182	4.69E-38	1.97E-35	pseudobulk	edgeR	LRT
Mir9-3hg	1.015684655	7.547876021	149.4386721	2.30E-34	8.85E-32	pseudobulk	edgeR	LRT
5330434G04Rik	0.733209359	9.760271382	145.0735339	2.07E-33	7.35E-31	pseudobulk	edgeR	LRT
Gm49317	0.581055218	9.292270228	68.30749335	1.40E-16	4.61E-14	pseudobulk	edgeR	LRT
C78859	0.841664568	6.341052462	64.17782044	1.14E-15	3.50E-13	pseudobulk	edgeR	LRT
Prkg1	-0.561480258	8.574171667	27.84499164	1.31E-07	3.79E-05	pseudobulk	edgeR	LRT
5031439G07Rik	0.524692743	6.554942947	26.09251807	3.25E-07	8.84E-05	pseudobulk	edgeR	LRT
Ftx	0.398657549	8.163562224	25.84399469	3.70E-07	9.49E-05	pseudobulk	edgeR	LRT
Mir670hg	1.325292783	7.352259763	25.36197481	4.75E-07	0.000109863	pseudobulk	edgeR	LRT
Fstl5	-0.539410695	7.751641731	25.35867237	4.76E-07	0.000109863	pseudobulk	edgeR	LRT
Inpp5j	0.42562217	6.9545537	24.52018263	7.35E-07	0.000161638	pseudobulk	edgeR	LRT
Camta1	0.301254054	9.538698557	23.00370831	1.62E-06	0.000339253	pseudobulk	edgeR	LRT
Gm15155	-0.715624997	6.150180783	22.86432181	1.74E-06	0.000348908	pseudobulk	edgeR	LRT
Zfp697	-0.435195139	6.963829058	22.6187171	1.98E-06	0.000379956	pseudobulk	edgeR	LRT
Meg3	0.240156576	13.11106867	21.98993748	2.74E-06	0.000506068	pseudobulk	edgeR	LRT
Chchd3	0.258256751	8.627984449	20.65132642	5.51E-06	0.000978219	pseudobulk	edgeR	LRT
Ccnh	-0.385591067	6.629285674	20.1991999	6.98E-06	0.001193016	pseudobulk	edgeR	LRT
Nup93	0.324202362	7.625190247	19.83432071	8.45E-06	0.001392262	pseudobulk	edgeR	LRT
Acsl3	-0.373376908	6.837178915	19.68960778	9.11E-06	0.001449988	pseudobulk	edgeR	LRT
Arl15	0.264540192	8.923302594	19.43426751	1.04E-05	0.00160209	pseudobulk	edgeR	LRT
Tmem132c	0.339599504	7.768327154	19.2794692	1.13E-05	0.001681326	pseudobulk	edgeR	LRT
Syt2	0.572269829	7.245145432	18.92921881	1.36E-05	0.00195688	pseudobulk	edgeR	LRT
Myo16	0.316127649	8.606141964	18.83285369	1.43E-05	0.001995903	pseudobulk	edgeR	LRT
Tnr	0.272316458	9.434030876	18.33400654	1.85E-05	0.002516651	pseudobulk	edgeR	LRT
Slc6a17	0.331425525	7.891460896	18.09835094	2.10E-05	0.002766739	pseudobulk	edgeR	LRT
Pde10a	0.286259589	10.1451774	18.00778937	2.20E-05	0.002820926	pseudobulk	edgeR	LRT
Scn8a	0.248713983	8.715468866	17.85219844	2.39E-05	0.002978484	pseudobulk	edgeR	LRT
Snca	-0.568281583	6.032245207	17.71683801	2.56E-05	0.003113947	pseudobulk	edgeR	LRT
Osbpl6	0.225150876	8.707895647	16.96902982	3.80E-05	0.004496997	pseudobulk	edgeR	LRT
Bckdhb	0.265717189	8.320077929	16.87973649	3.98E-05	0.004595744	pseudobulk	edgeR	LRT
R3hdm2	0.347108559	8.005743946	16.73617091	4.30E-05	0.004836015	pseudobulk	edgeR	LRT
Myo1e	0.451183021	7.168262235	16.54349564	4.75E-05	0.005225619	pseudobulk	edgeR	LRT
Traf3	0.359722567	7.129944464	16.33128872	5.32E-05	0.005708664	pseudobulk	edgeR	LRT
Kcnma1	0.274888051	10.87096253	16.12237611	5.94E-05	0.006144376	pseudobulk	edgeR	LRT
Rnf144b	0.323714204	7.962644238	16.10581966	5.99E-05	0.006144376	pseudobulk	edgeR	LRT
Cacna2d2	0.323593164	7.578874861	15.32847613	9.03E-05	0.00906586	pseudobulk	edgeR	LRT
Syt16	-0.353927449	7.165203145	14.66797643	0.000128206	0.012591472	pseudobulk	edgeR	LRT
Abat	0.294318528	7.531018666	14.51628243	0.000138953	0.013362679	pseudobulk	edgeR	LRT
Slc44a5	-0.49110659	7.829259391	14.42486989	0.000145863	0.013740911	pseudobulk	edgeR	LRT
Pdzrn4	-0.486554893	7.101777475	14.14266738	0.000169456	0.015595866	pseudobulk	edgeR	LRT
Pnkd	0.336885756	7.181900589	14.11123686	0.000172311	0.015595866	pseudobulk	edgeR	LRT
Srrm4	0.233767298	8.934014902	14.06512231	0.000176588	0.015675597	pseudobulk	edgeR	LRT
Gm1604b	0.273577362	7.503594574	13.83140078	0.000199966	0.017359563	pseudobulk	edgeR	LRT
Fhod3	0.272905471	7.673614385	13.8023708	0.00020308	0.017359563	pseudobulk	edgeR	LRT
Pitpnc1	0.298133141	8.147207791	13.72318156	0.000211824	0.017644458	pseudobulk	edgeR	LRT
Rbfox2	0.196646268	8.718150239	13.70347936	0.000214058	0.017644458	pseudobulk	edgeR	LRT
Fnbp1l	-0.305780808	7.559910387	13.36612542	0.00025621	0.020748525	pseudobulk	edgeR	LRT
Snx10	-0.387573137	6.216597066	13.29722772	0.000265799	0.021153922	pseudobulk	edgeR	LRT
Mir124-2hg	-0.300147932	7.318643096	12.98356586	0.000314237	0.024585046	pseudobulk	edgeR	LRT
Enox1	0.218504381	10.46870361	12.8038508	0.000345907	0.026380439	pseudobulk	edgeR	LRT
Alcam	-0.334461777	8.861621983	12.78926	0.000348615	0.026380439	pseudobulk	edgeR	LRT
Pard3	-0.286069311	7.327662434	12.69101432	0.000367417	0.027354782	pseudobulk	edgeR	LRT
Dlat	0.298830761	7.207190168	12.54570435	0.000397118	0.029096784	pseudobulk	edgeR	LRT
Tmem44	0.313025325	7.928052323	12.49168947	0.000408766	0.029482273	pseudobulk	edgeR	LRT
Kcna1	0.381720275	6.945106032	12.44136254	0.000419929	0.029790562	pseudobulk	edgeR	LRT
Ubash3b	0.238719572	8.658442223	12.41478416	0.000425948	0.029790562	pseudobulk	edgeR	LRT
Map2k1	-0.46203914	5.936964164	12.34259339	0.00044274	0.030480082	pseudobulk	edgeR	LRT
Foxn3	0.232587948	7.794873608	12.31632716	0.000449013	0.030480082	pseudobulk	edgeR	LRT
Ptprz1	-0.441281303	7.342179447	12.20733904	0.000476019	0.031844969	pseudobulk	edgeR	LRT
Pid1	-0.331574863	7.487362283	12.12980249	0.000496224	0.032722412	pseudobulk	edgeR	LRT
Dlx1as	-0.411231963	7.456023563	12.08529245	0.000508211	0.032821495	pseudobulk	edgeR	LRT
Atg4d	0.379305612	6.046428275	12.04763351	0.000518582	0.032821495	pseudobulk	edgeR	LRT
Mapkap1	0.268116779	7.223535313	12.04592429	0.000519057	0.032821495	pseudobulk	edgeR	LRT
Chm	0.254416178	7.591849212	11.92664354	0.000553368	0.03451819	pseudobulk	edgeR	LRT
Myo1b	-0.363212685	6.325923884	11.83586032	0.000581008	0.035759136	pseudobulk	edgeR	LRT
Rtl4	-0.413518326	7.142217496	11.72352017	0.000617151	0.037483805	pseudobulk	edgeR	LRT
Dnajc6	0.192493809	8.728351542	11.63691809	0.000646556	0.038759795	pseudobulk	edgeR	LRT
Epha4	-0.481594093	6.060578419	11.504839	0.000694152	0.041079584	pseudobulk	edgeR	LRT
Vamp1	0.428430113	6.210088295	11.43107844	0.000722258	0.042201781	pseudobulk	edgeR	LRT
Btbd11	0.253642091	9.358943015	11.14455278	0.000842788	0.048112142	pseudobulk	edgeR	LRT
Slc4a4	0.252676989	8.720573842	11.12746036	0.00085059	0.048112142	pseudobulk	edgeR	LRT
Dhx35	0.355589522	5.953682765	11.11856594	0.000854678	0.048112142	pseudobulk	edgeR	LRT
9530059O14Rik	0.437653169	7.651415356	11.04077936	0.000891294	0.049568824	pseudobulk	edgeR	LRT
Camk2d	-0.269335845	7.697012661	10.98787513	0.000917099	0.049905948	pseudobulk	edgeR	LRT
Htr2a	-0.402151217	6.315525846	10.98174377	0.000920138	0.049905948	pseudobulk	edgeR	LRT
Msi2	0.233125568	8.900033362	10.94855364	0.000936767	0.049905948	pseudobulk	edgeR	LRT
Dgkb	-0.340608555	8.100362284	10.92065461	0.00095098	0.049905948	pseudobulk	edgeR	LRT
Akap8	0.269378083	7.024278965	10.91605126	0.000953346	0.049905948	pseudobulk	edgeR	LRT
Gas6	0.319255734	6.908300209	10.898879	0.000962225	0.049905948	pseudobulk	edgeR	LRT
Clip4	0.275498971	6.970799102	10.76994421	0.001031616	0.052371829	pseudobulk	edgeR	LRT
Atp1a3	0.279394916	9.279567641	10.7587216	0.00103789	0.052371829	pseudobulk	edgeR	LRT
Abcb9	0.349589223	5.995908465	10.74820354	0.001043806	0.052371829	pseudobulk	edgeR	LRT
Stim1	-0.317045409	6.693077065	10.66662907	0.001090857	0.054144059	pseudobulk	edgeR	LRT
Matk	-0.405746105	6.986890711	10.62333656	0.001116694	0.054836791	pseudobulk	edgeR	LRT
Etv6	0.287581462	8.175941538	10.53171539	0.001173432	0.056357465	pseudobulk	edgeR	LRT
Cnnm2	0.273364873	7.377263723	10.52670448	0.001176618	0.056357465	pseudobulk	edgeR	LRT
Sirt2	-0.42053296	5.443140649	10.51469753	0.001184288	0.056357465	pseudobulk	edgeR	LRT
Actb	-0.36573915	7.627580146	10.46195327	0.001218584	0.056732479	pseudobulk	edgeR	LRT
Adgra1	-0.344156501	6.758686314	10.45542511	0.001222898	0.056732479	pseudobulk	edgeR	LRT
Ttc5	-0.455687089	5.496401834	10.42610237	0.001242467	0.056732479	pseudobulk	edgeR	LRT
Ptcd3	0.281692481	6.429088508	10.42440057	0.001243612	0.056732479	pseudobulk	edgeR	LRT
Snph	0.20599352	8.281809843	10.40959752	0.001253621	0.056732479	pseudobulk	edgeR	LRT
Sipa1l2	0.350906045	6.209357962	10.31978107	0.001316119	0.058982576	pseudobulk	edgeR	LRT
Nt5m	0.382874299	6.085634873	10.30194824	0.001328898	0.058982642	pseudobulk	edgeR	LRT
Lrrtm4	-0.322210264	11.92074285	10.22136021	0.001388234	0.061029425	pseudobulk	edgeR	LRT
Cplx2	-0.404732028	5.508918636	10.14561771	0.001446447	0.062988667	pseudobulk	edgeR	LRT
Iqcb1	-0.318866983	6.6684323	10.08712985	0.001493085	0.064411959	pseudobulk	edgeR	LRT
Lamp2	-0.319782289	6.314465905	10.05075174	0.001522858	0.065039358	pseudobulk	edgeR	LRT
Zfp941	-0.44133936	5.562395917	10.02724858	0.001542413	0.065039358	pseudobulk	edgeR	LRT
Iqsec3	0.261718457	7.171175977	10.01833156	0.001549898	0.065039358	pseudobulk	edgeR	LRT
Dlx6os1	-0.277210834	9.134839533	9.928317792	0.001627552	0.066427423	pseudobulk	edgeR	LRT
Celf3	-0.430454418	5.607882776	9.924402911	0.001631018	0.066427423	pseudobulk	edgeR	LRT
Dlg1	-0.359162818	7.118932907	9.911065485	0.00164288	0.066427423	pseudobulk	edgeR	LRT
Enah	0.287906448	8.71877002	9.864221971	0.001685239	0.066427423	pseudobulk	edgeR	LRT
Trpm3	-0.801566765	6.56956167	9.850517911	0.00169784	0.066427423	pseudobulk	edgeR	LRT
Camk1d	0.210472311	8.777197686	9.8495793	0.001698706	0.066427423	pseudobulk	edgeR	LRT
Nyap2	-0.404589668	8.545682731	9.842776503	0.001705	0.066427423	pseudobulk	edgeR	LRT
Rhobtb3	-0.396637865	5.719162278	9.836845957	0.001710505	0.066427423	pseudobulk	edgeR	LRT
Zmat4	0.19640771	9.624578066	9.834710801	0.001712492	0.066427423	pseudobulk	edgeR	LRT
Miat	-0.389216302	6.276669746	9.743765258	0.00179932	0.069213825	pseudobulk	edgeR	LRT
Clec16a	0.208171746	7.983562528	9.629703502	0.001914555	0.072906794	pseudobulk	edgeR	LRT
Ppp1r16b	0.274035747	6.491551549	9.61788739	0.001926913	0.072906794	pseudobulk	edgeR	LRT
Scaf11	-0.316607204	6.135225731	9.575179756	0.001972255	0.073794764	pseudobulk	edgeR	LRT
Sfmbt1	-0.324643806	6.573070233	9.565802695	0.001982355	0.073794764	pseudobulk	edgeR	LRT
Cabp1	0.276185431	6.604650176	9.524650803	0.002027302	0.074864193	pseudobulk	edgeR	LRT
Cntnap4	0.211359661	9.718110145	9.481867901	0.002075126	0.076022069	pseudobulk	edgeR	LRT
Nek7	0.227790342	7.748819749	9.45552323	0.002105142	0.076514465	pseudobulk	edgeR	LRT
Mga	-0.270922975	6.872470807	9.426712841	0.002138473	0.07711867	pseudobulk	edgeR	LRT
Slc35f3	0.326381745	8.091197106	9.39254031	0.002178701	0.077960343	pseudobulk	edgeR	LRT
Dlgap2	0.133160673	11.46699014	9.354753527	0.002224079	0.078971904	pseudobulk	edgeR	LRT
Cpne6	-0.395561655	5.779266363	9.337412407	0.002245223	0.079114127	pseudobulk	edgeR	LRT
Fxr1	-0.237175172	7.143985848	9.232914662	0.00237703	0.082634493	pseudobulk	edgeR	LRT
Ank1	0.241935793	7.802025946	9.229910257	0.002380933	0.082634493	pseudobulk	edgeR	LRT
Rapgef4	0.176266915	9.729484738	9.180574933	0.002445972	0.084258251	pseudobulk	edgeR	LRT
Rnf112	-0.390456684	5.851343677	9.102380062	0.002552771	0.08728586	pseudobulk	edgeR	LRT
Dip2a	0.253124016	7.35742943	9.06400269	0.002606907	0.088481484	pseudobulk	edgeR	LRT
Hunk	0.323377221	7.519184036	8.94338283	0.002784765	0.093719095	pseudobulk	edgeR	LRT
Fus	0.167976275	8.999036581	8.91303503	0.002831423	0.093719095	pseudobulk	edgeR	LRT
Pdcd10	0.262041402	6.516779412	8.905330149	0.002843395	0.093719095	pseudobulk	edgeR	LRT
Frrs1l	-0.319112406	5.944056819	8.899051214	0.002853189	0.093719095	pseudobulk	edgeR	LRT
Rbms1	0.280308023	7.271878441	8.892308122	0.002863745	0.093719095	pseudobulk	edgeR	LRT
Stat5b	-0.332234717	5.840664204	8.880047936	0.00288304	0.093719095	pseudobulk	edgeR	LRT
Rsrc2	0.253897588	6.825571737	8.864139006	0.002908274	0.093878268	pseudobulk	edgeR	LRT
Lifr	0.333056047	5.905244075	8.836861647	0.002952064	0.094630036	pseudobulk	edgeR	LRT
Esrrg	0.279418265	9.740053304	8.796933336	0.003017373	0.096056513	pseudobulk	edgeR	LRT
Cux1	0.255233198	7.460484419	8.72810456	0.003133421	0.099067602	pseudobulk	edgeR	LRT
Fbxw7	0.222279738	7.605929459	8.679434998	0.003218207	0.100616902	pseudobulk	edgeR	LRT
Atp2b2	0.183072169	8.770596615	8.67333235	0.003229002	0.100616902	pseudobulk	edgeR	LRT
Ehmt2	-0.362892952	5.562510098	8.662745425	0.003247816	0.100616902	pseudobulk	edgeR	LRT
Shc3	0.226156594	7.30838598	8.609511244	0.00334412	0.102909728	pseudobulk	edgeR	LRT
Gabbr1	-0.285980675	6.902385124	8.571511605	0.003414635	0.103191804	pseudobulk	edgeR	LRT
Amph	0.158404397	9.117427544	8.57107714	0.00341545	0.103191804	pseudobulk	edgeR	LRT
Izumo4	-0.472501071	5.760607353	8.568124114	0.003420994	0.103191804	pseudobulk	edgeR	LRT
Dlst	0.282130694	6.611677012	8.556605504	0.003442707	0.103191804	pseudobulk	edgeR	LRT
Rrbp1	-0.374083334	5.455398594	8.44811536	0.003654219	0.108825006	pseudobulk	edgeR	LRT
Rsu1	-0.311116909	6.223056403	8.426181742	0.003698562	0.108957384	pseudobulk	edgeR	LRT
Plekhb2	-0.3342053	5.760566985	8.422591133	0.003705873	0.108957384	pseudobulk	edgeR	LRT
Ntan1	-0.350327462	5.664962652	8.392883354	0.003766929	0.109322476	pseudobulk	edgeR	LRT
Klhl32	0.216201305	8.799044433	8.385783923	0.003781671	0.109322476	pseudobulk	edgeR	LRT
Mme	-0.41123117	5.788085549	8.381882143	0.003789798	0.109322476	pseudobulk	edgeR	LRT
Tmem245	-0.295952051	6.332026239	8.348405588	0.003860259	0.109322476	pseudobulk	edgeR	LRT
Mitf	0.244865989	8.063211044	8.347379702	0.003862439	0.109322476	pseudobulk	edgeR	LRT
Ptpre	0.28956247	7.572157095	8.321779164	0.003917253	0.109322476	pseudobulk	edgeR	LRT
Vps13d	0.206637206	7.877457132	8.314929111	0.003932054	0.109322476	pseudobulk	edgeR	LRT
Thra	-0.229778949	6.786656092	8.306695544	0.003949919	0.109322476	pseudobulk	edgeR	LRT
6030443J06Rik	0.385577474	5.91309494	8.3051109	0.003953367	0.109322476	pseudobulk	edgeR	LRT
Agpat5	-0.321804295	5.831618323	8.304303724	0.003955124	0.109322476	pseudobulk	edgeR	LRT
Camk2g	0.216424001	7.303528116	8.261287829	0.004049939	0.109688129	pseudobulk	edgeR	LRT
Igsf9b	0.305419843	6.471017425	8.257703265	0.004057943	0.109688129	pseudobulk	edgeR	LRT
Krit1	-0.196417144	7.75608543	8.257628669	0.00405811	0.109688129	pseudobulk	edgeR	LRT
Platr25	-0.372391184	5.530350346	8.255262381	0.004063403	0.109688129	pseudobulk	edgeR	LRT
Coq2	-0.353610636	6.013051145	8.235047888	0.004108909	0.110271646	pseudobulk	edgeR	LRT
Mtm1	-0.312029995	6.257290156	8.179797815	0.004235948	0.113023911	pseudobulk	edgeR	LRT
Ttyh1	-0.351148592	6.185008521	8.124189388	0.004367851	0.115873561	pseudobulk	edgeR	LRT
Flt3	0.262507854	6.844604166	8.084965125	0.004463399	0.117731713	pseudobulk	edgeR	LRT
Gas7	-0.337308253	7.090822228	8.05228193	0.004544637	0.119193446	pseudobulk	edgeR	LRT
Agfg1	-0.268210683	6.455398453	8.038580127	0.004579142	0.119419874	pseudobulk	edgeR	LRT
Tubb4a	-0.331622598	6.084594141	7.973401371	0.004746966	0.122532947	pseudobulk	edgeR	LRT
Fam92a	-0.289466021	6.254392859	7.971634069	0.004751603	0.122532947	pseudobulk	edgeR	LRT
Cd81	-0.356224722	6.357920277	7.956475388	0.004791563	0.122721163	pseudobulk	edgeR	LRT
Las1l	0.245232255	6.469636299	7.948745054	0.004812073	0.122721163	pseudobulk	edgeR	LRT
Cpeb1	-0.22940057	7.370504931	7.871687593	0.005021477	0.127357895	pseudobulk	edgeR	LRT
Atg10	0.28479801	6.736070333	7.858677623	0.005057737	0.12757265	pseudobulk	edgeR	LRT
Bcr	0.265421344	6.339177615	7.819298746	0.005169125	0.12757265	pseudobulk	edgeR	LRT
Trps1	-0.342465608	8.509044932	7.817691631	0.005173724	0.12757265	pseudobulk	edgeR	LRT
Lrrc8c	-0.32273903	6.231060387	7.803151133	0.00521552	0.12757265	pseudobulk	edgeR	LRT
D10Wsu102e	0.319532838	6.469389128	7.795681946	0.005237124	0.12757265	pseudobulk	edgeR	LRT
Slc9a7	0.210140363	7.468764609	7.789092995	0.005256258	0.12757265	pseudobulk	edgeR	LRT
Ank	0.197902601	7.9258277	7.770535826	0.005310529	0.12757265	pseudobulk	edgeR	LRT
Sfxn5	0.272784714	7.294522977	7.764841436	0.005327297	0.12757265	pseudobulk	edgeR	LRT
Fmnl2	-0.256769863	7.577469531	7.762278447	0.005334862	0.12757265	pseudobulk	edgeR	LRT
Als2	-0.297277824	5.954000518	7.761777352	0.005336342	0.12757265	pseudobulk	edgeR	LRT
Srgap3	0.148395502	9.156914153	7.76165277	0.00533671	0.12757265	pseudobulk	edgeR	LRT
Creb3l2	0.293499134	5.916645135	7.753252702	0.005361589	0.12757265	pseudobulk	edgeR	LRT
St8sia1	0.270032214	7.158792831	7.704410562	0.005508606	0.130398587	pseudobulk	edgeR	LRT
Cacng2	0.194944122	7.781265117	7.646232272	0.005689102	0.132395838	pseudobulk	edgeR	LRT
Iqsec1	0.158077705	9.302146056	7.638651216	0.005713062	0.132395838	pseudobulk	edgeR	LRT
Chic2	-0.33470061	5.945693948	7.634413407	0.005726501	0.132395838	pseudobulk	edgeR	LRT
Cck	-0.415176519	6.482177893	7.632055457	0.005733992	0.132395838	pseudobulk	edgeR	LRT
Zfp322a	-0.324062526	5.832630543	7.631301878	0.005736388	0.132395838	pseudobulk	edgeR	LRT
Arfgef2	0.205659967	7.325460285	7.585475976	0.005884043	0.135128062	pseudobulk	edgeR	LRT
Atm	-0.309708607	5.798124395	7.530901791	0.006064954	0.138245101	pseudobulk	edgeR	LRT
Armc8	-0.204250739	7.920185788	7.526535946	0.00607967	0.138245101	pseudobulk	edgeR	LRT
2210408I21Rik	-0.214739872	8.290201183	7.505014302	0.006152745	0.13922094	pseudobulk	edgeR	LRT
Tle4	0.261545732	6.827603126	7.494748744	0.006187916	0.139333767	pseudobulk	edgeR	LRT
Bcan	0.281991407	7.041382404	7.463790803	0.00629523	0.141062051	pseudobulk	edgeR	LRT
Dgki	0.155273051	9.707749219	7.441884623	0.006372313	0.142099494	pseudobulk	edgeR	LRT
Csnk1d	0.346860009	5.713287991	7.408614176	0.006491231	0.143440159	pseudobulk	edgeR	LRT
Chrm3	-0.308164571	9.207305721	7.407685412	0.006494583	0.143440159	pseudobulk	edgeR	LRT
Sptbn2	-0.303741795	6.387948694	7.396029193	0.006536801	0.143574513	pseudobulk	edgeR	LRT
Cdh7	0.284234467	7.816059425	7.38886934	0.006562873	0.143574513	pseudobulk	edgeR	LRT
Purg	-0.211198941	7.385129366	7.362033465	0.006661541	0.144639375	pseudobulk	edgeR	LRT
Kcnip4	-0.277042046	12.70053417	7.358615279	0.006674217	0.144639375	pseudobulk	edgeR	LRT
Dpy19l4	-0.341002379	5.851192105	7.339423288	0.006745848	0.145055897	pseudobulk	edgeR	LRT
Sox5	0.197714704	10.04433481	7.336643873	0.006756286	0.145055897	pseudobulk	edgeR	LRT
Adam15	-0.350858788	5.72463343	7.322307219	0.006810393	0.145057996	pseudobulk	edgeR	LRT
Gabarapl1	-0.432578534	5.943874821	7.31997549	0.006819234	0.145057996	pseudobulk	edgeR	LRT
Ep300	0.243090012	7.083013475	7.286603261	0.00694707	0.147099435	pseudobulk	edgeR	LRT
Bach2	0.170720227	8.784783248	7.276871032	0.00698481	0.147223207	pseudobulk	edgeR	LRT
Srpr	0.277358632	6.070505319	7.266181119	0.007026505	0.14742884	pseudobulk	edgeR	LRT
Aopep	0.16556792	8.232473241	7.212918716	0.00723807	0.150816143	pseudobulk	edgeR	LRT
Abca8b	-0.410849103	5.659923826	7.206092207	0.007265652	0.150816143	pseudobulk	edgeR	LRT
Ints6l	0.218938956	7.931894098	7.195797365	0.007307451	0.150816143	pseudobulk	edgeR	LRT
Gnas	-0.243593783	7.727863097	7.193053302	0.007318634	0.150816143	pseudobulk	edgeR	LRT
Stt3a	0.299590313	5.723112577	7.14881036	0.007501373	0.153894831	pseudobulk	edgeR	LRT
Fktn	0.280162983	6.095707616	7.120671451	0.007620016	0.155351331	pseudobulk	edgeR	LRT
Stk39	0.187357096	7.89256704	7.116051608	0.007639678	0.155351331	pseudobulk	edgeR	LRT
Grik1	-0.241298256	10.64933779	7.045650798	0.007945795	0.160867497	pseudobulk	edgeR	LRT
Khdc4	0.206063535	7.118656671	7.017692834	0.008070816	0.162105019	pseudobulk	edgeR	LRT
Mgat5	0.175087685	7.337670841	7.016286732	0.008077157	0.162105019	pseudobulk	edgeR	LRT
Nrf1	0.27087289	6.405939361	7.003553675	0.008134807	0.162555276	pseudobulk	edgeR	LRT
Cfap69	-0.262980934	6.434731278	6.965639323	0.008308974	0.165118939	pseudobulk	edgeR	LRT
Wdr17	-0.203242915	6.915817485	6.960120242	0.008334643	0.165118939	pseudobulk	edgeR	LRT
Phip	-0.207052834	7.766287127	6.932350052	0.008465039	0.166939073	pseudobulk	edgeR	LRT
Zfp169	0.368495143	5.791545638	6.925221208	0.008498848	0.166939073	pseudobulk	edgeR	LRT
Necab1	-0.383636758	6.957207751	6.900606393	0.008616652	0.168535868	pseudobulk	edgeR	LRT
Plppr5	0.202183471	7.941585652	6.884282953	0.008695694	0.169364243	pseudobulk	edgeR	LRT
Rhoa	-0.35514836	5.582095983	6.847032524	0.008878863	0.171510268	pseudobulk	edgeR	LRT
Chrm2	0.350744539	7.309832561	6.83115477	0.008958133	0.171510268	pseudobulk	edgeR	LRT
Tmem178	0.191696228	7.541879281	6.828505266	0.008971431	0.171510268	pseudobulk	edgeR	LRT
Pld3	-0.244612886	6.409765738	6.826530362	0.008981357	0.171510268	pseudobulk	edgeR	LRT
Kcnip2	-0.323871346	6.683639092	6.824483376	0.008991656	0.171510268	pseudobulk	edgeR	LRT
Txndc16	-0.212381907	6.76891102	6.804269078	0.009094017	0.172748905	pseudobulk	edgeR	LRT
Fam193b	0.275770178	6.527156389	6.774350819	0.009247712	0.174948521	pseudobulk	edgeR	LRT
Pgap1	-0.339596593	6.398353714	6.762318434	0.009310272	0.175413127	pseudobulk	edgeR	LRT
Ust	-0.41146461	6.000269799	6.75400681	0.00935374	0.175515701	pseudobulk	edgeR	LRT
Baz1b	0.201682218	7.243812634	6.726706659	0.009497981	0.177500722	pseudobulk	edgeR	LRT
Uchl1	-0.225334274	7.276153364	6.703566043	0.009622028	0.178514854	pseudobulk	edgeR	LRT
Lamtor4	-0.280797034	6.271422197	6.696500138	0.009660235	0.178514854	pseudobulk	edgeR	LRT
Ndufaf4	0.287435955	6.069994599	6.695018697	0.009668265	0.178514854	pseudobulk	edgeR	LRT
Htr4	0.447147516	6.043061489	6.681958622	0.009739355	0.178976415	pseudobulk	edgeR	LRT
Sncb	-0.213274041	7.125209737	6.669792783	0.009806059	0.178976415	pseudobulk	edgeR	LRT
Setdb1	0.236258697	6.653980238	6.666478035	0.009824314	0.178976415	pseudobulk	edgeR	LRT
Prkce	0.142186077	9.410386494	6.662122324	0.009848356	0.178976415	pseudobulk	edgeR	LRT
Sp3	-0.293716903	5.80272361	6.632820676	0.01001166	0.179884861	pseudobulk	edgeR	LRT
Ano4	0.220010745	9.151950748	6.632332612	0.010014404	0.179884861	pseudobulk	edgeR	LRT
Zfp804b	-0.429290897	9.673620046	6.63218153	0.010015253	0.179884861	pseudobulk	edgeR	LRT
Pak2	-0.296467405	5.739048655	6.600569592	0.010194615	0.182396677	pseudobulk	edgeR	LRT
Fgf12	0.162870424	12.1682213	6.582731724	0.010297274	0.183522081	pseudobulk	edgeR	LRT
Lrrc4	0.242298793	6.782183538	6.548901636	0.010494893	0.185727999	pseudobulk	edgeR	LRT
Epb41l3	0.168283614	8.995709304	6.547778774	0.010501518	0.185727999	pseudobulk	edgeR	LRT
Htr1f	-0.25812653	7.595863486	6.534045767	0.010582898	0.185762931	pseudobulk	edgeR	LRT
Iqsec2	0.26049969	6.829324252	6.533863932	0.01058398	0.185762931	pseudobulk	edgeR	LRT
Gng2	-0.250766763	7.014372454	6.508165256	0.010738025	0.187431602	pseudobulk	edgeR	LRT
