gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type	cell_type	perturbation	condition
Gabra4	0.311189805624214	7.43440444457208	2.77264014887608	0.0958878868789633	0.796578446860909	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sfmbt1	0.441236969064935	6.16651148141114	2.76988131091039	0.0960532832655021	0.796578446860909	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Hivep2	0.257981249440217	10.338579860273	2.76563256680627	0.0963086098621567	0.796578446860909	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Aff4	0.282772530428349	7.92439529163158	2.76315297680867	0.0964579614563954	0.796578446860909	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cdh18	-0.499130541423212	9.98717329520975	2.76254505720391	0.0964946164038328	0.796578446860909	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Mpped2	0.279219984975936	8.08847295741244	2.75883594431941	0.0967185890921654	0.796932194766906	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Slc25a25	-0.543370484223467	6.18814424679682	2.74455164207593	0.0975864463287822	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ptprj	-0.285023313219843	8.02479402556637	2.74332992525898	0.0976610661311222	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
St6galnac5	0.34585552943359	9.27125969378497	2.73339714700682	0.0982700532666824	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sgms1	0.29410847097518	7.49079061380321	2.73193022200349	0.0983603422006663	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Helz	0.312443863385269	7.28372774100561	2.72868230273994	0.0985605731647035	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Dip2a	-0.39064687499659	6.84440783151319	2.71838439247639	0.0991983754841006	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Btbd1	0.424914486901648	6.29664729625626	2.71817929997512	0.0992111235764974	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
4930578G10Rik	0.248216498300974	9.15571797299099	2.71722078909917	0.0992707261885149	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ap3s1	0.427481904636966	6.35976907002316	2.71374162785775	0.0994873978365225	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Fras1	0.257756926884973	8.96584730068646	2.71083674335581	0.0996687008020345	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Klhl3	0.309549779110439	7.50038029963371	2.70896696119796	0.0997855906031408	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Slc23a2	-0.372280926464787	7.2052726710523	2.70197209443783	0.100224205543771	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Tusc3	0.289034800451164	8.41628780266165	2.70138811287776	0.100260919387956	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
G3bp1	-0.467506890513005	6.27500793960067	2.70106424545122	0.100281286668719	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gmps	0.44402499100986	6.40507664530702	2.69826355914974	0.100457604076311	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Rps6ka5	-0.633153814340674	5.90039121781399	2.69142872114457	0.10088931531581	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Pde4b	0.334395652401089	9.68902010047585	2.69010228986848	0.100973331819625	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Frrs1l	-0.458052188773688	6.37886501303965	2.68826051926727	0.10109011687289	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Zfp326	-0.418880088405084	6.60011447865174	2.6866714397848	0.101190997645696	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ptcd3	-0.45494939861419	6.36734831433359	2.67892906816751	0.101684089493321	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Septin4	-0.355817192753378	7.04078540090044	2.67067260095472	0.102212819122652	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gtf2f2	-0.491845644567405	6.19956467946336	2.67003786754741	0.102253590617578	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sgcd	-0.379348824437629	8.78740836376176	2.66935413453088	0.102297529458469	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Pibf1	-0.379634845743872	6.92241046786744	2.66492646218627	0.102582566069381	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gprin3	-0.456886351167709	6.6509344905536	2.66407965433835	0.102637179234636	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Camsap2	-0.384146774300469	6.89231082112815	2.66076459336128	0.102851283648194	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Stmn4	-0.527889865745339	5.98874633147878	2.65968592988831	0.102921054860187	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Washc2	0.465818745823729	6.17493369353766	2.65328536415458	0.103336129849936	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Fam160a2	0.403278295320468	6.51578997186738	2.64592430002043	0.103815759772888	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Actb	-0.289197618120278	7.68455870476868	2.64010427205545	0.104196704930092	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ift74	-0.580406209901063	5.78568612531415	2.63998602093869	0.104204460810797	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ndst3	0.300480163900578	9.52403948341033	2.6390051167909	0.104268820953358	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Nipsnap1	-0.520349431683639	6.1821360319202	2.63577040496568	0.104481369087492	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Fkbp3	0.445204990912532	6.18107645180209	2.63330864582195	0.104643445694804	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Rubcn	-0.485244010318104	6.30404450724668	2.63314512912448	0.104654221012393	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Mcph1	-0.341120129478575	7.10247249076916	2.63276607694057	0.104679204223493	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ccdc30	-0.355226813981597	7.00086316361553	2.63203086664685	0.104727680334348	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Mboat2	-0.331823151344467	7.20372317391194	2.6313377613579	0.104773402774453	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Pcnx2	-0.252411674712687	7.91375854673138	2.63033800990095	0.10483939243427	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
1810013L24Rik	-0.524901438979409	6.04274985202958	2.62647044342077	0.105095104486433	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Chgb	0.436959272035043	7.19458253757126	2.61974220618765	0.105541586084116	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ube2w	-0.277720885731762	7.66192920231172	2.60926519638959	0.10624097962086	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ppip5k1	-0.318739788870116	7.12583142043626	2.59828082032444	0.106979704933431	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Astn2	0.303702608619164	9.73108984605696	2.59632428091571	0.107111877203862	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Zcchc7	-0.223070995985089	8.88809069915367	2.596135894122	0.107124612959895	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Macrod2	-0.18643474656038	11.1627368837672	2.5932139924484	0.107322358985942	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cop1	-0.390129400966548	7.35854441700782	2.58901799291744	0.107607033479887	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gpx4	0.494298498225358	6.28003863405243	2.5888539693244	0.107618178360647	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Acap3	-0.607286711415145	5.74766490599469	2.58226214173938	0.10806712259372	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Etv1	0.360667494425602	7.65446870407566	2.58123616352791	0.108137182812205	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Phlpp1	0.294607935104881	7.57137184858695	2.579833590927	0.1082330399685	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Riok3	0.337624120908251	6.95054193769361	2.57962712655462	0.108247158408077	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ttc5	0.497486856641606	6.14210849596434	2.57758790532498	0.108386713061269	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sms	-0.470430649897264	6.19708195527308	2.57442748251339	0.108603388065157	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Map3k9	-0.577060821785083	5.78417454685963	2.57227277841426	0.108751384900717	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Kantr	-0.525598535514451	6.03452281644193	2.57118797736139	0.1088259787987	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gap43	-0.291385251775891	7.86078879857126	2.57036934561136	0.108882307380932	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Astn1	0.225957073588721	8.49857209706515	2.56837876455524	0.109019409389803	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Nploc4	0.510115690901028	6.11096936981058	2.56637853387116	0.10915736711947	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Myl6	0.434840702868199	6.31111274564219	2.56617996393576	0.109171073132684	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cpd	-0.485429324633387	6.2521694761065	2.5651507353595	0.109242144513946	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Stim2	0.414851866002216	6.82510463275876	2.56389137488616	0.109329176387775	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Lekr1	-0.368122237594098	7.15834944339127	2.56356417735518	0.109351800821468	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Mtx2	-0.439046822889372	6.59340751934814	2.56319868780896	0.109377079083081	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Kcnq1ot1	-0.259488079279209	9.320902659231	2.56303419922985	0.109388457660867	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Lgi1	0.276095376209016	7.55956150114191	2.56262157565371	0.109417006823913	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Nae1	-0.427944457645204	6.45377163318698	2.56246393187816	0.109427916258558	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Mindy3	-0.530260724604598	6.00056040023082	2.5605722780392	0.109558917817571	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Slc38a9	-0.410372944160836	6.65105597831243	2.55648416032033	0.109842619021491	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Hadhb	-0.570140605706338	5.86044884211993	2.55561341640956	0.109903149904297	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Zc3h3	-0.647896318230391	5.75513757967556	2.5480420207093	0.11043103398864	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Rbm5	-0.265420659354968	7.68823930073567	2.54785936645405	0.11044380319447	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Syne1	0.217553698060388	9.56710518485381	2.54649163403786	0.1105394718473	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ncoa3	0.40359318541084	6.35879361343212	2.54528504615401	0.11062394461732	0.800568020256918	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Prkcz	-0.320576889228617	7.30057084372276	2.53842070658731	0.11110586773631	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Tcea2	-0.518733789981144	6.14742048910053	2.53217688487251	0.111546233192309	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Stk38l	-0.539713621867648	5.88491114020237	2.52351682086009	0.112160195324721	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Usp33	-0.388958731785859	6.85843576084436	2.52097079801244	0.112341404678766	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Igsf9b	0.28031371276038	7.46669209370115	2.51977150067093	0.112426874552129	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Etf1	0.487809697154761	5.87751167527425	2.51607611808218	0.112690682644659	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Agap1	-0.293534630365604	7.60025709663792	2.5135629040845	0.112870486943859	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ergic1	0.367899465614859	6.77590961496384	2.51333956158826	0.112886480947851	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Serpinb6a	0.492331164712041	6.31250871470252	2.51247618363237	0.112948332661214	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Nup93	0.257993896037364	7.7339685347137	2.51194804760476	0.112986186312828	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Pknox2	0.295113470297772	8.10089011033656	2.51052371048011	0.113088344031144	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Vps9d1	0.512493903366575	5.8941336873827	2.50738807150269	0.113313600285764	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ash1l	0.231711120636038	8.07156498322818	2.50670424908571	0.113362789975413	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gm38393	-0.321401089259388	7.19580590623631	2.50480701492862	0.113499387792222	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Eif3m	-0.502029556515361	6.03023192814097	2.50237928541676	0.113674445082575	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Lypd1	0.525587199419348	6.36394471688711	2.49834072478591	0.113966314971698	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Habp4	-0.423156199036374	6.490757814602	2.49455126660325	0.114240933531389	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Chga	-0.55482100539496	6.0648096263364	2.4885126304407	0.114680057141108	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Pdcd4	0.459400032529987	6.1296617046918	2.48560850320562	0.114891905094052	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ppp1r37	-0.615055054798253	5.74190906424534	2.48549777446189	0.114899990985489	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Atp8a1	-0.249781742119076	8.4652137338565	2.48368449017219	0.115032494202959	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Strn	0.323190437475338	6.89624184736835	2.48338496912941	0.115054397504026	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gfpt1	-0.565834626979228	5.89319462459919	2.48212924468731	0.115146275911138	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Lrp8	-0.534329678686521	5.98914675210517	2.48142570518678	0.115197787625807	0.802009913850555	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ift88	-0.361324953779329	6.83643301546345	2.47617168401651	0.115583281289512	0.802414409662119	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Smarca4	0.30547851101405	6.96550917372804	2.46846580987898	0.116151248376006	0.802414409662119	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Chd2	0.276474842274941	7.89344336913429	2.46706530050936	0.116254804473151	0.802414409662119	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Nos1ap	-0.200118466918382	9.79263227390246	2.46481852417336	0.116421148057671	0.802414409662119	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Psma2	-0.538510570568613	5.99825094097698	2.4647803757598	0.116423974703225	0.802414409662119	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Edem3	-0.46675661534509	6.58536113358215	2.46435781583612	0.116455289780997	0.802414409662119	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Vmp1	-0.294320002642797	7.51856128180337	2.4633170801858	0.116532456312294	0.802414409662119	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Csmd3	0.30927419581346	10.3023148287012	2.45306953883182	0.117295295388938	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Pacrg	0.317116117768162	7.17692122086632	2.4508142772314	0.117463919446679	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Adcy9	0.255753704168939	8.19095453388924	2.44838082847613	0.117646166960792	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Nwd2	0.366909801938995	7.03634354552748	2.44605503613623	0.117820643931834	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Atp8b2	-0.450825855720204	6.23400914049454	2.44214996941827	0.118114239071081	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Pip4p1	0.410211773145486	6.18865183848573	2.43786616650378	0.118437239493023	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Marchf6	-0.342784859985153	7.04926126817682	2.43426651991368	0.118709409600904	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Samd5	-0.538923950860263	6.88169777199756	2.4284051750228	0.119154068877288	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Pcf11	-0.503987430753418	6.02410391802183	2.42641563927031	0.119305419697262	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Vps13c	-0.330426659138921	7.50317602031903	2.4259503314895	0.119340847944374	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Atp5l	0.403941579729992	6.22164360701198	2.42521940324127	0.119396523879354	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Arid5b	0.307036663681045	8.40814448936482	2.42309546633269	0.11955847062163	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Hmox2	-0.592072749578178	5.91645751200719	2.41727554189999	0.120003477616346	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Tpd52	-0.423341107606976	6.48064683329243	2.41271558948798	0.120353425042547	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Galnt14	-0.398447651549212	7.69680800542815	2.41138479756728	0.120455767779027	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Pabpc1	-0.515251718568679	5.99207882164184	2.41098737154781	0.120486349969895	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Usp32	-0.272978481340172	7.74063591338505	2.40781864580272	0.120730493311776	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Usp29	0.310741697782945	7.94084218108835	2.40461043064115	0.120978237594422	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Phactr3	-0.293460482677498	7.75044185943823	2.40386723653617	0.121035708718917	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Med13l	0.260798178971889	7.69883777169027	2.40050652157247	0.121295970392079	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Hnrnpl	-0.366114741029979	6.79481925149959	2.39890283485833	0.121420382163975	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Phf20l1	0.258030637437777	8.70384936896785	2.39731556015277	0.121543659975227	0.805922097046997	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
