gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type
Akt2	0.202932726	5.053563321	11.59309626	0.000661971	0.007452523	pseudobulk	edgeR	LRT
Srsf7	0.123356933	6.907355718	11.59210449	0.000662324	0.007453057	pseudobulk	edgeR	LRT
Trip12	0.096136674	7.951451797	11.5890218	0.000663423	0.007458538	pseudobulk	edgeR	LRT
Ywhab	0.140752567	6.328986181	11.58172	0.000666033	0.007482236	pseudobulk	edgeR	LRT
D10Wsu102e	-0.141858504	6.248195523	11.58140888	0.000666145	0.007482236	pseudobulk	edgeR	LRT
Hs3st2	0.118256103	8.01251774	11.53774454	0.000681973	0.007649456	pseudobulk	edgeR	LRT
Rap2a	-0.192242464	5.411320395	11.53598541	0.000682619	0.007653177	pseudobulk	edgeR	LRT
Tmem131	0.121232699	6.788209186	11.51485545	0.000690422	0.007726453	pseudobulk	edgeR	LRT
Fgfr1op	-0.218404431	4.662373098	11.51181702	0.000691551	0.007735542	pseudobulk	edgeR	LRT
Chl1	-0.113119054	8.139060284	11.4996195	0.000696104	0.007779333	pseudobulk	edgeR	LRT
Atp8a2	-0.101256177	8.166034197	11.48776071	0.00070056	0.007818377	pseudobulk	edgeR	LRT
Phka2	-0.144068193	6.15895792	11.48089376	0.000703153	0.007840141	pseudobulk	edgeR	LRT
Sqstm1	0.158119983	6.329879714	11.45692934	0.000712279	0.007927395	pseudobulk	edgeR	LRT
Wrn	-0.170135617	5.735976791	11.44889777	0.000715364	0.0079581	pseudobulk	edgeR	LRT
Rxylt1	0.215822736	4.569459722	11.42438995	0.000724862	0.008056411	pseudobulk	edgeR	LRT
Mob1b	-0.179973046	5.383373974	11.41473292	0.00072864	0.008094706	pseudobulk	edgeR	LRT
Hnrnpul1	0.179562022	5.317757664	11.41327437	0.000729212	0.008097374	pseudobulk	edgeR	LRT
Mthfd1l	-0.233163767	4.518228721	11.40040578	0.000734281	0.008146239	pseudobulk	edgeR	LRT
Fez1	-0.146906335	6.159938713	11.36895349	0.000746819	0.008277815	pseudobulk	edgeR	LRT
Gba2	0.148766605	5.987670584	11.35997433	0.000750439	0.008314151	pseudobulk	edgeR	LRT
Gps1	0.216531243	4.566002399	11.35777004	0.00075133	0.008319154	pseudobulk	edgeR	LRT
Slc16a7	-0.112803078	7.22813964	11.35717012	0.000751573	0.008319154	pseudobulk	edgeR	LRT
Gm14296	-0.185748141	5.274868839	11.35411707	0.000752809	0.008326197	pseudobulk	edgeR	LRT
Septin11	-0.121487305	7.174515281	11.35391306	0.000752892	0.008326197	pseudobulk	edgeR	LRT
Zmiz1	0.138544251	6.608761396	11.35133961	0.000753936	0.008333963	pseudobulk	edgeR	LRT
Abcg1	0.177150128	5.48429527	11.34627562	0.000755994	0.008348613	pseudobulk	edgeR	LRT
Fntb	0.176030109	5.473319522	11.34555382	0.000756288	0.008348613	pseudobulk	edgeR	LRT
Otud7a	0.08329014	9.674591806	11.32115974	0.000766288	0.008439902	pseudobulk	edgeR	LRT
Zbtb4	0.202930278	4.821161318	11.31293159	0.000769692	0.008469733	pseudobulk	edgeR	LRT
Rrp1	0.212231467	4.918576175	11.30675826	0.000772255	0.008493653	pseudobulk	edgeR	LRT
Abhd17b	-0.176440171	5.431028431	11.30602015	0.000772562	0.008493653	pseudobulk	edgeR	LRT
Rprml	0.17553851	5.453585522	11.285338	0.000781216	0.00858106	pseudobulk	edgeR	LRT
Erlin1	-0.218114958	4.7920168	11.27965003	0.000783613	0.008603516	pseudobulk	edgeR	LRT
Hnrnpa3	0.184546702	5.166960181	11.2756968	0.000785284	0.008617977	pseudobulk	edgeR	LRT
Smg5	0.20198821	5.023823577	11.27432189	0.000785866	0.008620482	pseudobulk	edgeR	LRT
Magee1	0.189045297	5.217317228	11.24208061	0.000799635	0.008755766	pseudobulk	edgeR	LRT
Prpf3	0.209016374	4.871795307	11.23282678	0.000803632	0.008795123	pseudobulk	edgeR	LRT
Tfdp2	-0.120238739	6.681834035	11.23169464	0.000804122	0.008795123	pseudobulk	edgeR	LRT
Mecp2	0.131503041	6.464061983	11.23125822	0.000804311	0.008795123	pseudobulk	edgeR	LRT
Ankib1	-0.114020022	6.936487449	11.22069314	0.000808903	0.008837408	pseudobulk	edgeR	LRT
Dzip1l	-0.227581802	4.96475977	11.21327832	0.000812141	0.008868607	pseudobulk	edgeR	LRT
Igf1r	0.101468151	7.808917694	11.21249099	0.000812486	0.008868607	pseudobulk	edgeR	LRT
Gdpd5	-0.153696106	5.83898142	11.1965529	0.000819494	0.008933749	pseudobulk	edgeR	LRT
Celf3	0.143618521	6.357409941	11.19642016	0.000819553	0.008933749	pseudobulk	edgeR	LRT
Fam98c	-0.212161708	4.673744529	11.19035361	0.000822237	0.008954999	pseudobulk	edgeR	LRT
Tanc1	-0.253326087	5.07925111	11.18913581	0.000822777	0.008956878	pseudobulk	edgeR	LRT
Bex2	0.227160983	4.507199354	11.1819602	0.000825965	0.008987572	pseudobulk	edgeR	LRT
Nmt1	0.174560744	5.588590373	11.16872848	0.000831876	0.009043826	pseudobulk	edgeR	LRT
Ankrd11	0.094750548	7.928076616	11.15806009	0.000836674	0.009091928	pseudobulk	edgeR	LRT
Zfp608	0.178085641	5.76505747	11.15273196	0.00083908	0.009105667	pseudobulk	edgeR	LRT
Kif17	0.198131901	5.097731896	11.15195503	0.000839432	0.009105667	pseudobulk	edgeR	LRT
Xpr1	0.108406972	7.22387958	11.14833291	0.000841072	0.009119407	pseudobulk	edgeR	LRT
Col6a1	-0.168872286	6.290702914	11.14002824	0.000844846	0.009152186	pseudobulk	edgeR	LRT
Sh3rf1	-0.116378631	7.322817908	11.12513793	0.000851655	0.009217762	pseudobulk	edgeR	LRT
Pacs2	-0.213745146	4.615979663	11.12260697	0.000852818	0.009226253	pseudobulk	edgeR	LRT
Mras	0.170157962	5.756511903	11.11964852	0.00085418	0.009236884	pseudobulk	edgeR	LRT
Ccdc171	-0.230732474	5.173995185	11.10850185	0.000859329	0.009288445	pseudobulk	edgeR	LRT
Slc9a9	-0.122402969	7.905733772	11.10604713	0.000860467	0.009296626	pseudobulk	edgeR	LRT
Sgsm2	0.181417199	5.417793406	11.09631581	0.000864994	0.009341398	pseudobulk	edgeR	LRT
Pip5k1a	0.133452217	6.690069465	11.08697739	0.000869361	0.009384401	pseudobulk	edgeR	LRT
Dynll1	0.17075928	5.48978095	11.08552035	0.000870044	0.009387621	pseudobulk	edgeR	LRT
Yy1	0.170600599	5.40975187	11.07894541	0.000873134	0.009416799	pseudobulk	edgeR	LRT
Fam133b	0.226539056	4.677652863	11.07344288	0.000875729	0.009440609	pseudobulk	edgeR	LRT
Fxr1	-0.130179936	6.584802604	11.07059132	0.000877077	0.009450961	pseudobulk	edgeR	LRT
Srsf2	-0.129933096	6.61946697	11.06152189	0.000881378	0.009488916	pseudobulk	edgeR	LRT
Cdh24	0.213009023	5.057226987	11.05912425	0.000882518	0.009497002	pseudobulk	edgeR	LRT
D430042O09Rik	-0.162026599	5.69166604	11.04997958	0.000886882	0.009518755	pseudobulk	edgeR	LRT
Rpl41	0.197234016	5.075574189	11.03913295	0.000892086	0.009566797	pseudobulk	edgeR	LRT
Huwe1	0.101692718	8.025562126	11.0103905	0.000906026	0.00969861	pseudobulk	edgeR	LRT
Stmn2	-0.128628334	6.886101253	11.00809994	0.000907146	0.009706342	pseudobulk	edgeR	LRT
Rpgr	-0.149502876	5.920555431	11.00079743	0.000910727	0.009740385	pseudobulk	edgeR	LRT
Dipk1a	-0.163757297	5.793997596	10.98737124	0.000917348	0.009802603	pseudobulk	edgeR	LRT
Pnrc1	0.193637823	5.116580567	10.98606388	0.000917996	0.009805223	pseudobulk	edgeR	LRT
Tmed9	0.203625152	4.884732628	10.97591392	0.000923037	0.009854756	pseudobulk	edgeR	LRT
Zfp810	-0.191687516	5.062740919	10.97063888	0.000925668	0.009874201	pseudobulk	edgeR	LRT
Lekr1	-0.135144691	6.659185893	10.96981091	0.000926082	0.009874295	pseudobulk	edgeR	LRT
Prmt8	-0.175096469	5.377864011	10.96559203	0.000928193	0.009888153	pseudobulk	edgeR	LRT
Syne2	0.227850623	4.522470139	10.95116061	0.00093545	0.009956765	pseudobulk	edgeR	LRT
Mboat2	-0.125553773	7.049978216	10.94984289	0.000936116	0.009959501	pseudobulk	edgeR	LRT
Ccnyl1	-0.232791306	4.548158561	10.94337684	0.000939388	0.00998364	pseudobulk	edgeR	LRT
Sytl2	0.15794067	5.672837144	10.91724878	0.00095273	0.010114201	pseudobulk	edgeR	LRT
Myrip	-0.121448328	7.415316537	10.89490927	0.000964289	0.010228008	pseudobulk	edgeR	LRT
Cacna1g	-0.202121482	4.989240692	10.88243458	0.000970806	0.010292649	pseudobulk	edgeR	LRT
Hace1	-0.111665603	7.052854967	10.86207953	0.000981534	0.01039284	pseudobulk	edgeR	LRT
Sdccag8	-0.129542253	7.113276672	10.8577379	0.000983838	0.010412712	pseudobulk	edgeR	LRT
Ppargc1b	-0.15852029	6.008275219	10.8541579	0.000985742	0.010428335	pseudobulk	edgeR	LRT
Stxbp5l	0.084392486	10.05047132	10.8268649	0.001000379	0.01056485	pseudobulk	edgeR	LRT
Nr3c1	0.100390351	7.81311284	10.8257365	0.001000989	0.010566714	pseudobulk	edgeR	LRT
Sil1	-0.158226847	5.835441225	10.80256317	0.001013597	0.01069055	pseudobulk	edgeR	LRT
Nr4a3	0.174455389	5.706222602	10.79626096	0.001017053	0.010717736	pseudobulk	edgeR	LRT
Prpf19	0.181432594	5.190806114	10.79233146	0.001019214	0.010729989	pseudobulk	edgeR	LRT
Supt5	0.186287294	5.396412604	10.79190816	0.001019447	0.010729989	pseudobulk	edgeR	LRT
Usp2	0.165241162	5.540373527	10.78182652	0.001025015	0.010765095	pseudobulk	edgeR	LRT
Scrt1	0.211617308	4.658684153	10.77351253	0.001029629	0.010803576	pseudobulk	edgeR	LRT
Anp32a	0.165276879	5.582218603	10.7724973	0.001030194	0.010803608	pseudobulk	edgeR	LRT
Lmbr1	-0.131394649	6.725438609	10.74481486	0.001045719	0.010934759	pseudobulk	edgeR	LRT
Thy1	0.132200357	6.321013875	10.7290438	0.001054669	0.011017956	pseudobulk	edgeR	LRT
Rasal1	0.139713395	6.316532062	10.71609021	0.001062079	0.011086809	pseudobulk	edgeR	LRT
Znrf2	-0.277626236	4.710450332	10.71171922	0.001064591	0.011108276	pseudobulk	edgeR	LRT
Dmxl2	0.098002861	7.906436095	10.70599997	0.001067887	0.011137901	pseudobulk	edgeR	LRT
Chd6	0.101266109	7.771261141	10.69913934	0.001071854	0.011160186	pseudobulk	edgeR	LRT
Otud5	0.162738996	5.482692764	10.6964638	0.001073405	0.011166802	pseudobulk	edgeR	LRT
Dpp10	0.076172876	14.05934829	10.67815403	0.001084082	0.01126826	pseudobulk	edgeR	LRT
Sestd1	-0.12217702	6.577050451	10.65773284	0.001096117	0.011383648	pseudobulk	edgeR	LRT
Lhfp	0.135047583	6.824783256	10.64446336	0.001104009	0.011450984	pseudobulk	edgeR	LRT
Sort1	0.123792004	7.049866049	10.63475701	0.001109819	0.011497736	pseudobulk	edgeR	LRT
G3bp2	0.178164504	5.657250915	10.63456957	0.001109931	0.011497736	pseudobulk	edgeR	LRT
Dync1li2	0.13047399	6.311132179	10.63239546	0.001111237	0.011506373	pseudobulk	edgeR	LRT
Ppp6r1	0.181925285	5.183410307	10.61948426	0.001119023	0.011562443	pseudobulk	edgeR	LRT
Bicral	0.14204732	6.256737159	10.60297201	0.00112906	0.011656281	pseudobulk	edgeR	LRT
Mtr	-0.205039055	4.838794338	10.5968314	0.001132816	0.011690108	pseudobulk	edgeR	LRT
Rbbp6	0.138465538	6.145851271	10.59599036	0.001133332	0.01169048	pseudobulk	edgeR	LRT
2700097O09Rik	-0.214174066	4.737554668	10.59426338	0.001134391	0.011696457	pseudobulk	edgeR	LRT
Nlgn2	0.167257402	5.442806495	10.57672303	0.001145205	0.011792998	pseudobulk	edgeR	LRT
Pcdh19	-0.200001432	5.30737052	10.56715369	0.001151148	0.011839204	pseudobulk	edgeR	LRT
Vamp4	0.167130931	5.661422179	10.54140363	0.001167297	0.011959893	pseudobulk	edgeR	LRT
Oga	0.128368827	6.653428329	10.51557259	0.001183727	0.012102807	pseudobulk	edgeR	LRT
Usp48	0.117601336	6.760251106	10.50269661	0.001192005	0.012161938	pseudobulk	edgeR	LRT
Nrg1	0.091761214	12.09042207	10.48993071	0.001200269	0.012236017	pseudobulk	edgeR	LRT
Gucy1b1	-0.12970409	6.430615544	10.45615164	0.001222417	0.012430623	pseudobulk	edgeR	LRT
Slc36a1	0.207345554	4.868888903	10.44527192	0.001229638	0.012498843	pseudobulk	edgeR	LRT
Sec24a	-0.142697887	6.186040605	10.44068038	0.001232699	0.012524731	pseudobulk	edgeR	LRT
Coro2a	-0.19664374	4.995863704	10.4380805	0.001234435	0.012537149	pseudobulk	edgeR	LRT
Map7d2	0.122189115	6.908585857	10.43254764	0.001238138	0.012563582	pseudobulk	edgeR	LRT
Morf4l1	0.157434575	5.719742409	10.43161515	0.001238764	0.012563582	pseudobulk	edgeR	LRT
Strbp	0.080978122	9.44392585	10.43095785	0.001239205	0.012563582	pseudobulk	edgeR	LRT
Map4	-0.120216132	6.819555544	10.43034834	0.001239614	0.012563582	pseudobulk	edgeR	LRT
Camsap2	0.121362734	6.859441253	10.42453427	0.001243522	0.012595283	pseudobulk	edgeR	LRT
Ppp1cb	0.136905357	6.084210397	10.42415948	0.001243775	0.012595283	pseudobulk	edgeR	LRT
Trmt1	-0.134543724	6.342825913	10.42273358	0.001244735	0.012599779	pseudobulk	edgeR	LRT
Eprs	0.139991457	6.027669132	10.39983359	0.001260267	0.012720035	pseudobulk	edgeR	LRT
Msra	0.081304307	8.732723191	10.39143367	0.001266013	0.012772745	pseudobulk	edgeR	LRT
Pik3r1	0.124668182	6.792866833	10.36875417	0.00128166	0.012909244	pseudobulk	edgeR	LRT
Acer3	-0.135302813	6.272533693	10.36162379	0.00128662	0.012948504	pseudobulk	edgeR	LRT
Ube2ql1	0.165729652	5.972722595	10.34501269	0.00129825	0.013026503	pseudobulk	edgeR	LRT
Ap1ar	-0.154280129	5.64427738	10.34482617	0.001298381	0.013026503	pseudobulk	edgeR	LRT
Nars2	-0.165589528	5.797426497	10.34475134	0.001298434	0.013026503	pseudobulk	edgeR	LRT
Ubl7	0.220798644	4.936924502	10.34445256	0.001298644	0.013026503	pseudobulk	edgeR	LRT
Setd7	0.168531846	5.413654544	10.32442871	0.001312809	0.013157766	pseudobulk	edgeR	LRT
Prkcb	0.077637676	9.822396175	10.31885572	0.001316779	0.013192135	pseudobulk	edgeR	LRT
Gm14410	-0.162538202	5.581742379	10.28806812	0.001338932	0.013397561	pseudobulk	edgeR	LRT
Copb1	0.174980373	5.233680201	10.27745848	0.001346653	0.013441973	pseudobulk	edgeR	LRT
Txndc9	0.213586607	4.555141126	10.27309093	0.001349845	0.013452048	pseudobulk	edgeR	LRT
Gm2824	0.156325912	6.133103606	10.27302379	0.001349894	0.013452048	pseudobulk	edgeR	LRT
Arhgap10	-0.147152549	6.925240923	10.27123271	0.001351205	0.013459613	pseudobulk	edgeR	LRT
Slc25a36	0.143589282	6.646177858	10.26849068	0.001353215	0.013468628	pseudobulk	edgeR	LRT
Ttc39b	0.137407295	6.263267785	10.26349409	0.001356884	0.013488638	pseudobulk	edgeR	LRT
Kpnb1	0.157897227	5.651687975	10.2623965	0.001357692	0.013491165	pseudobulk	edgeR	LRT
Atp6v1a	0.129181197	6.598197729	10.25494244	0.001363189	0.013540269	pseudobulk	edgeR	LRT
Tbc1d1	0.152667313	5.897626193	10.23701151	0.001376504	0.01365584	pseudobulk	edgeR	LRT
Psmb2	-0.164030372	6.046986817	10.21261454	0.001394833	0.013832046	pseudobulk	edgeR	LRT
Ptbp3	-0.165946539	5.565108947	10.20840949	0.001398017	0.013857985	pseudobulk	edgeR	LRT
Rev3l	0.102671807	7.616517711	10.2047915	0.001400762	0.013879556	pseudobulk	edgeR	LRT
Zdhhc1	-0.204030375	4.898408701	10.19092971	0.001411331	0.013972926	pseudobulk	edgeR	LRT
Usp47	0.125242272	6.616812492	10.18238709	0.001417885	0.014032113	pseudobulk	edgeR	LRT
Glce	0.159945738	5.611076635	10.16819211	0.001428843	0.014123364	pseudobulk	edgeR	LRT
Armc8	-0.103602912	7.31235535	10.16396672	0.001432122	0.014150034	pseudobulk	edgeR	LRT
Sertad2	-0.125110826	6.735243561	10.1263443	0.00146165	0.014412592	pseudobulk	edgeR	LRT
Hmbox1	0.117384806	6.892870116	10.12202038	0.001465083	0.014440603	pseudobulk	edgeR	LRT
Arhgef2	-0.14243841	5.976166715	10.11855526	0.00146784	0.014456091	pseudobulk	edgeR	LRT
Dnm1l	0.115853858	7.009791437	10.11667652	0.001469337	0.014464993	pseudobulk	edgeR	LRT
BC002059	-0.187021611	5.106889788	10.09885101	0.001483618	0.014582033	pseudobulk	edgeR	LRT
Nudcd3	0.118474939	6.714012164	10.08993038	0.001490817	0.01464689	pseudobulk	edgeR	LRT
Tent2	0.113471802	6.776969675	10.08901814	0.001491556	0.014648241	pseudobulk	edgeR	LRT
Srsf1	0.119675231	6.699197701	10.08757024	0.001492728	0.014653854	pseudobulk	edgeR	LRT
Apex2	-0.11886268	6.821755554	10.0838337	0.001495758	0.014673724	pseudobulk	edgeR	LRT
Serf2	-0.202363466	4.907081306	10.08355132	0.001495987	0.014673724	pseudobulk	edgeR	LRT
Dcaf7	0.153681246	5.746754714	10.0828493	0.001496557	0.014673724	pseudobulk	edgeR	LRT
Pja1	0.199497497	5.312651918	10.06492172	0.00151119	0.01481124	pseudobulk	edgeR	LRT
Pcf11	0.17787218	5.315897407	10.05663275	0.001518004	0.01486925	pseudobulk	edgeR	LRT
Herc6	0.21391343	4.557950457	10.05578309	0.001518704	0.01486925	pseudobulk	edgeR	LRT
Kifbp	0.167278726	5.292562314	10.05549987	0.001518938	0.01486925	pseudobulk	edgeR	LRT
Alg13	-0.190210403	4.966265489	10.04706409	0.001525909	0.01491634	pseudobulk	edgeR	LRT
Nemf	0.151537946	5.649693845	10.04383819	0.001528584	0.014933015	pseudobulk	edgeR	LRT
Whamm	-0.201508824	4.897805969	10.04318481	0.001529126	0.014933015	pseudobulk	edgeR	LRT
Atp5g3	0.164983326	5.56129683	10.00794019	0.001558668	0.015174334	pseudobulk	edgeR	LRT
Wrnip1	0.221006763	4.613712844	10.00776582	0.001558815	0.015174334	pseudobulk	edgeR	LRT
Zfp512	0.168776703	5.272890127	10.005112	0.001561063	0.015190152	pseudobulk	edgeR	LRT
Simc1	0.170194782	5.37080434	10.00337147	0.001562539	0.01519845	pseudobulk	edgeR	LRT
Mthfd1	-0.189547837	4.879549115	9.994523951	0.001570064	0.015259471	pseudobulk	edgeR	LRT
Trim35	-0.137786465	6.029244025	9.98722811	0.001576297	0.015301753	pseudobulk	edgeR	LRT
Zcchc17	-0.18113003	5.010732595	9.985874317	0.001577456	0.015306813	pseudobulk	edgeR	LRT
Ncstn	0.214276916	4.783077788	9.975753785	0.00158615	0.015367357	pseudobulk	edgeR	LRT
Hectd4	0.100865826	7.521222843	9.960858985	0.001599034	0.015480986	pseudobulk	edgeR	LRT
Tm9sf3	0.15344041	5.863262703	9.960662891	0.001599205	0.015480986	pseudobulk	edgeR	LRT
Slc36a4	0.207029996	4.599774686	9.955627383	0.001603585	0.015509392	pseudobulk	edgeR	LRT
Ppp2r2a	0.126085429	6.575558067	9.955096634	0.001604047	0.015509392	pseudobulk	edgeR	LRT
Celsr3	0.200329292	4.944413358	9.935446554	0.001621261	0.015651009	pseudobulk	edgeR	LRT
Syngap1	0.137513879	6.21948548	9.929065489	0.001626891	0.015699145	pseudobulk	edgeR	LRT
Mospd2	-0.214872369	4.50892814	9.903111373	0.001649996	0.01590322	pseudobulk	edgeR	LRT
Ncoa7	0.0960528	7.865117123	9.90169489	0.001651266	0.015903297	pseudobulk	edgeR	LRT
Pcbp3	-0.132015455	6.21375626	9.894069112	0.001658123	0.015962626	pseudobulk	edgeR	LRT
Tlcd4	0.18057428	5.518740697	9.890639651	0.001661216	0.015986091	pseudobulk	edgeR	LRT
Atp9a	0.131864118	6.529301523	9.883417947	0.001667749	0.016039631	pseudobulk	edgeR	LRT
Camk2n1	-0.167349743	5.376947528	9.821369104	0.001724959	0.016553767	pseudobulk	edgeR	LRT
Phf8	0.135817586	6.193686913	9.78454011	0.001759852	0.016822423	pseudobulk	edgeR	LRT
Kcnmb4	0.13065886	6.344034216	9.772398627	0.001771512	0.01692061	pseudobulk	edgeR	LRT
Diaph1	-0.204257882	5.198745865	9.760848066	0.001782677	0.017007265	pseudobulk	edgeR	LRT
Fgf14	0.07713018	12.12500546	9.759342358	0.001784137	0.017007891	pseudobulk	edgeR	LRT
Brd9	0.123628918	6.676580009	9.740665546	0.001802356	0.017146452	pseudobulk	edgeR	LRT
Mettl16	0.176791499	5.142867076	9.740120021	0.001802891	0.017146452	pseudobulk	edgeR	LRT
Tro	0.13009123	6.197408013	9.735024021	0.001807897	0.017187352	pseudobulk	edgeR	LRT
Phyhip	0.186773972	5.269895224	9.730451441	0.0018124	0.017223447	pseudobulk	edgeR	LRT
Map2k1	-0.150517368	5.773053908	9.727359942	0.001815451	0.017243404	pseudobulk	edgeR	LRT
Camkk1	0.174918995	5.096078707	9.726890958	0.001815914	0.017243404	pseudobulk	edgeR	LRT
Foxo3	0.177358279	6.067397593	9.717995039	0.001824725	0.017318959	pseudobulk	edgeR	LRT
Ttc9b	0.189808994	4.899287861	9.717424561	0.001825291	0.017318959	pseudobulk	edgeR	LRT
Sbf1	0.175605357	5.210283668	9.713578879	0.001829115	0.017341603	pseudobulk	edgeR	LRT
Ccsap	0.160766529	5.691009559	9.712879192	0.001829811	0.017341603	pseudobulk	edgeR	LRT
Fancc	0.169552523	5.315435395	9.71123641	0.001831448	0.017345069	pseudobulk	edgeR	LRT
Ryr3	-0.076957451	9.313404626	9.711084044	0.001831599	0.017345069	pseudobulk	edgeR	LRT
Cntn6	-0.146014486	8.412659319	9.689362138	0.001853379	0.017519647	pseudobulk	edgeR	LRT
Ptprj	0.103310904	7.606957949	9.677828151	0.00186505	0.017594536	pseudobulk	edgeR	LRT
Sik2	0.115277743	7.414499801	9.657577304	0.001885721	0.017761034	pseudobulk	edgeR	LRT
Phc2	-0.11922719	6.503098106	9.648248132	0.001895323	0.017831489	pseudobulk	edgeR	LRT
Rxfp1	0.233263051	4.975835751	9.648177414	0.001895396	0.017831489	pseudobulk	edgeR	LRT
Igsf21	-0.124027411	7.420286427	9.632569209	0.00191157	0.017942125	pseudobulk	edgeR	LRT
Ubtf	0.214425963	4.585750798	9.62134586	0.001923287	0.018017427	pseudobulk	edgeR	LRT
Bzw2	-0.155818984	5.834948703	9.61125221	0.001933887	0.018102818	pseudobulk	edgeR	LRT
Prrc2a	0.137992239	5.930854224	9.598450959	0.001947416	0.018222462	pseudobulk	edgeR	LRT
Neo1	-0.102736939	7.361265398	9.596318545	0.001949679	0.018226741	pseudobulk	edgeR	LRT
Dnal1	-0.162153746	5.553234075	9.587060563	0.001959534	0.018300742	pseudobulk	edgeR	LRT
Evl	-0.119260606	6.436781041	9.584973955	0.001961762	0.018307528	pseudobulk	edgeR	LRT
Nagk	-0.210019297	4.518355333	9.58266055	0.001964236	0.018323598	pseudobulk	edgeR	LRT
Cntn3	-0.094385519	9.050112755	9.571971911	0.001975705	0.018409459	pseudobulk	edgeR	LRT
Odf2	-0.125045037	6.352653647	9.56905717	0.001978844	0.018425848	pseudobulk	edgeR	LRT
Fam13a	0.173937047	5.657337104	9.568935867	0.001978975	0.018425848	pseudobulk	edgeR	LRT
Ehbp1	0.088869906	8.402477315	9.566601687	0.001981492	0.018435213	pseudobulk	edgeR	LRT
Tmem50a	0.192429258	4.901566085	9.541103238	0.002009209	0.018643292	pseudobulk	edgeR	LRT
Cpsf7	0.157999535	5.535233582	9.531768757	0.002019454	0.018724101	pseudobulk	edgeR	LRT
Clvs1	0.092018122	7.623130648	9.517235483	0.00203551	0.018858628	pseudobulk	edgeR	LRT
Rgs4	0.223525633	5.150384101	9.513580743	0.002039568	0.018889048	pseudobulk	edgeR	LRT
Ccdc34	-0.177587281	5.28109433	9.497858403	0.002057119	0.019044357	pseudobulk	edgeR	LRT
Rims4	-0.198562359	4.760728683	9.496074452	0.00205912	0.019044583	pseudobulk	edgeR	LRT
Creg2	0.164010925	5.313429923	9.491700707	0.002064034	0.019072175	pseudobulk	edgeR	LRT
Pcca	-0.093095608	7.534287519	9.481641875	0.002075381	0.019155427	pseudobulk	edgeR	LRT
Gm30382	0.112173883	7.877791193	9.463761527	0.002095709	0.019328237	pseudobulk	edgeR	LRT
9330159F19Rik	0.192754535	4.933437746	9.455561492	0.002105098	0.019400161	pseudobulk	edgeR	LRT
Adarb2	1.049035362	5.699220356	9.450958017	0.002110388	0.019441565	pseudobulk	edgeR	LRT
Ralgps1	-0.10628449	7.481389832	9.43346962	0.002130608	0.019590829	pseudobulk	edgeR	LRT
Glyr1	0.130532214	6.093475682	9.429953646	0.002134697	0.019621026	pseudobulk	edgeR	LRT
Chordc1	-0.144284889	5.703657001	9.411194631	0.002156647	0.019785489	pseudobulk	edgeR	LRT
Cdk11b	0.164626583	5.367219383	9.39751201	0.002172801	0.019918703	pseudobulk	edgeR	LRT
1110008P14Rik	0.176580532	5.123621909	9.389674475	0.002182109	0.019989008	pseudobulk	edgeR	LRT
Snx7	-0.212685902	4.811127614	9.380208977	0.002193405	0.020077399	pseudobulk	edgeR	LRT
Ano6	-0.135949998	5.925131262	9.378265182	0.002195732	0.020091158	pseudobulk	edgeR	LRT
Arpc3	0.186482911	4.845812919	9.372997831	0.002202051	0.020133863	pseudobulk	edgeR	LRT
Vdac1	0.118446047	6.405003799	9.339353517	0.002242846	0.020476154	pseudobulk	edgeR	LRT
Ivd	-0.192277652	4.931173142	9.337963773	0.002244548	0.020484019	pseudobulk	edgeR	LRT
Snhg20	-0.136597686	5.986641303	9.334299984	0.00224904	0.020517335	pseudobulk	edgeR	LRT
Adamts16	0.218649279	5.146253751	9.330980992	0.002253117	0.020546843	pseudobulk	edgeR	LRT
Tmtc3	-0.194905696	4.894987384	9.326377195	0.002258785	0.02059083	pseudobulk	edgeR	LRT
Ssrp1	0.197775279	4.726782602	9.323777603	0.002261992	0.020612357	pseudobulk	edgeR	LRT
Cpne4	-0.128320581	7.018472776	9.313059417	0.002275262	0.02070234	pseudobulk	edgeR	LRT
Meis3	0.184636599	4.890212217	9.301561549	0.002289586	0.020793877	pseudobulk	edgeR	LRT
Marchf7	0.136785415	5.959128907	9.295304533	0.002297419	0.020849488	pseudobulk	edgeR	LRT
Srgap1	-0.206838661	4.511510217	9.294498618	0.00229843	0.020850902	pseudobulk	edgeR	LRT
Neurl1a	-0.146908565	5.641664414	9.283521603	0.002312245	0.020960627	pseudobulk	edgeR	LRT
Wdr37	-0.113626062	6.728865795	9.279035404	0.002317915	0.021004217	pseudobulk	edgeR	LRT
Prkar2b	0.125239561	6.715086828	9.274358525	0.002323841	0.021050094	pseudobulk	edgeR	LRT
Atg16l2	0.173447417	5.16528899	9.266274236	0.00233412	0.021127514	pseudobulk	edgeR	LRT
Foxp1	0.09158889	7.968567393	9.263183165	0.002338063	0.021155349	pseudobulk	edgeR	LRT
Bnip3l	0.207133908	4.535745412	9.254916905	0.00234864	0.021219557	pseudobulk	edgeR	LRT
Rpl6	0.17049696	5.313105561	9.247100662	0.002358686	0.021286658	pseudobulk	edgeR	LRT
Ddx6	0.13193846	6.182064418	9.234357495	0.002375157	0.021395719	pseudobulk	edgeR	LRT
