gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type
Gm27032	-3.038549336	5.392918761	1924.531519	0	0	pseudobulk	edgeR	LRT
Mir181a-1hg	2.588984936	7.883781542	3697.197357	0	0	pseudobulk	edgeR	LRT
2810049E08Rik	2.223990921	6.682803859	2646.380322	0	0	pseudobulk	edgeR	LRT
Gm3764	1.553477631	7.728379371	2133.487395	0	0	pseudobulk	edgeR	LRT
Mirg	1.552519591	7.634357321	2172.341869	0	0	pseudobulk	edgeR	LRT
C130071C03Rik	1.461222359	9.128390486	2058.29354	0	0	pseudobulk	edgeR	LRT
Lncpint	1.188875134	10.21379425	1667.990918	0	0	pseudobulk	edgeR	LRT
B830012L14Rik	0.990520111	8.749629561	1326.499886	1.97E-290	6.00E-287	pseudobulk	edgeR	LRT
Gm20732	1.649367305	6.123601005	1270.971948	2.30E-278	6.23E-275	pseudobulk	edgeR	LRT
Mir9-3hg	1.060976347	7.73395267	1210.501233	3.18E-265	7.77E-262	pseudobulk	edgeR	LRT
Gm26936	2.285797911	4.777166186	1032.052675	1.94E-226	4.30E-223	pseudobulk	edgeR	LRT
Gm26652	1.741822976	5.81736619	1015.572761	7.40E-223	1.50E-219	pseudobulk	edgeR	LRT
Gm49317	0.824828345	9.10332407	920.9623447	2.72E-202	5.11E-199	pseudobulk	edgeR	LRT
Mir124a-1hg	0.783868813	8.911598458	835.8579815	8.63E-184	1.40E-180	pseudobulk	edgeR	LRT
Spaca6	1.28212643	6.197067329	733.0884484	1.91E-161	2.91E-158	pseudobulk	edgeR	LRT
Erdr1	-1.042494597	6.427682065	702.2399869	9.74E-155	1.40E-151	pseudobulk	edgeR	LRT
Gm9916	1.566242289	5.069978347	644.600759	3.34E-142	4.52E-139	pseudobulk	edgeR	LRT
AC149090.1	0.706364551	8.493718536	622.0555813	2.67E-137	3.43E-134	pseudobulk	edgeR	LRT
5330434G04Rik	0.748351095	7.794478002	543.3299474	3.56E-120	4.34E-117	pseudobulk	edgeR	LRT
Fah	0.558770626	8.667395324	486.6058876	7.80E-108	9.06E-105	pseudobulk	edgeR	LRT
Maml3	0.828360817	7.426969497	463.3378086	9.03E-103	1.00E-99	pseudobulk	edgeR	LRT
Gm49539	1.19331798	5.165628925	428.055054	4.31E-95	4.57E-92	pseudobulk	edgeR	LRT
Ftx	0.598545058	7.931234523	400.2730258	4.80E-89	4.88E-86	pseudobulk	edgeR	LRT
Gm28905	0.545595309	8.188001185	352.8706562	1.00E-78	9.80E-76	pseudobulk	edgeR	LRT
C78859	0.93436387	5.775605282	342.9921291	1.42E-76	1.33E-73	pseudobulk	edgeR	LRT
Gm10754	-0.877135013	5.941767265	339.2728021	9.19E-76	8.30E-73	pseudobulk	edgeR	LRT
Epha6	-0.443808906	9.466542639	327.11376	4.09E-73	3.56E-70	pseudobulk	edgeR	LRT
Gm49678	-0.521625942	7.719075906	296.2930586	2.12E-66	1.78E-63	pseudobulk	edgeR	LRT
Hspa8	0.543403225	7.47488187	288.9986657	8.22E-65	6.68E-62	pseudobulk	edgeR	LRT
Trpc5	-0.68573506	6.425661639	287.9293795	1.41E-64	1.11E-61	pseudobulk	edgeR	LRT
Lingo2	-0.528215913	10.54440414	280.2910786	6.49E-63	4.94E-60	pseudobulk	edgeR	LRT
Atp1b1	0.44296176	8.617077426	253.8495576	3.76E-57	2.78E-54	pseudobulk	edgeR	LRT
Slc24a2	0.409115919	10.02405058	253.2660543	5.04E-57	3.61E-54	pseudobulk	edgeR	LRT
Cdh12	0.615018701	8.236753222	237.1946859	1.61E-53	1.12E-50	pseudobulk	edgeR	LRT
Atp2a2	0.443371637	8.241951908	234.2729774	6.97E-53	4.72E-50	pseudobulk	edgeR	LRT
Tmem178	0.481099833	8.165788938	229.5819822	7.35E-52	4.85E-49	pseudobulk	edgeR	LRT
Pde10a	0.460955498	9.789810033	228.2522898	1.43E-51	9.20E-49	pseudobulk	edgeR	LRT
Gria2	0.323665806	10.72507378	224.0567885	1.18E-50	7.37E-48	pseudobulk	edgeR	LRT
Sparcl1	0.52317906	7.304658795	217.3444602	3.43E-49	2.09E-46	pseudobulk	edgeR	LRT
Dpyd	-0.620830848	7.052040045	216.1391528	6.29E-49	3.74E-46	pseudobulk	edgeR	LRT
Htr2c	0.684229805	6.27861386	213.4777608	2.39E-48	1.39E-45	pseudobulk	edgeR	LRT
Hs3st4	0.420496435	11.37158934	209.7423815	1.56E-47	8.87E-45	pseudobulk	edgeR	LRT
Pde4b	0.341054254	9.764707442	207.312834	5.30E-47	2.94E-44	pseudobulk	edgeR	LRT
Mir670hg	0.599302583	6.336816867	201.3015802	1.09E-45	5.88E-43	pseudobulk	edgeR	LRT
Rtl4	-0.560238196	7.430754641	195.8023455	1.72E-44	9.13E-42	pseudobulk	edgeR	LRT
Son	0.43295684	7.653672918	195.2535246	2.27E-44	1.18E-41	pseudobulk	edgeR	LRT
Chgb	0.520337805	7.39890993	193.3055846	6.04E-44	3.07E-41	pseudobulk	edgeR	LRT
Nrp1	0.391256443	8.035901526	190.2979343	2.74E-43	1.36E-40	pseudobulk	edgeR	LRT
Nckap5	-0.58862072	6.452077425	188.4243042	7.02E-43	3.42E-40	pseudobulk	edgeR	LRT
Vgf	0.588605646	5.904642812	174.4883201	7.74E-40	3.63E-37	pseudobulk	edgeR	LRT
Cfap77	0.695935105	5.340859214	174.2535637	8.71E-40	4.01E-37	pseudobulk	edgeR	LRT
Hmgcs1	-0.776141793	5.33463784	171.7928155	3.00E-39	1.33E-36	pseudobulk	edgeR	LRT
Pcdh9	0.329736786	13.01877638	170.5845603	5.51E-39	2.40E-36	pseudobulk	edgeR	LRT
Ckb	0.36294823	8.173299057	165.9779474	5.59E-38	2.39E-35	pseudobulk	edgeR	LRT
Bach2	0.381273611	7.823931917	156.0659171	8.19E-36	3.44E-33	pseudobulk	edgeR	LRT
Ddx5	0.371766237	8.103301997	155.5075271	1.08E-35	4.48E-33	pseudobulk	edgeR	LRT
Dcc	0.368896076	10.5708792	155.2604793	1.23E-35	4.99E-33	pseudobulk	edgeR	LRT
Kcnh5	0.507922992	6.577558347	153.525235	2.94E-35	1.18E-32	pseudobulk	edgeR	LRT
Cntnap5b	-0.482030124	7.960814691	149.6942432	2.02E-34	7.83E-32	pseudobulk	edgeR	LRT
Dtx3	0.456923462	7.207754609	145.5403468	1.64E-33	6.14E-31	pseudobulk	edgeR	LRT
Dlc1	0.357286508	8.825689643	144.2114726	3.19E-33	1.18E-30	pseudobulk	edgeR	LRT
Kmt2a	0.350467445	7.799307451	143.6684162	4.20E-33	1.53E-30	pseudobulk	edgeR	LRT
Dgkb	-0.386106901	8.329907811	142.8599353	6.31E-33	2.26E-30	pseudobulk	edgeR	LRT
Parm1	-0.567468263	6.102009134	141.3413636	1.35E-32	4.79E-30	pseudobulk	edgeR	LRT
Cdk8	0.318923133	8.696060249	141.0170234	1.60E-32	5.56E-30	pseudobulk	edgeR	LRT
Robo1	-0.287698647	10.4206837	139.1758999	4.03E-32	1.38E-29	pseudobulk	edgeR	LRT
Gm47283	-0.567310711	5.721201347	138.9549088	4.51E-32	1.53E-29	pseudobulk	edgeR	LRT
Stxbp6	-0.786824561	6.894159634	137.7874644	8.11E-32	2.71E-29	pseudobulk	edgeR	LRT
Tlcd2	0.749191973	4.775661581	137.6461689	8.71E-32	2.87E-29	pseudobulk	edgeR	LRT
Cntnap5c	-0.667114378	6.711366158	137.2657962	1.05E-31	3.43E-29	pseudobulk	edgeR	LRT
Nptx1	0.460937762	6.496524742	136.4991967	1.55E-31	4.98E-29	pseudobulk	edgeR	LRT
Oip5os1	0.530941431	5.828173277	134.6708888	3.90E-31	1.23E-28	pseudobulk	edgeR	LRT
Sema3e	0.46399959	7.120005452	133.971103	5.54E-31	1.73E-28	pseudobulk	edgeR	LRT
Slit1	0.429854387	6.687335829	133.2376334	8.02E-31	2.48E-28	pseudobulk	edgeR	LRT
Slit2	-0.452467738	6.907741545	133.0028232	9.03E-31	2.75E-28	pseudobulk	edgeR	LRT
Tmem132a	0.425834408	6.759996304	132.9735107	9.16E-31	2.76E-28	pseudobulk	edgeR	LRT
Scg3	0.488873088	6.383978255	132.8690508	9.66E-31	2.87E-28	pseudobulk	edgeR	LRT
Tenm3	-0.470186061	7.86365248	131.8579455	1.61E-30	4.67E-28	pseudobulk	edgeR	LRT
Gpm6a	0.28333919	9.698038323	131.7611967	1.69E-30	4.84E-28	pseudobulk	edgeR	LRT
Ubb	0.400090778	7.275669455	131.7248105	1.72E-30	4.87E-28	pseudobulk	edgeR	LRT
Foxp2	0.341862384	9.195414412	131.573428	1.85E-30	5.20E-28	pseudobulk	edgeR	LRT
Necab1	0.554138421	6.691680409	130.9246677	2.57E-30	7.13E-28	pseudobulk	edgeR	LRT
Aplp1	0.401717647	6.778444812	129.2180188	6.08E-30	1.65E-27	pseudobulk	edgeR	LRT
Nap1l5	0.516039523	6.09261772	127.0226669	1.84E-29	4.92E-27	pseudobulk	edgeR	LRT
Gpc1	0.589406895	5.413677907	125.9762921	3.11E-29	8.25E-27	pseudobulk	edgeR	LRT
Pcdh10	0.38502716	7.292267613	125.4949108	3.97E-29	1.03E-26	pseudobulk	edgeR	LRT
Zfpm2	0.286428476	10.56839352	124.8201756	5.57E-29	1.43E-26	pseudobulk	edgeR	LRT
Gm11683	0.508076481	5.958531081	124.1401135	7.85E-29	1.99E-26	pseudobulk	edgeR	LRT
Slc1a2	0.294477025	9.428902344	124.0478251	8.22E-29	2.07E-26	pseudobulk	edgeR	LRT
Grm3	0.295644596	9.165761654	122.9074243	1.46E-28	3.64E-26	pseudobulk	edgeR	LRT
Syt6	0.490005308	6.465882513	121.1664117	3.51E-28	8.66E-26	pseudobulk	edgeR	LRT
Stum	-0.747469392	4.733177419	120.7386451	4.36E-28	1.06E-25	pseudobulk	edgeR	LRT
Plxna2	0.29964512	8.684383681	120.728503	4.38E-28	1.06E-25	pseudobulk	edgeR	LRT
Malat1	0.225533361	14.59288891	120.4205092	5.12E-28	1.22E-25	pseudobulk	edgeR	LRT
R3hdm1	0.273079486	10.14706913	120.4054937	5.16E-28	1.22E-25	pseudobulk	edgeR	LRT
Aldoa	0.329579133	7.656554867	119.3697974	8.69E-28	2.04E-25	pseudobulk	edgeR	LRT
Igsf8	0.405073633	6.562210189	118.2867651	1.50E-27	3.48E-25	pseudobulk	edgeR	LRT
Eda	-0.610747263	5.787964394	117.8094959	1.91E-27	4.39E-25	pseudobulk	edgeR	LRT
Psap	0.384436502	6.805060432	117.1416315	2.67E-27	6.09E-25	pseudobulk	edgeR	LRT
Rit2	0.295614161	8.322421473	116.0998297	4.52E-27	1.02E-24	pseudobulk	edgeR	LRT
Sgcd	-0.331590377	8.788309878	116.0235817	4.70E-27	1.05E-24	pseudobulk	edgeR	LRT
Ypel3	0.398574424	6.553134968	115.5656595	5.92E-27	1.31E-24	pseudobulk	edgeR	LRT
Tbr1	0.506769182	6.192570365	115.5549206	5.95E-27	1.31E-24	pseudobulk	edgeR	LRT
Zfp697	-0.491367856	7.222714448	115.4001753	6.43E-27	1.40E-24	pseudobulk	edgeR	LRT
Cacna2d3	-0.393864135	9.130911916	114.789348	8.75E-27	1.89E-24	pseudobulk	edgeR	LRT
Sox5	0.258583342	9.391967401	114.3118872	1.11E-26	2.38E-24	pseudobulk	edgeR	LRT
Hsp90ab1	0.308128668	8.060028322	113.819859	1.43E-26	3.03E-24	pseudobulk	edgeR	LRT
Ext1	0.278038848	9.993582527	113.3217992	1.83E-26	3.86E-24	pseudobulk	edgeR	LRT
Sntb2	0.384369481	7.173380989	111.7616714	4.03E-26	8.40E-24	pseudobulk	edgeR	LRT
Slc16a2	-0.442287776	6.292345925	110.1291233	9.18E-26	1.90E-23	pseudobulk	edgeR	LRT
Itm2b	0.362501029	7.117484067	109.1894566	1.47E-25	3.02E-23	pseudobulk	edgeR	LRT
Ndst3	-0.33905964	8.244303996	108.6158622	1.97E-25	3.94E-23	pseudobulk	edgeR	LRT
Wipf3	0.454184191	6.174430708	108.2404593	2.38E-25	4.72E-23	pseudobulk	edgeR	LRT
Fam126a	-0.722045176	5.487408464	108.197721	2.43E-25	4.78E-23	pseudobulk	edgeR	LRT
Srsf5	0.34879788	7.547371021	107.4219872	3.60E-25	6.96E-23	pseudobulk	edgeR	LRT
Col12a1	0.467595772	6.244628049	106.6271678	5.37E-25	1.03E-22	pseudobulk	edgeR	LRT
Sgk1	0.343965449	7.229315593	106.3631487	6.14E-25	1.17E-22	pseudobulk	edgeR	LRT
Tanc2	0.239299284	10.09180696	106.1697966	6.77E-25	1.28E-22	pseudobulk	edgeR	LRT
Cdh4	-0.660333504	5.196203358	105.6888223	8.63E-25	1.62E-22	pseudobulk	edgeR	LRT
Galnt13	-0.290787763	9.14269133	105.5652539	9.18E-25	1.71E-22	pseudobulk	edgeR	LRT
Atp2b1	0.243152017	9.843688917	104.793827	1.36E-24	2.50E-22	pseudobulk	edgeR	LRT
Spen	0.426608466	6.197384353	104.779394	1.37E-24	2.50E-22	pseudobulk	edgeR	LRT
Sema5a	0.361218379	8.092320614	104.4328173	1.63E-24	2.94E-22	pseudobulk	edgeR	LRT
Serinc1	0.415930993	6.522489603	104.0734584	1.95E-24	3.50E-22	pseudobulk	edgeR	LRT
Zbtb16	0.33123447	7.606783165	103.571086	2.51E-24	4.47E-22	pseudobulk	edgeR	LRT
Atp1a3	0.267333536	8.268895418	102.7838798	3.74E-24	6.52E-22	pseudobulk	edgeR	LRT
Chsy3	0.274758958	10.62842872	102.2357422	4.93E-24	8.52E-22	pseudobulk	edgeR	LRT
Dscaml1	-0.339621365	8.798983302	100.7917636	1.02E-23	1.74E-21	pseudobulk	edgeR	LRT
Myt1l	0.219616298	9.838234473	99.66741827	1.80E-23	3.05E-21	pseudobulk	edgeR	LRT
Car10	0.30259188	9.63003635	99.35630509	2.11E-23	3.55E-21	pseudobulk	edgeR	LRT
Gpr22	0.594832389	5.085380165	96.98899337	6.97E-23	1.16E-20	pseudobulk	edgeR	LRT
Gm3294	0.505610241	5.779772179	95.10847093	1.80E-22	2.97E-20	pseudobulk	edgeR	LRT
Chpf2	0.471953483	5.72262514	94.52910323	2.42E-22	3.95E-20	pseudobulk	edgeR	LRT
L3mbtl1	-0.484990134	5.653478456	93.93600797	3.26E-22	5.26E-20	pseudobulk	edgeR	LRT
Cdr1os	0.218478774	9.931605089	93.63719999	3.79E-22	6.08E-20	pseudobulk	edgeR	LRT
Psd3	0.247850911	8.762709989	91.56571293	1.08E-21	1.71E-19	pseudobulk	edgeR	LRT
Cntnap2	-0.211987168	10.94200157	91.17363747	1.32E-21	2.07E-19	pseudobulk	edgeR	LRT
5031425E22Rik	-0.37147278	6.683168426	91.16581246	1.32E-21	2.07E-19	pseudobulk	edgeR	LRT
Mctp1	0.281329835	10.34829363	91.14746525	1.33E-21	2.07E-19	pseudobulk	edgeR	LRT
St6galnac3	-0.307717418	8.246813427	90.8623975	1.54E-21	2.38E-19	pseudobulk	edgeR	LRT
Runx2	0.351059082	7.310538924	90.8425847	1.56E-21	2.39E-19	pseudobulk	edgeR	LRT
4930447C04Rik	-0.403988445	6.707756141	89.79169039	2.65E-21	3.98E-19	pseudobulk	edgeR	LRT
Hdac9	-0.285285547	9.370147191	89.25772575	3.47E-21	5.18E-19	pseudobulk	edgeR	LRT
Atp6v0c	0.350339032	6.782739861	88.91308378	4.13E-21	6.13E-19	pseudobulk	edgeR	LRT
Lrrtm4	-0.356253394	11.52110883	88.74229798	4.50E-21	6.65E-19	pseudobulk	edgeR	LRT
Scn2a	0.232081449	8.924540816	88.7008406	4.59E-21	6.75E-19	pseudobulk	edgeR	LRT
Tafa2	-0.656420007	7.055744122	88.67927964	4.64E-21	6.76E-19	pseudobulk	edgeR	LRT
Gm16083	-0.544455786	5.079503707	88.67238332	4.66E-21	6.76E-19	pseudobulk	edgeR	LRT
Cmss1	0.237256215	10.36052594	88.4777924	5.14E-21	7.42E-19	pseudobulk	edgeR	LRT
Sipa1l3	-0.578194363	5.057344003	88.46509126	5.17E-21	7.42E-19	pseudobulk	edgeR	LRT
Fras1	-0.357229565	8.002151656	88.23105052	5.82E-21	8.30E-19	pseudobulk	edgeR	LRT
Olfm1	0.316895903	7.071032969	88.1187622	6.16E-21	8.74E-19	pseudobulk	edgeR	LRT
Mef2c	0.210476033	9.631540384	87.60469782	7.99E-21	1.13E-18	pseudobulk	edgeR	LRT
Rock2	0.228940777	8.743192508	87.40139867	8.86E-21	1.24E-18	pseudobulk	edgeR	LRT
Mast4	0.315724544	9.904071308	87.18749081	9.87E-21	1.38E-18	pseudobulk	edgeR	LRT
Prickle1	0.261964779	9.437851632	87.1183553	1.02E-20	1.42E-18	pseudobulk	edgeR	LRT
Mast3	0.392988909	6.234539281	87.02258895	1.07E-20	1.48E-18	pseudobulk	edgeR	LRT
Scg5	0.299519165	7.315249335	86.82520802	1.19E-20	1.62E-18	pseudobulk	edgeR	LRT
Myo1d	-0.476858666	5.696866033	86.75293006	1.23E-20	1.68E-18	pseudobulk	edgeR	LRT
6720427I07Rik	0.486959406	5.47330322	86.39694745	1.47E-20	1.99E-18	pseudobulk	edgeR	LRT
Prpf8	0.476194528	5.715896986	86.02459117	1.78E-20	2.39E-18	pseudobulk	edgeR	LRT
Cdh13	-0.319105242	9.047935619	85.91784835	1.88E-20	2.51E-18	pseudobulk	edgeR	LRT
Nol4	0.253610479	8.892372014	84.52656703	3.79E-20	5.05E-18	pseudobulk	edgeR	LRT
Syt17	-0.65093305	5.255445127	84.2091027	4.45E-20	5.90E-18	pseudobulk	edgeR	LRT
Lyst	0.299560095	7.220062194	83.82734146	5.40E-20	7.12E-18	pseudobulk	edgeR	LRT
Car12	0.665259752	4.513752424	83.70772161	5.74E-20	7.52E-18	pseudobulk	edgeR	LRT
Gpr162	0.353582268	6.65731109	83.37170778	6.80E-20	8.87E-18	pseudobulk	edgeR	LRT
Utrn	-0.501611881	6.000058165	83.10924998	7.76E-20	1.01E-17	pseudobulk	edgeR	LRT
Tmem151a	0.39053935	6.098916654	81.86989087	1.45E-19	1.88E-17	pseudobulk	edgeR	LRT
Rhbdl3	-0.510631354	5.326038936	81.76598213	1.53E-19	1.97E-17	pseudobulk	edgeR	LRT
Itpr1	0.275428665	8.882207674	81.62806975	1.64E-19	2.10E-17	pseudobulk	edgeR	LRT
Fhit	-0.354921995	7.177549217	81.58513376	1.68E-19	2.13E-17	pseudobulk	edgeR	LRT
Efna5	0.266457539	8.711968675	81.11564478	2.13E-19	2.68E-17	pseudobulk	edgeR	LRT
Sema3a	0.538535593	5.780610004	81.09346005	2.15E-19	2.69E-17	pseudobulk	edgeR	LRT
Slc8a2	0.320525455	6.875922557	80.73210077	2.58E-19	3.22E-17	pseudobulk	edgeR	LRT
Arid5b	0.274822064	7.814111834	80.51405882	2.89E-19	3.57E-17	pseudobulk	edgeR	LRT
Klf9	0.365285028	6.510407359	80.44486183	2.99E-19	3.68E-17	pseudobulk	edgeR	LRT
Ddx24	0.318590713	7.070107128	80.17857511	3.42E-19	4.19E-17	pseudobulk	edgeR	LRT
Cacnb4	0.237595736	9.807756192	79.39036598	5.10E-19	6.22E-17	pseudobulk	edgeR	LRT
Adgrb1	0.290234895	7.898643158	79.23869722	5.50E-19	6.68E-17	pseudobulk	edgeR	LRT
Xylt1	-0.254852747	8.843546528	78.8771222	6.61E-19	7.94E-17	pseudobulk	edgeR	LRT
Tcf4	0.202377289	9.570139452	78.81109865	6.83E-19	8.13E-17	pseudobulk	edgeR	LRT
Reln	-0.586091547	5.458724634	78.79897717	6.88E-19	8.14E-17	pseudobulk	edgeR	LRT
Scube1	-0.61590575	4.794825506	77.76479187	1.16E-18	1.37E-16	pseudobulk	edgeR	LRT
Tle4	0.279941626	8.70206009	77.75566719	1.17E-18	1.37E-16	pseudobulk	edgeR	LRT
Egr1	0.376196026	6.912615894	77.739759	1.18E-18	1.37E-16	pseudobulk	edgeR	LRT
Syt5	0.432873512	5.577156536	77.62290346	1.25E-18	1.45E-16	pseudobulk	edgeR	LRT
Pcsk1n	0.410859594	5.841750325	77.49053102	1.33E-18	1.54E-16	pseudobulk	edgeR	LRT
Htr1f	0.247707061	8.836657363	77.05159916	1.67E-18	1.92E-16	pseudobulk	edgeR	LRT
Nell1	0.317831772	7.906578129	76.96021557	1.74E-18	2.00E-16	pseudobulk	edgeR	LRT
Ptprt	-0.36835732	8.464357359	76.75997674	1.93E-18	2.20E-16	pseudobulk	edgeR	LRT
Tuba4a	0.351702073	6.465674274	76.59097174	2.10E-18	2.39E-16	pseudobulk	edgeR	LRT
Khdrbs3	0.202182588	10.50700662	76.55416356	2.14E-18	2.42E-16	pseudobulk	edgeR	LRT
Cltc	0.257910345	7.930396197	76.29763379	2.44E-18	2.72E-16	pseudobulk	edgeR	LRT
Sphkap	-0.298720485	7.738843665	76.16088725	2.61E-18	2.90E-16	pseudobulk	edgeR	LRT
Slc17a7	0.276676031	7.638710975	75.30505019	4.03E-18	4.45E-16	pseudobulk	edgeR	LRT
Septin7	0.281210943	8.028813899	75.28114072	4.08E-18	4.48E-16	pseudobulk	edgeR	LRT
Itm2c	0.41764288	5.976052211	75.23444303	4.18E-18	4.57E-16	pseudobulk	edgeR	LRT
Septin3	0.334522609	6.740774431	74.79227	5.23E-18	5.67E-16	pseudobulk	edgeR	LRT
Efr3a	0.246104201	8.496823674	74.39836611	6.38E-18	6.89E-16	pseudobulk	edgeR	LRT
Ccdc82	0.460286212	5.443533751	74.34932786	6.54E-18	7.03E-16	pseudobulk	edgeR	LRT
4930578G10Rik	0.290707765	9.085177078	73.89754267	8.23E-18	8.80E-16	pseudobulk	edgeR	LRT
Mat2a	-0.358442713	6.252291857	73.88985934	8.26E-18	8.80E-16	pseudobulk	edgeR	LRT
Sh3kbp1	-0.335132209	6.678596461	73.73146669	8.95E-18	9.45E-16	pseudobulk	edgeR	LRT
Aff2	0.270432984	7.810717992	73.41667237	1.05E-17	1.10E-15	pseudobulk	edgeR	LRT
Plcl2	0.263736547	8.665196527	73.31546033	1.10E-17	1.16E-15	pseudobulk	edgeR	LRT
9530059O14Rik	0.298896881	8.175946465	73.23999332	1.15E-17	1.19E-15	pseudobulk	edgeR	LRT
Rprm	0.560379739	4.760341916	73.18741664	1.18E-17	1.22E-15	pseudobulk	edgeR	LRT
Tmem30a	0.344532675	6.407364115	72.57626696	1.61E-17	1.65E-15	pseudobulk	edgeR	LRT
Cep83	-0.316789376	6.787519046	72.41575056	1.74E-17	1.78E-15	pseudobulk	edgeR	LRT
Cox7a2	-0.497995979	5.210900305	72.39523526	1.76E-17	1.79E-15	pseudobulk	edgeR	LRT
Acyp2	-0.340316889	7.006236949	72.26366831	1.88E-17	1.91E-15	pseudobulk	edgeR	LRT
Trank1	0.236327764	8.382799569	72.17659385	1.97E-17	1.98E-15	pseudobulk	edgeR	LRT
Clstn1	0.276734839	7.763520444	71.72446976	2.47E-17	2.48E-15	pseudobulk	edgeR	LRT
Mmp17	0.332054363	6.51609409	71.56450887	2.68E-17	2.68E-15	pseudobulk	edgeR	LRT
Pgm2l1	0.313658428	6.949579278	71.4208615	2.89E-17	2.87E-15	pseudobulk	edgeR	LRT
Kcnv1	0.50644736	5.060546147	71.06062819	3.46E-17	3.43E-15	pseudobulk	edgeR	LRT
Gmds	-0.287438323	7.454263631	70.78967046	3.97E-17	3.92E-15	pseudobulk	edgeR	LRT
Usp29	0.347708338	7.615961939	70.77993565	3.99E-17	3.93E-15	pseudobulk	edgeR	LRT
Tmem196	0.362405435	6.234670605	70.18026676	5.41E-17	5.27E-15	pseudobulk	edgeR	LRT
Cdh7	-0.630483384	5.540937355	70.17055069	5.44E-17	5.27E-15	pseudobulk	edgeR	LRT
Madd	0.287706066	7.037399744	70.1694714	5.44E-17	5.27E-15	pseudobulk	edgeR	LRT
Celsr2	0.486833137	4.995737131	69.99855696	5.93E-17	5.70E-15	pseudobulk	edgeR	LRT
Kctd16	0.210073797	9.645058229	69.95567359	6.07E-17	5.80E-15	pseudobulk	edgeR	LRT
Tmem44	-0.595245798	4.510150828	68.95351909	1.01E-16	9.60E-15	pseudobulk	edgeR	LRT
Kalrn	0.175403268	10.92528215	68.78800134	1.10E-16	1.04E-14	pseudobulk	edgeR	LRT
Prkd1	-0.512837016	5.909058548	68.49214703	1.27E-16	1.20E-14	pseudobulk	edgeR	LRT
B3galt2	0.401258351	5.800729839	68.38615804	1.34E-16	1.27E-14	pseudobulk	edgeR	LRT
Frmd4a	-0.188179564	10.22142696	68.2225884	1.46E-16	1.37E-14	pseudobulk	edgeR	LRT
Kcnb2	-0.212246955	9.362043008	68.0137352	1.62E-16	1.52E-14	pseudobulk	edgeR	LRT
Efcab6	-0.549289533	4.707092875	67.60078256	2.00E-16	1.86E-14	pseudobulk	edgeR	LRT
Cntnap5a	-0.412524563	8.533550387	66.70299326	3.16E-16	2.92E-14	pseudobulk	edgeR	LRT
Ankrd33b	0.274191017	7.539257215	66.59783582	3.33E-16	3.06E-14	pseudobulk	edgeR	LRT
Epb41	0.293249065	6.995638204	66.3623382	3.75E-16	3.44E-14	pseudobulk	edgeR	LRT
Trappc9	0.287369401	7.389933238	66.14051677	4.20E-16	3.83E-14	pseudobulk	edgeR	LRT
Hsp90b1	0.357515272	6.132164886	65.51892291	5.76E-16	5.24E-14	pseudobulk	edgeR	LRT
Neto1	0.202479047	8.98463946	65.38270527	6.17E-16	5.59E-14	pseudobulk	edgeR	LRT
Chrm2	0.657096249	6.379085532	65.33841278	6.31E-16	5.70E-14	pseudobulk	edgeR	LRT
Adcy2	0.229815257	9.627545448	65.29561661	6.45E-16	5.80E-14	pseudobulk	edgeR	LRT
R3hdm2	0.227475731	8.4141903	65.16000369	6.91E-16	6.19E-14	pseudobulk	edgeR	LRT
Mdh1	0.322196015	6.706559637	65.01275556	7.44E-16	6.65E-14	pseudobulk	edgeR	LRT
Slc24a4	-0.439838	5.620919208	64.93011461	7.76E-16	6.91E-14	pseudobulk	edgeR	LRT
Snhg4	-0.553266653	4.518675743	64.91185487	7.83E-16	6.95E-14	pseudobulk	edgeR	LRT
L3mbtl4	-0.394880394	7.048058747	64.48837708	9.71E-16	8.58E-14	pseudobulk	edgeR	LRT
Syt11	0.24879516	7.576770784	64.41642382	1.01E-15	8.87E-14	pseudobulk	edgeR	LRT
Rims2	0.184010691	10.09753498	64.29617546	1.07E-15	9.39E-14	pseudobulk	edgeR	LRT
Adcy9	0.218089643	8.370208244	63.82437058	1.36E-15	1.19E-13	pseudobulk	edgeR	LRT
Tacc1	0.275793424	7.420919938	63.6802129	1.46E-15	1.27E-13	pseudobulk	edgeR	LRT
Lrriq1	-0.603220086	4.508131772	63.43961426	1.65E-15	1.43E-13	pseudobulk	edgeR	LRT
Tle1	-0.606035192	4.546603856	63.37245539	1.71E-15	1.47E-13	pseudobulk	edgeR	LRT
Akap6	0.193616655	9.434585133	63.25078049	1.82E-15	1.56E-13	pseudobulk	edgeR	LRT
Nkain3	-0.34214022	7.850611522	62.75720903	2.34E-15	1.99E-13	pseudobulk	edgeR	LRT
Phf20l1	0.221665445	8.580091052	62.70365691	2.40E-15	2.04E-13	pseudobulk	edgeR	LRT
Ncald	0.249552617	8.811791463	62.64063497	2.48E-15	2.10E-13	pseudobulk	edgeR	LRT
Pde1c	0.498700744	5.504795822	62.57230884	2.57E-15	2.17E-13	pseudobulk	edgeR	LRT
Ndrg4	0.235819143	8.50860982	62.46905002	2.71E-15	2.28E-13	pseudobulk	edgeR	LRT
Tmem59l	0.354077233	5.901807043	61.81026977	3.78E-15	3.17E-13	pseudobulk	edgeR	LRT
Chn2	0.475204689	4.852723727	61.42093649	4.61E-15	3.85E-13	pseudobulk	edgeR	LRT
