gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type
Ccni	-0.145338413	5.606501029	2.8630752	0.090634075	0.481656821	pseudobulk	edgeR	LRT
Chchd10	0.168489334	4.890727204	2.858015001	0.090919632	0.482559645	pseudobulk	edgeR	LRT
Armh4	-0.167716857	5.032164906	2.857934927	0.090924159	0.482559645	pseudobulk	edgeR	LRT
Mta3	-0.123931278	6.510383619	2.855167428	0.091080756	0.483173056	pseudobulk	edgeR	LRT
Yars	-0.144424395	5.366568062	2.851571177	0.091284686	0.484145861	pseudobulk	edgeR	LRT
U2surp	0.103230452	6.843724472	2.850231816	0.091360762	0.48432784	pseudobulk	edgeR	LRT
Mcrs1	0.197982774	4.518812998	2.849881501	0.091380672	0.48432784	pseudobulk	edgeR	LRT
Suclg1	-0.168545507	5.120699967	2.848557624	0.091455954	0.484508845	pseudobulk	edgeR	LRT
Cradd	0.241083762	4.553413824	2.846273369	0.091586008	0.484761796	pseudobulk	edgeR	LRT
Fgfr1op2	-0.152412096	5.193515438	2.844539665	0.091684849	0.484877334	pseudobulk	edgeR	LRT
Nhsl2	-0.188198345	5.886873817	2.844446542	0.091690162	0.484877334	pseudobulk	edgeR	LRT
Gmcl1	0.118158126	6.394415976	2.84237168	0.091808614	0.485177014	pseudobulk	edgeR	LRT
Wdr11	0.152669528	5.235579589	2.840932048	0.091890898	0.485272199	pseudobulk	edgeR	LRT
Zmym3	0.147190357	5.452529945	2.83994188	0.09194754	0.485366813	pseudobulk	edgeR	LRT
Cd47	0.100977547	7.260606013	2.836629904	0.092137273	0.485824085	pseudobulk	edgeR	LRT
Cnot6	0.146666008	5.596933809	2.833774177	0.09230121	0.486361936	pseudobulk	edgeR	LRT
Cbx4	0.184042611	4.727613697	2.833179667	0.092335379	0.486433183	pseudobulk	edgeR	LRT
Stambpl1	0.11337721	6.766348716	2.829638266	0.092539201	0.487397952	pseudobulk	edgeR	LRT
Cdh11	0.101221831	7.995766249	2.827188773	0.092680466	0.48781481	pseudobulk	edgeR	LRT
Hlf	-0.163834362	5.056102188	2.822624295	0.092944329	0.488691047	pseudobulk	edgeR	LRT
Cd81	0.135254166	5.563990481	2.821867903	0.092988133	0.488691047	pseudobulk	edgeR	LRT
Slc25a25	0.147734149	5.48729075	2.81716383	0.09326106	0.489667332	pseudobulk	edgeR	LRT
Cntn4	0.118231429	10.42133114	2.815307098	0.093369026	0.490015792	pseudobulk	edgeR	LRT
Cfap74	-0.2390269	4.524765183	2.81367029	0.093464317	0.490380486	pseudobulk	edgeR	LRT
Trmt2a	0.172872926	4.824477413	2.81226282	0.09354634	0.490509288	pseudobulk	edgeR	LRT
Kif5a	0.102813739	7.248579876	2.80850438	0.093765756	0.491441035	pseudobulk	edgeR	LRT
Ebf4	-0.180967929	4.647216672	2.80644809	0.093886038	0.491852607	pseudobulk	edgeR	LRT
Snapc3	-0.130599241	6.718796046	2.803830418	0.094039401	0.492372768	pseudobulk	edgeR	LRT
Grik1	-0.095714434	10.83700891	2.803561655	0.094055163	0.492372768	pseudobulk	edgeR	LRT
Pphln1	-0.171928981	5.045024784	2.801137966	0.094197429	0.492372768	pseudobulk	edgeR	LRT
Jmy	0.123489475	6.119747147	2.801100732	0.094199617	0.492372768	pseudobulk	edgeR	LRT
Tsga10	-0.12160212	6.200736588	2.797918225	0.094386785	0.493159963	pseudobulk	edgeR	LRT
Pstk	-0.125198046	5.921224592	2.796476571	0.094471704	0.493384811	pseudobulk	edgeR	LRT
Kcnc3	-0.134795137	6.205597838	2.795283804	0.094542026	0.493519288	pseudobulk	edgeR	LRT
Gcfc2	-0.180915672	4.63041761	2.793306097	0.094658751	0.493705005	pseudobulk	edgeR	LRT
Dnmt3a	0.106701114	6.865658056	2.791599092	0.094759624	0.49401239	pseudobulk	edgeR	LRT
Matr3	0.216630379	4.544170322	2.789483022	0.094884834	0.494506523	pseudobulk	edgeR	LRT
Ncs1	-0.152371519	5.97286751	2.788591878	0.094937618	0.494506523	pseudobulk	edgeR	LRT
Dnajc10	0.135998053	6.171608205	2.787239766	0.095017766	0.494701337	pseudobulk	edgeR	LRT
Hint1	-0.186304299	4.675635249	2.782482088	0.09530037	0.495686615	pseudobulk	edgeR	LRT
P3h3	0.170421846	4.831927572	2.782296798	0.095311395	0.495686615	pseudobulk	edgeR	LRT
Stmn1	0.130890306	5.773866651	2.781403956	0.095364538	0.495686615	pseudobulk	edgeR	LRT
Insig2	-0.17285528	5.164730461	2.779494601	0.095478294	0.495686615	pseudobulk	edgeR	LRT
Brwd3	-0.139241554	5.703862162	2.778091511	0.095561981	0.495686615	pseudobulk	edgeR	LRT
Slc25a33	-0.175392163	4.822675228	2.77706831	0.09562306	0.495686615	pseudobulk	edgeR	LRT
Dmac2	-0.170609884	4.819749651	2.775827021	0.095697215	0.495686615	pseudobulk	edgeR	LRT
Ndufa12	-0.204354729	4.622266516	2.774319313	0.09578737	0.495686615	pseudobulk	edgeR	LRT
Tab2	0.121959417	6.168596449	2.772152698	0.095917088	0.495686615	pseudobulk	edgeR	LRT
Stk24	-0.164338928	5.347957206	2.772064421	0.095922377	0.495686615	pseudobulk	edgeR	LRT
Sybu	-0.092041653	7.804090771	2.753771312	0.097025329	0.498434308	pseudobulk	edgeR	LRT
Mpc2	-0.144961262	5.55765012	2.748796599	0.097327656	0.499571251	pseudobulk	edgeR	LRT
Tox4	-0.150884465	5.204292621	2.748151022	0.097366965	0.499571251	pseudobulk	edgeR	LRT
Usp54	-0.136607865	5.497258746	2.746441303	0.097471152	0.499743826	pseudobulk	edgeR	LRT
Wdr34	-0.172686046	4.720186984	2.742287308	0.097724796	0.500717371	pseudobulk	edgeR	LRT
Arntl	0.140189548	5.791374124	2.74105914	0.097799926	0.500775583	pseudobulk	edgeR	LRT
Hcn2	0.147946701	5.635454047	2.73892817	0.097930432	0.501117083	pseudobulk	edgeR	LRT
Fbxl4	-0.144796681	5.56267382	2.737731905	0.098003778	0.501355844	pseudobulk	edgeR	LRT
Ankfy1	-0.124663949	6.393611372	2.733795883	0.098245527	0.501844684	pseudobulk	edgeR	LRT
Kcnd3	0.125304844	7.865163421	2.729571001	0.098505742	0.50268638	pseudobulk	edgeR	LRT
Cpped1	-0.179410228	4.827809237	2.72873743	0.098557171	0.50268638	pseudobulk	edgeR	LRT
Ap3s1	-0.132511639	5.894883022	2.726988973	0.098665142	0.503128154	pseudobulk	edgeR	LRT
Ddx1	-0.144001195	5.744834037	2.724634086	0.098810765	0.50354376	pseudobulk	edgeR	LRT
Egr1	-0.15527211	5.344661354	2.722692322	0.098931017	0.503641614	pseudobulk	edgeR	LRT
Epc1	0.09835517	7.086496887	2.720923268	0.099040713	0.503907761	pseudobulk	edgeR	LRT
Tram1	0.168073966	4.8297296	2.71839653	0.099197621	0.503911309	pseudobulk	edgeR	LRT
Mapre2	-0.113345751	6.912068152	2.717544858	0.09925057	0.503911309	pseudobulk	edgeR	LRT
Fam227a	-0.169615306	4.910231897	2.715879297	0.099354209	0.503911309	pseudobulk	edgeR	LRT
Pebp1	0.191746441	4.915051869	2.715560925	0.099374033	0.503911309	pseudobulk	edgeR	LRT
Tug1	0.173585938	4.921244283	2.715183846	0.099397518	0.503911309	pseudobulk	edgeR	LRT
Ripor1	0.146380771	5.341137704	2.714870654	0.099417029	0.503911309	pseudobulk	edgeR	LRT
Zkscan3	-0.119678283	6.126249675	2.714517861	0.099439012	0.503911309	pseudobulk	edgeR	LRT
Cops2	0.137550633	5.562093706	2.713648593	0.099493199	0.504077478	pseudobulk	edgeR	LRT
Gm12353	0.17141893	5.342863889	2.71290906	0.099539324	0.504145881	pseudobulk	edgeR	LRT
Ptpn12	-0.117901254	6.587084334	2.712594739	0.099558936	0.504145881	pseudobulk	edgeR	LRT
G2e3	0.189788239	4.542328536	2.712403049	0.099570898	0.504145881	pseudobulk	edgeR	LRT
Cop1	-0.104034938	7.273901984	2.709980505	0.09972221	0.50469507	pseudobulk	edgeR	LRT
Fbxo8	-0.120868296	6.210590259	2.707848738	0.099855568	0.50504451	pseudobulk	edgeR	LRT
Nup50	0.188533336	4.809288889	2.705556102	0.099999207	0.505445466	pseudobulk	edgeR	LRT
Ctdp1	0.181028059	4.93368536	2.701735066	0.100239105	0.506349175	pseudobulk	edgeR	LRT
Arhgef9	0.097979125	7.513263251	2.699233525	0.100396502	0.506546805	pseudobulk	edgeR	LRT
Cuedc2	0.159200898	5.088418033	2.697259386	0.100520904	0.506886127	pseudobulk	edgeR	LRT
Reck	-0.200678769	4.950015877	2.696561528	0.100564921	0.506891094	pseudobulk	edgeR	LRT
Klhl2	0.120985365	6.008914077	2.694911231	0.100669096	0.507012837	pseudobulk	edgeR	LRT
Herc4	-0.108349303	6.588950468	2.690889389	0.100923468	0.507759035	pseudobulk	edgeR	LRT
Serbp1	0.115946912	6.381474694	2.690769033	0.100931091	0.507759035	pseudobulk	edgeR	LRT
Tra2a	0.097718428	7.907746382	2.687947961	0.101109951	0.508333189	pseudobulk	edgeR	LRT
Vstm5	-0.161802968	5.156458544	2.686463936	0.101204179	0.508698368	pseudobulk	edgeR	LRT
Rsbn1l	0.127165735	5.997439005	2.684118863	0.101353275	0.509141401	pseudobulk	edgeR	LRT
Cdk14	0.108608631	8.193544268	2.68405792	0.101357153	0.509141401	pseudobulk	edgeR	LRT
Ddx10	-0.112725908	6.558931892	2.683247086	0.101408763	0.509292058	pseudobulk	edgeR	LRT
Lrrc8b	0.105406852	6.860234584	2.681296262	0.101533051	0.509807575	pseudobulk	edgeR	LRT
Ube2ql1	0.147943392	5.205082579	2.67921035	0.101666129	0.510062806	pseudobulk	edgeR	LRT
Sh3kbp1	-0.111067224	7.447120921	2.679005239	0.101679226	0.510062806	pseudobulk	edgeR	LRT
Map1s	-0.18095532	4.568959273	2.677195665	0.101794845	0.510062806	pseudobulk	edgeR	LRT
Fbrsl1	0.138641083	6.193627918	2.677143678	0.101798169	0.510062806	pseudobulk	edgeR	LRT
Arl6ip1	0.169793685	5.106452541	2.675447368	0.101906686	0.510269843	pseudobulk	edgeR	LRT
Dnajb6	-0.125096657	5.775541524	2.674120956	0.101991628	0.51036615	pseudobulk	edgeR	LRT
Mdga2	0.090046013	11.40728219	2.673456061	0.102034236	0.51036615	pseudobulk	edgeR	LRT
Gpm6b	0.106498084	7.193209357	2.666812858	0.102461021	0.511929521	pseudobulk	edgeR	LRT
Tsg101	-0.154588087	5.040913335	2.666103491	0.102506709	0.511929521	pseudobulk	edgeR	LRT
Ift88	-0.121155509	5.893055751	2.664631826	0.102601564	0.51211658	pseudobulk	edgeR	LRT
Rell2	0.129499063	6.133789695	2.663145452	0.102697466	0.512378143	pseudobulk	edgeR	LRT
Gpr89	-0.171659001	5.125145439	2.661997	0.102771631	0.512639606	pseudobulk	edgeR	LRT
Wdr26	0.108744379	6.540347084	2.659410106	0.102938904	0.513213032	pseudobulk	edgeR	LRT
Rad54l2	-0.136014857	5.624088356	2.65800822	0.103029677	0.513377313	pseudobulk	edgeR	LRT
Rbm45	-0.153604087	5.084963515	2.657354109	0.103072061	0.513377313	pseudobulk	edgeR	LRT
Akr1e1	-0.193806906	4.575752772	2.656532139	0.103125349	0.513387646	pseudobulk	edgeR	LRT
Ccdc148	-0.119774764	6.848925593	2.656093343	0.103153808	0.513387646	pseudobulk	edgeR	LRT
Etl4	-0.082497454	11.34668775	2.655977818	0.103161302	0.513387646	pseudobulk	edgeR	LRT
Brd3	0.17434773	4.984546697	2.654505849	0.103256841	0.513754574	pseudobulk	edgeR	LRT
Osbpl10	-0.121261572	6.096064431	2.652746154	0.103371181	0.513827977	pseudobulk	edgeR	LRT
R3hcc1l	-0.17902206	5.076402961	2.650363817	0.1035262	0.514117569	pseudobulk	edgeR	LRT
Fbxw7	0.101896596	7.133377929	2.647999525	0.103680297	0.514340726	pseudobulk	edgeR	LRT
Elovl6	-0.134367238	6.657635677	2.64283345	0.104017879	0.51493112	pseudobulk	edgeR	LRT
Smarca5	0.12594818	6.154538686	2.639091808	0.104263131	0.515820056	pseudobulk	edgeR	LRT
Lmbrd1	0.102200489	7.173853728	2.637785136	0.104348928	0.516136134	pseudobulk	edgeR	LRT
Aco1	-0.206139118	4.674221041	2.636247383	0.104449998	0.51622123	pseudobulk	edgeR	LRT
Dgki	0.079264949	9.325961182	2.635519589	0.10449787	0.51622123	pseudobulk	edgeR	LRT
Ndufv1	-0.131728709	5.704367743	2.634835581	0.104542883	0.51622123	pseudobulk	edgeR	LRT
Celsr3	0.154134106	5.035340239	2.634716454	0.104550725	0.51622123	pseudobulk	edgeR	LRT
Atxn2l	0.110668671	6.561301165	2.629630443	0.104886124	0.517489463	pseudobulk	edgeR	LRT
Gclc	-0.142184314	5.625797377	2.628838298	0.104938468	0.517547542	pseudobulk	edgeR	LRT
Phtf1	-0.117295779	6.537878419	2.628290761	0.104974665	0.517547542	pseudobulk	edgeR	LRT
Col4a2	-0.15996454	5.195569525	2.627437532	0.105031099	0.517554418	pseudobulk	edgeR	LRT
Ldlrad3	0.152956785	5.551151465	2.62599845	0.105126358	0.517915489	pseudobulk	edgeR	LRT
Cherp	0.165841626	5.00819944	2.619865901	0.105533359	0.518374418	pseudobulk	edgeR	LRT
Osbpl1a	-0.095082408	7.217606173	2.61578613	0.105805079	0.519521022	pseudobulk	edgeR	LRT
Parp6	0.109838392	6.75888063	2.60870588	0.106278459	0.521235892	pseudobulk	edgeR	LRT
Zfp804b	0.107645144	9.724324989	2.608577324	0.106287076	0.521235892	pseudobulk	edgeR	LRT
Cers5	0.132913485	5.851983111	2.607023545	0.10639128	0.52163833	pseudobulk	edgeR	LRT
B3gat1	0.114077842	6.43672619	2.606117521	0.106452095	0.521744951	pseudobulk	edgeR	LRT
Pogz	0.127203623	6.007074093	2.604319105	0.106572921	0.522094292	pseudobulk	edgeR	LRT
Psmb7	-0.148401472	5.165685503	2.603702488	0.106614383	0.522188826	pseudobulk	edgeR	LRT
Sec23b	-0.239013624	4.547117796	2.602726917	0.106680018	0.522401691	pseudobulk	edgeR	LRT
Eif4g3	0.091740805	8.404739705	2.60196156	0.106731541	0.522453602	pseudobulk	edgeR	LRT
Sf1	0.115918717	6.535832744	2.598709966	0.106950738	0.523103815	pseudobulk	edgeR	LRT
Tbc1d30	0.111360373	6.691110117	2.598622774	0.106956623	0.523103815	pseudobulk	edgeR	LRT
Lgi3	-0.183915265	5.134298655	2.596680138	0.107087824	0.523528129	pseudobulk	edgeR	LRT
Gabra3	-0.108910428	6.888419914	2.59524446	0.1071849	0.523676704	pseudobulk	edgeR	LRT
Prrc2c	0.096266126	7.926323408	2.593874786	0.107277603	0.523911218	pseudobulk	edgeR	LRT
Sap30bp	-0.176831904	4.623950001	2.592667281	0.107359403	0.52398595	pseudobulk	edgeR	LRT
Miga1	-0.109556669	6.442241057	2.585637232	0.107837002	0.525307921	pseudobulk	edgeR	LRT
Cacng8	0.164672226	5.403296114	2.583617962	0.107974615	0.525573132	pseudobulk	edgeR	LRT
Acaca	-0.106984539	7.238541544	2.580651072	0.108177159	0.526258199	pseudobulk	edgeR	LRT
Jmjd1c	0.097213693	8.227062651	2.580374049	0.108196092	0.526258199	pseudobulk	edgeR	LRT
Pcdh11x	-0.127834272	7.883906759	2.579766103	0.108237655	0.526258199	pseudobulk	edgeR	LRT
Tmco3	0.193160021	4.528140803	2.577686502	0.108379961	0.526458454	pseudobulk	edgeR	LRT
Ttbk1	0.142808756	5.621620417	2.577242854	0.108410346	0.526478107	pseudobulk	edgeR	LRT
Frmpd4	0.132304614	10.74457365	2.576974923	0.108428701	0.526478107	pseudobulk	edgeR	LRT
Aff3	0.09340159	8.479025487	2.575960676	0.108498215	0.526663488	pseudobulk	edgeR	LRT
Gnal	-0.099272864	6.88096547	2.574149319	0.108622481	0.526787722	pseudobulk	edgeR	LRT
Lrp11	0.12089904	5.93523804	2.572275171	0.10875122	0.527106705	pseudobulk	edgeR	LRT
Ppm1d	-0.164387621	4.941020986	2.569866001	0.108916958	0.527435684	pseudobulk	edgeR	LRT
Cbl	-0.116739815	6.05135109	2.566417863	0.109154653	0.528152488	pseudobulk	edgeR	LRT
Thap4	-0.166977888	4.779531347	2.562988237	0.109391637	0.528940762	pseudobulk	edgeR	LRT
Dgcr8	0.126604703	5.643626287	2.56276078	0.109407374	0.528940762	pseudobulk	edgeR	LRT
Zfp933	-0.165802444	4.922248289	2.560487679	0.10956478	0.529375854	pseudobulk	edgeR	LRT
Abcb9	-0.166034447	5.168736498	2.559964488	0.109601045	0.529442491	pseudobulk	edgeR	LRT
Il6st	-0.187004402	4.84624562	2.559102513	0.109660822	0.529622652	pseudobulk	edgeR	LRT
Hcrtr2	0.154105367	5.90328105	2.555306248	0.109924512	0.530401303	pseudobulk	edgeR	LRT
Hook2	-0.13588772	5.561679901	2.554092993	0.110008932	0.530651194	pseudobulk	edgeR	LRT
Dpp10	0.166989519	10.98716343	2.553525924	0.110048414	0.530732976	pseudobulk	edgeR	LRT
Pkn2	-0.101074916	6.993851429	2.548569595	0.110394161	0.531964826	pseudobulk	edgeR	LRT
Kcnk12	-0.161183857	4.93582563	2.54755813	0.110464866	0.532087871	pseudobulk	edgeR	LRT
Atp5a1	0.098081541	6.907263753	2.54648883	0.110539668	0.532330353	pseudobulk	edgeR	LRT
Ddx17	0.090710149	8.008588921	2.543949769	0.11071751	0.532542632	pseudobulk	edgeR	LRT
Tbck	0.111448479	6.656141641	2.539292551	0.11104453	0.533170165	pseudobulk	edgeR	LRT
Zfp983	-0.16413078	4.801107777	2.536031521	0.111274146	0.533585918	pseudobulk	edgeR	LRT
Sars	0.10284419	6.5216451	2.535589705	0.111305296	0.533626671	pseudobulk	edgeR	LRT
Smyd2	-0.153033558	5.222360027	2.534992847	0.111347391	0.533719875	pseudobulk	edgeR	LRT
Trps1	-0.134115601	8.215939773	2.534101584	0.111410283	0.533804121	pseudobulk	edgeR	LRT
Pja1	0.157008095	5.393410781	2.5285106	0.111805705	0.534874254	pseudobulk	edgeR	LRT
Ccdc85a	-0.084760144	8.61058099	2.524473595	0.112092182	0.535252953	pseudobulk	edgeR	LRT
Actr3b	-0.122144548	6.097183497	2.52447341	0.112092195	0.535252953	pseudobulk	edgeR	LRT
Man2a1	0.121182532	6.747511099	2.523739766	0.112144343	0.535252953	pseudobulk	edgeR	LRT
Cntn2	-0.164922604	5.157789723	2.521036126	0.112336751	0.535628723	pseudobulk	edgeR	LRT
Mark3	0.09009578	7.507270691	2.519436044	0.112450794	0.535642626	pseudobulk	edgeR	LRT
Eif3c	0.137668032	5.622929878	2.515126837	0.112758561	0.53673495	pseudobulk	edgeR	LRT
Sun1	0.124819063	6.008944378	2.512603699	0.112939195	0.536979717	pseudobulk	edgeR	LRT
Exoc2	-0.109192555	6.559971413	2.507909616	0.1132761	0.537536095	pseudobulk	edgeR	LRT
Cope	-0.131899356	5.442832019	2.507838014	0.113281247	0.537536095	pseudobulk	edgeR	LRT
Adcy3	0.136287617	5.398857014	2.50662333	0.113368612	0.537536095	pseudobulk	edgeR	LRT
Trpc6	0.125425192	6.689084686	2.504920106	0.11349124	0.537975881	pseudobulk	edgeR	LRT
Prkag2	-0.130569591	6.643745492	2.503114848	0.113621374	0.538230782	pseudobulk	edgeR	LRT
Pcmtd2	0.110852717	6.490779769	2.501364244	0.113747725	0.538506527	pseudobulk	edgeR	LRT
Plxna4	0.09205654	9.3887502	2.498766075	0.113935536	0.539087936	pseudobulk	edgeR	LRT
Ppp4r3b	0.103678817	6.695805617	2.498501724	0.113954664	0.539087936	pseudobulk	edgeR	LRT
Slc12a2	0.139849941	5.32423707	2.49736729	0.114036789	0.53915166	pseudobulk	edgeR	LRT
Cplx2	0.174184933	4.963459682	2.496213662	0.114120372	0.539176572	pseudobulk	edgeR	LRT
Smc6	-0.128574303	6.08796528	2.494768814	0.114225148	0.539176572	pseudobulk	edgeR	LRT
Fbxo3	-0.112887599	6.341967153	2.494267162	0.114261552	0.539240364	pseudobulk	edgeR	LRT
Dpf2	0.150772902	5.045122827	2.492176999	0.114413366	0.539440963	pseudobulk	edgeR	LRT
Mbip	-0.133934454	5.988708975	2.491971843	0.114428279	0.539440963	pseudobulk	edgeR	LRT
Rab2a	0.104170312	6.790333141	2.491290025	0.114477857	0.539440963	pseudobulk	edgeR	LRT
Apex2	-0.101381976	6.986461746	2.491044525	0.114495714	0.539440963	pseudobulk	edgeR	LRT
Fkbp5	0.178267469	4.900533891	2.48942686	0.114613456	0.539819753	pseudobulk	edgeR	LRT
Krit1	-0.095028487	7.109458345	2.486009657	0.114862616	0.540669007	pseudobulk	edgeR	LRT
Kalrn	0.094181295	9.542697206	2.482756336	0.115100383	0.54124749	pseudobulk	edgeR	LRT
Psmc6	-0.121702861	6.219068835	2.480972508	0.115230983	0.541496613	pseudobulk	edgeR	LRT
Fhod3	-0.098591906	7.169955188	2.478877256	0.115384593	0.541934933	pseudobulk	edgeR	LRT
Car11	0.107790432	6.319131463	2.477523289	0.115483977	0.542077506	pseudobulk	edgeR	LRT
Wdfy3	0.093229779	7.97535926	2.47468919	0.115692311	0.542839107	pseudobulk	edgeR	LRT
Epb41l2	-0.162117616	5.615854815	2.473420591	0.1157857	0.543169117	pseudobulk	edgeR	LRT
Sirt7	0.17189749	4.90510024	2.471096834	0.115956981	0.543756075	pseudobulk	edgeR	LRT
Map3k9	-0.13619408	5.555041031	2.46667412	0.116283747	0.543957184	pseudobulk	edgeR	LRT
Ube2e1	-0.149041127	5.10979493	2.466450601	0.116300289	0.543957184	pseudobulk	edgeR	LRT
Nucks1	0.149328917	4.98284783	2.465220634	0.116391358	0.544168288	pseudobulk	edgeR	LRT
Gpr45	-0.118450249	6.037223582	2.460830329	0.116717068	0.544893377	pseudobulk	edgeR	LRT
Elp2	-0.139933704	5.578992045	2.460636416	0.116731477	0.544893377	pseudobulk	edgeR	LRT
Arx	0.117036229	5.88619816	2.459636718	0.116805794	0.545024303	pseudobulk	edgeR	LRT
Rap1gap2	0.12936385	5.763713623	2.457000983	0.117001984	0.545671178	pseudobulk	edgeR	LRT
Ttc3	0.079559714	9.363871888	2.455407461	0.117120773	0.54584536	pseudobulk	edgeR	LRT
Rspo2	0.182575915	5.865922072	2.453834208	0.117238182	0.546062	pseudobulk	edgeR	LRT
Birc6	0.093944832	8.157857549	2.451842049	0.117387041	0.546437718	pseudobulk	edgeR	LRT
Wdr35	-0.150910836	5.230386796	2.449817474	0.117538535	0.546818788	pseudobulk	edgeR	LRT
Rnf115	-0.128247497	5.718968381	2.446462616	0.117790047	0.547556378	pseudobulk	edgeR	LRT
Magi1	0.088216113	9.563476588	2.446151363	0.117813412	0.547556949	pseudobulk	edgeR	LRT
Ube2d2a	0.095553203	6.821929209	2.444193873	0.117960471	0.548132296	pseudobulk	edgeR	LRT
Vamp4	0.159752319	5.230210667	2.44317008	0.118037466	0.54820337	pseudobulk	edgeR	LRT
Cnksr2	0.10181056	8.470670418	2.443073488	0.118044733	0.54820337	pseudobulk	edgeR	LRT
Akr1a1	0.165991372	4.977544187	2.441144242	0.118189984	0.548460017	pseudobulk	edgeR	LRT
Kmt5b	0.116966645	6.040148789	2.440728404	0.118221318	0.548478933	pseudobulk	edgeR	LRT
Mipep	-0.198347095	4.771027168	2.440086746	0.118269685	0.548595297	pseudobulk	edgeR	LRT
Efna5	0.093270026	8.277929168	2.439047184	0.118348093	0.548651848	pseudobulk	edgeR	LRT
Epb41l4b	-0.13682847	6.079840073	2.43904377	0.11834835	0.548651848	pseudobulk	edgeR	LRT
Elfn2	0.190795768	4.599970767	2.438659423	0.118377354	0.548662617	pseudobulk	edgeR	LRT
Hmgn3	-0.116181819	6.061701355	2.436962887	0.118505472	0.549040395	pseudobulk	edgeR	LRT
Bzw2	-0.109719796	6.284048267	2.43471762	0.118675264	0.549610879	pseudobulk	edgeR	LRT
Grik2	0.075819141	11.50764499	2.431106551	0.118948906	0.550553492	pseudobulk	edgeR	LRT
Zmym6	-0.107109182	6.376161299	2.427728279	0.119205539	0.551303466	pseudobulk	edgeR	LRT
Abce1	-0.138962211	5.477466039	2.427433708	0.119227945	0.551303466	pseudobulk	edgeR	LRT
Rgs7bp	0.087122213	8.805769199	2.424728488	0.119433934	0.552028815	pseudobulk	edgeR	LRT
Bclaf3	-0.14464558	5.391228939	2.424450698	0.119455108	0.552028815	pseudobulk	edgeR	LRT
Tbc1d9	0.095953147	6.993095958	2.419702936	0.11981765	0.552920445	pseudobulk	edgeR	LRT
Trappc6b	-0.144121784	5.208772519	2.419464707	0.119835873	0.552920445	pseudobulk	edgeR	LRT
Ccdc50	0.10235923	6.525473043	2.419448895	0.119837083	0.552920445	pseudobulk	edgeR	LRT
Cdc123	-0.146384266	5.468243386	2.419158814	0.119859277	0.552920445	pseudobulk	edgeR	LRT
Akap7	0.105001148	6.690126511	2.417734775	0.119968297	0.553206715	pseudobulk	edgeR	LRT
Mapt	0.090386083	7.752656345	2.41590795	0.120108313	0.553743983	pseudobulk	edgeR	LRT
Atg3	-0.144996672	5.615330516	2.412109949	0.120399989	0.554625303	pseudobulk	edgeR	LRT
Siah3	0.112569201	6.212445602	2.411777031	0.120425594	0.554625303	pseudobulk	edgeR	LRT
Nav1	0.091284571	8.003830721	2.408424832	0.120683746	0.555316655	pseudobulk	edgeR	LRT
P2rx4	0.206578393	4.527570646	2.40748818	0.120755987	0.555425671	pseudobulk	edgeR	LRT
Ubap2	-0.134811038	5.719925537	2.40434267	0.12099894	0.556079512	pseudobulk	edgeR	LRT
Tmlhe	-0.125242651	5.753712287	2.402884495	0.12111175	0.55619332	pseudobulk	edgeR	LRT
Ubqln4	-0.156360699	5.084035201	2.401599721	0.121211242	0.55641665	pseudobulk	edgeR	LRT
Dlgap2	0.074684647	11.17840687	2.399294557	0.12138998	0.556557885	pseudobulk	edgeR	LRT
Atf2	-0.093116203	7.11344628	2.398497677	0.121451836	0.556557885	pseudobulk	edgeR	LRT
Itm2c	0.158628016	5.055143252	2.397321014	0.121543236	0.556557885	pseudobulk	edgeR	LRT
Phka2	-0.099295492	7.104384601	2.39617151	0.1216326	0.556632173	pseudobulk	edgeR	LRT
Marchf7	0.109391379	6.101333735	2.39577535	0.121663415	0.55666506	pseudobulk	edgeR	LRT
Serpini1	0.115673528	8.463922642	2.392619412	0.121909206	0.557129161	pseudobulk	edgeR	LRT
Ube2k	-0.093219931	7.477822939	2.390746476	0.122055334	0.557591935	pseudobulk	edgeR	LRT
Kras	-0.106877843	6.566211915	2.389258104	0.122171596	0.557732398	pseudobulk	edgeR	LRT
Smarcd3	-0.124872658	5.676144965	2.389140653	0.122180776	0.557732398	pseudobulk	edgeR	LRT
Maf1	0.186329863	4.531805152	2.388458804	0.122234084	0.557753841	pseudobulk	edgeR	LRT
Tiprl	-0.126003404	5.623004452	2.386946862	0.12235238	0.557975169	pseudobulk	edgeR	LRT
Gm46102	0.183676591	5.743348803	2.385729035	0.122447757	0.558194022	pseudobulk	edgeR	LRT
Nfia	0.137401836	6.073108947	2.383375229	0.122632334	0.558679406	pseudobulk	edgeR	LRT
Map2	0.082158966	9.294055492	2.383161761	0.122649089	0.558679406	pseudobulk	edgeR	LRT
Brsk1	0.131355222	5.403883408	2.380501434	0.122858106	0.559102891	pseudobulk	edgeR	LRT
Canx	0.10929171	6.372566177	2.380468214	0.122860718	0.559102891	pseudobulk	edgeR	LRT
Sbno1	0.097096609	6.75606599	2.379044932	0.122972708	0.559424263	pseudobulk	edgeR	LRT
Txnl1	-0.113946761	6.081972509	2.378967167	0.12297883	0.559424263	pseudobulk	edgeR	LRT
Laptm4a	0.130125643	5.571519944	2.37826339	0.123034251	0.559568324	pseudobulk	edgeR	LRT
