gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type
Mir181a-1hg	2.769280292	8.529598933	1692.931116	0	0	pseudobulk	edgeR	LRT
2810049E08Rik	2.184824088	7.741782169	939.2360953	2.90E-206	3.42E-202	pseudobulk	edgeR	LRT
Gm27032	-3.544196422	5.427349497	865.8845154	2.56E-190	2.01E-186	pseudobulk	edgeR	LRT
Mirg	1.732108326	8.105307476	832.1808296	5.44E-183	3.20E-179	pseudobulk	edgeR	LRT
Gm3764	1.909555949	8.051238006	780.7903993	8.10E-172	3.82E-168	pseudobulk	edgeR	LRT
C130071C03Rik	1.540067252	10.07897788	763.7893707	4.03E-168	1.58E-164	pseudobulk	edgeR	LRT
B830012L14Rik	1.244493668	9.061917593	551.2349588	6.78E-122	2.28E-118	pseudobulk	edgeR	LRT
Lncpint	1.18765814	9.920060532	527.5380353	9.70E-117	2.86E-113	pseudobulk	edgeR	LRT
Gm20732	1.628925132	6.264973585	400.6144741	4.05E-89	1.06E-85	pseudobulk	edgeR	LRT
Gm26936	2.337898585	5.234379582	385.8501175	6.63E-86	1.56E-82	pseudobulk	edgeR	LRT
Mir9-3hg	1.135972066	7.519819556	325.6478334	8.53E-73	1.83E-69	pseudobulk	edgeR	LRT
Vip	1.997586973	6.323811184	315.3896386	1.46E-70	2.87E-67	pseudobulk	edgeR	LRT
Spaca6	1.322945499	6.201007231	238.8286143	7.08E-54	1.19E-50	pseudobulk	edgeR	LRT
Mir124a-1hg	0.689943021	9.423459812	178.9580453	8.18E-41	1.29E-37	pseudobulk	edgeR	LRT
Sorcs3	0.748300716	8.375008867	176.5728156	2.71E-40	4.00E-37	pseudobulk	edgeR	LRT
Erdr1	-0.990485723	6.580494689	172.5569959	2.05E-39	2.83E-36	pseudobulk	edgeR	LRT
5330434G04Rik	0.712905516	9.146607401	163.4921287	1.95E-37	2.56E-34	pseudobulk	edgeR	LRT
Gm49539	1.091898843	5.32071065	138.14933	6.76E-32	8.38E-29	pseudobulk	edgeR	LRT
Gpc1	1.17317529	5.342003635	132.8110516	9.94E-31	1.17E-27	pseudobulk	edgeR	LRT
Vgf	0.762315999	6.402878943	129.2273722	6.05E-30	6.78E-27	pseudobulk	edgeR	LRT
Ftx	0.630037844	8.028084193	122.2762504	2.01E-28	2.06E-25	pseudobulk	edgeR	LRT
C78859	0.929981115	5.564976587	120.9819628	3.86E-28	3.79E-25	pseudobulk	edgeR	LRT
AC149090.1	0.643720567	8.293494218	115.9364282	4.91E-27	4.62E-24	pseudobulk	edgeR	LRT
Gm49317	0.71182761	9.341420245	112.1230523	3.36E-26	3.04E-23	pseudobulk	edgeR	LRT
Maml3	0.730981727	7.286729441	110.5380769	7.47E-26	6.52E-23	pseudobulk	edgeR	LRT
Mir670hg	0.969367079	6.121037595	108.8673371	1.74E-25	1.46E-22	pseudobulk	edgeR	LRT
Npy	0.872922085	6.078778056	107.1265442	4.18E-25	3.39E-22	pseudobulk	edgeR	LRT
Fah	0.528627582	8.660329847	105.1078938	1.16E-24	9.08E-22	pseudobulk	edgeR	LRT
Zbtb16	0.542282213	7.877543961	96.06266471	1.11E-22	8.46E-20	pseudobulk	edgeR	LRT
Adarb2	0.650527324	12.02945388	93.88427589	3.35E-22	2.46E-19	pseudobulk	edgeR	LRT
Prox1	0.773431632	5.577078557	92.3059799	7.43E-22	5.30E-19	pseudobulk	edgeR	LRT
Magi3	0.540634505	7.238749055	86.4406332	1.44E-20	9.98E-18	pseudobulk	edgeR	LRT
Kcnip2	-0.877050932	5.740603797	83.30327894	7.04E-20	4.74E-17	pseudobulk	edgeR	LRT
Lrmda	-1.295397526	4.915512864	74.2270772	6.96E-18	4.43E-15	pseudobulk	edgeR	LRT
Son	0.487092045	7.478503661	70.16166016	5.46E-17	3.39E-14	pseudobulk	edgeR	LRT
Srsf5	0.456530287	7.710577289	69.37899097	8.12E-17	4.91E-14	pseudobulk	edgeR	LRT
Ptprk	0.609237564	6.809421784	67.77113815	1.84E-16	1.08E-13	pseudobulk	edgeR	LRT
Rgs12	0.843892691	5.08350095	65.31751172	6.38E-16	3.58E-13	pseudobulk	edgeR	LRT
Arpp21	0.795154173	7.943137519	63.35014849	1.73E-15	9.48E-13	pseudobulk	edgeR	LRT
Igf1	0.562726295	6.705722765	59.06104255	1.53E-14	8.00E-12	pseudobulk	edgeR	LRT
Hspa8	0.411507848	7.704649856	53.12446313	3.13E-13	1.54E-10	pseudobulk	edgeR	LRT
Gm11683	0.605767614	5.881964787	51.51197178	7.12E-13	3.35E-10	pseudobulk	edgeR	LRT
Dach1	-1.002343899	4.67984259	49.13720344	2.39E-12	1.10E-09	pseudobulk	edgeR	LRT
Cox7a2	-0.549296594	5.720137467	46.8918631	7.50E-12	3.27E-09	pseudobulk	edgeR	LRT
Egfr	0.483097472	7.088724757	44.98758883	1.98E-11	8.49E-09	pseudobulk	edgeR	LRT
4930447C04Rik	-0.563360314	5.750287056	44.51315123	2.53E-11	1.06E-08	pseudobulk	edgeR	LRT
Htr2c	0.782227908	6.815660356	43.30096619	4.69E-11	1.88E-08	pseudobulk	edgeR	LRT
Cfap77	0.575637739	5.49159596	43.27147832	4.76E-11	1.88E-08	pseudobulk	edgeR	LRT
Scg2	0.559310653	6.035958626	43.25869712	4.80E-11	1.88E-08	pseudobulk	edgeR	LRT
9630014M24Rik	0.470796103	6.089004668	43.23295032	4.86E-11	1.88E-08	pseudobulk	edgeR	LRT
Ccnl2	0.424561565	6.792724589	42.95465658	5.60E-11	2.13E-08	pseudobulk	edgeR	LRT
Ptprd	0.57712098	10.85353687	40.91927811	1.59E-10	5.58E-08	pseudobulk	edgeR	LRT
Pde10a	0.334747502	9.792625971	40.91731259	1.59E-10	5.58E-08	pseudobulk	edgeR	LRT
Kcnt2	0.513713713	7.617936209	40.17180354	2.33E-10	8.06E-08	pseudobulk	edgeR	LRT
Nrg1	0.393227993	9.731125731	39.72267203	2.93E-10	9.86E-08	pseudobulk	edgeR	LRT
Kctd8	-0.396310919	8.5764646	39.72080859	2.93E-10	9.86E-08	pseudobulk	edgeR	LRT
Sdk1	0.420479116	8.19140524	39.41576043	3.43E-10	1.12E-07	pseudobulk	edgeR	LRT
Nfib	0.49719303	8.307521855	39.19005888	3.84E-10	1.22E-07	pseudobulk	edgeR	LRT
Pde4b	0.785848373	7.314756334	38.29132416	6.09E-10	1.91E-07	pseudobulk	edgeR	LRT
6330411D24Rik	-0.413517159	8.30541335	38.21606803	6.33E-10	1.96E-07	pseudobulk	edgeR	LRT
Gm47283	-0.497120355	5.799741962	38.14564024	6.57E-10	2.01E-07	pseudobulk	edgeR	LRT
Sorcs1	0.670863962	7.883376664	38.04215554	6.92E-10	2.09E-07	pseudobulk	edgeR	LRT
Il1rapl2	-0.7032976	9.441269643	37.74032196	8.08E-10	2.38E-07	pseudobulk	edgeR	LRT
Nap1l5	0.442492754	6.940100904	37.59668712	8.70E-10	2.51E-07	pseudobulk	edgeR	LRT
Csmd3	0.397961584	9.914985235	37.58668461	8.74E-10	2.51E-07	pseudobulk	edgeR	LRT
Atp1b1	0.332570511	9.185684763	37.23557774	1.05E-09	2.94E-07	pseudobulk	edgeR	LRT
Vwc2l	1.041659167	5.658987481	37.0875336	1.13E-09	3.13E-07	pseudobulk	edgeR	LRT
Arid5b	0.403290827	7.183501935	37.01507958	1.17E-09	3.21E-07	pseudobulk	edgeR	LRT
A230077H06Rik	-0.513117339	5.618395737	35.94782347	2.03E-09	5.49E-07	pseudobulk	edgeR	LRT
Xrcc4	0.425973567	6.172360923	35.62428555	2.39E-09	6.41E-07	pseudobulk	edgeR	LRT
Slc44a5	0.351122197	8.417298514	35.5539735	2.48E-09	6.57E-07	pseudobulk	edgeR	LRT
Rgs11	-0.535209061	5.356549385	33.82322919	6.04E-09	1.56E-06	pseudobulk	edgeR	LRT
Chpf2	0.474845736	5.588188952	33.73451887	6.32E-09	1.62E-06	pseudobulk	edgeR	LRT
5031425E22Rik	-0.366534261	6.80609888	33.68197269	6.49E-09	1.64E-06	pseudobulk	edgeR	LRT
Tcf4	0.278061351	11.11412542	33.08251745	8.83E-09	2.19E-06	pseudobulk	edgeR	LRT
Snhg4	-0.472917267	5.799310321	32.96186467	9.40E-09	2.31E-06	pseudobulk	edgeR	LRT
Dtx3	0.363646694	6.933251039	32.88600268	9.77E-09	2.37E-06	pseudobulk	edgeR	LRT
Ghr	-0.523208173	6.186458211	32.64390538	1.11E-08	2.66E-06	pseudobulk	edgeR	LRT
Tnfaip8l3	0.712930841	4.798990793	32.55291482	1.16E-08	2.74E-06	pseudobulk	edgeR	LRT
2610037D02Rik	-0.426494904	6.23679586	32.08161895	1.48E-08	3.41E-06	pseudobulk	edgeR	LRT
Slc1a2	0.63234382	6.326913727	31.85224945	1.66E-08	3.81E-06	pseudobulk	edgeR	LRT
Caln1	0.404817347	7.278084909	31.71331668	1.79E-08	4.05E-06	pseudobulk	edgeR	LRT
Gm48893	-0.431132651	5.898574344	31.5588908	1.93E-08	4.33E-06	pseudobulk	edgeR	LRT
Sel1l3	0.341519504	7.071085896	31.54418015	1.95E-08	4.33E-06	pseudobulk	edgeR	LRT
Ext1	0.351923747	7.880119081	31.37799969	2.12E-08	4.68E-06	pseudobulk	edgeR	LRT
Dlx1	0.470128527	5.596943273	31.22511487	2.30E-08	4.97E-06	pseudobulk	edgeR	LRT
Hsp90b1	0.381746776	6.379573784	31.22239106	2.30E-08	4.97E-06	pseudobulk	edgeR	LRT
Cdk8	0.356887656	8.821443141	31.10634303	2.44E-08	5.23E-06	pseudobulk	edgeR	LRT
Meg3	0.269163237	12.30153201	31.05895004	2.50E-08	5.31E-06	pseudobulk	edgeR	LRT
Nrgn	0.615110041	4.634102927	31.01582385	2.56E-08	5.38E-06	pseudobulk	edgeR	LRT
Gm26673	-0.645521624	4.832062173	30.89880434	2.72E-08	5.62E-06	pseudobulk	edgeR	LRT
Pcsk1n	0.392644769	6.705469084	30.86601481	2.76E-08	5.66E-06	pseudobulk	edgeR	LRT
Sobp	0.303076486	8.425528222	30.83749002	2.81E-08	5.70E-06	pseudobulk	edgeR	LRT
Sema5a	0.35544763	7.339687624	30.0744779	4.16E-08	8.23E-06	pseudobulk	edgeR	LRT
Ptprn	0.343905457	6.860345853	29.38974902	5.92E-08	1.15E-05	pseudobulk	edgeR	LRT
9530059O14Rik	0.46443233	7.405265785	29.16934223	6.63E-08	1.27E-05	pseudobulk	edgeR	LRT
Zeb2	0.28734914	9.654764627	29.02944119	7.13E-08	1.35E-05	pseudobulk	edgeR	LRT
Kit	0.551420644	6.756237151	28.52615606	9.24E-08	1.73E-05	pseudobulk	edgeR	LRT
6720427I07Rik	0.437973661	5.527395548	28.51972042	9.27E-08	1.73E-05	pseudobulk	edgeR	LRT
Nfix	0.525329682	5.450492301	28.26352832	1.06E-07	1.96E-05	pseudobulk	edgeR	LRT
Inpp4b	-0.50008028	7.907852398	27.78393418	1.36E-07	2.50E-05	pseudobulk	edgeR	LRT
Kctd16	0.292921586	10.82841474	27.40357146	1.65E-07	3.02E-05	pseudobulk	edgeR	LRT
Tmem108	-0.319247906	8.072306435	27.21005545	1.83E-07	3.31E-05	pseudobulk	edgeR	LRT
Ankrd55	0.322772739	6.836508524	26.95919506	2.08E-07	3.71E-05	pseudobulk	edgeR	LRT
Psap	0.323432796	6.988988755	26.80663596	2.25E-07	3.98E-05	pseudobulk	edgeR	LRT
Ddx5	0.295227672	7.868291109	26.69727373	2.38E-07	4.18E-05	pseudobulk	edgeR	LRT
Lrrc29	-0.526342029	4.88865968	26.57405966	2.54E-07	4.39E-05	pseudobulk	edgeR	LRT
Tmem196	0.453436843	5.6429659	26.01643606	3.39E-07	5.82E-05	pseudobulk	edgeR	LRT
Khdrbs2	0.599281009	6.983407683	25.99816054	3.42E-07	5.83E-05	pseudobulk	edgeR	LRT
Nectin3	0.499697582	5.064992848	25.73822527	3.91E-07	6.58E-05	pseudobulk	edgeR	LRT
Crtac1	-0.310265076	7.065729433	25.4305027	4.59E-07	7.66E-05	pseudobulk	edgeR	LRT
Cck	0.473669892	5.416447334	25.36282019	4.75E-07	7.88E-05	pseudobulk	edgeR	LRT
Cdh20	0.340976341	7.27321911	25.27662094	4.97E-07	8.18E-05	pseudobulk	edgeR	LRT
Gm48099	0.480849115	4.999472138	25.1984011	5.17E-07	8.46E-05	pseudobulk	edgeR	LRT
Caly	0.40950272	5.748745521	25.17699706	5.23E-07	8.50E-05	pseudobulk	edgeR	LRT
Ahr	-0.496638983	5.307659924	24.98735834	5.77E-07	9.31E-05	pseudobulk	edgeR	LRT
Ldb2	0.367101209	6.795867334	24.85425682	6.18E-07	9.91E-05	pseudobulk	edgeR	LRT
App	0.244338684	9.477286412	24.68023374	6.77E-07	0.000107003	pseudobulk	edgeR	LRT
Sst	0.33360079	7.031532044	24.21994956	8.59E-07	0.000134973	pseudobulk	edgeR	LRT
Ust	0.547244088	6.239462283	23.69204153	1.13E-06	0.000175219	pseudobulk	edgeR	LRT
Spen	0.338998795	6.137266677	23.5179033	1.24E-06	0.000190561	pseudobulk	edgeR	LRT
Zmat4	0.235874191	9.404675539	23.45780243	1.28E-06	0.00019486	pseudobulk	edgeR	LRT
Gm27000	0.254660811	9.394585783	23.45000214	1.28E-06	0.00019486	pseudobulk	edgeR	LRT
Pik3r1	0.537004878	5.69000502	23.3719003	1.34E-06	0.000201633	pseudobulk	edgeR	LRT
Lin28b	-0.33272972	6.555294617	23.25980092	1.42E-06	0.000212372	pseudobulk	edgeR	LRT
Kcnq5	0.267555487	10.12527375	23.21744632	1.45E-06	0.000214395	pseudobulk	edgeR	LRT
Arhgef28	0.569404817	5.722489852	23.2172219	1.45E-06	0.000214395	pseudobulk	edgeR	LRT
Col19a1	-0.304711716	8.740831891	23.1237295	1.52E-06	0.00022367	pseudobulk	edgeR	LRT
Kcnn2	0.262476449	8.515364127	22.72896904	1.87E-06	0.000272954	pseudobulk	edgeR	LRT
Nell2	0.375063579	6.617054533	22.65743837	1.94E-06	0.000281558	pseudobulk	edgeR	LRT
Nr3c2	0.245769609	8.722774715	22.61536163	1.98E-06	0.000286026	pseudobulk	edgeR	LRT
Dgkb	0.319191291	8.216501931	22.60283142	1.99E-06	0.000286142	pseudobulk	edgeR	LRT
Slc7a14	0.289591391	7.249456773	22.55321061	2.04E-06	0.00029185	pseudobulk	edgeR	LRT
Bsg	0.38553141	5.533606779	22.49861693	2.10E-06	0.000298454	pseudobulk	edgeR	LRT
Camk1g	0.53497709	4.552827277	22.40825	2.20E-06	0.000310958	pseudobulk	edgeR	LRT
Marchf2	-0.423172684	5.381722148	22.36659242	2.25E-06	0.000314016	pseudobulk	edgeR	LRT
Aplp1	0.333317731	6.184215722	22.26531453	2.37E-06	0.000329074	pseudobulk	edgeR	LRT
Grm8	0.539416077	7.556624121	22.25176841	2.39E-06	0.000329466	pseudobulk	edgeR	LRT
Ubb	0.304170716	7.255184353	22.15368265	2.52E-06	0.000344718	pseudobulk	edgeR	LRT
Phf12	0.332077803	6.298015036	22.0891482	2.60E-06	0.000354443	pseudobulk	edgeR	LRT
Oip5os1	0.370786656	6.257352004	21.96733745	2.77E-06	0.00036934	pseudobulk	edgeR	LRT
Galnt18	0.319299898	7.475681591	21.72234453	3.15E-06	0.000407881	pseudobulk	edgeR	LRT
Rbms1	-0.30162163	6.838733533	21.70549126	3.18E-06	0.000409231	pseudobulk	edgeR	LRT
Fam126a	-0.489075888	5.08385714	21.67773983	3.23E-06	0.00041118	pseudobulk	edgeR	LRT
Atrx	0.262194368	7.815164949	21.43505635	3.66E-06	0.000461123	pseudobulk	edgeR	LRT
Mmp16	0.260873217	9.282231391	21.17022787	4.20E-06	0.000523835	pseudobulk	edgeR	LRT
Zfp697	-0.292401299	6.641172468	21.15715629	4.23E-06	0.000524644	pseudobulk	edgeR	LRT
Egfem1	0.446823892	9.663967365	20.97049713	4.66E-06	0.000568057	pseudobulk	edgeR	LRT
Gm3294	0.50923207	5.065272104	20.96490279	4.68E-06	0.000568057	pseudobulk	edgeR	LRT
Pcdh17	0.320646925	7.651818515	20.66994896	5.46E-06	0.000655874	pseudobulk	edgeR	LRT
Ubc	0.319213535	6.693685149	20.59877048	5.66E-06	0.000677261	pseudobulk	edgeR	LRT
Itm2b	0.275835816	7.319029345	20.49346077	5.98E-06	0.000708372	pseudobulk	edgeR	LRT
Gfod1	0.310121234	6.661666471	20.37710414	6.36E-06	0.00074	pseudobulk	edgeR	LRT
Clk1	0.266607268	7.236186079	20.36689364	6.39E-06	0.00074	pseudobulk	edgeR	LRT
Gad2	0.253617406	8.541629799	20.36237376	6.41E-06	0.00074	pseudobulk	edgeR	LRT
E130102H24Rik	0.381623717	5.533675813	20.31769589	6.56E-06	0.000753786	pseudobulk	edgeR	LRT
Slc25a13	-0.518662064	5.179782569	20.21077917	6.94E-06	0.000793241	pseudobulk	edgeR	LRT
Idh3b	0.301643862	6.673707487	20.12296315	7.26E-06	0.000826495	pseudobulk	edgeR	LRT
Samd5	-0.288309132	8.318863214	20.01106919	7.70E-06	0.000867444	pseudobulk	edgeR	LRT
Cds1	-0.358944803	5.979764627	20.00529652	7.72E-06	0.000867444	pseudobulk	edgeR	LRT
Atp1a1	0.375218279	6.084601685	20.00296667	7.73E-06	0.000867444	pseudobulk	edgeR	LRT
Sez6	0.430285839	5.416761776	19.68521621	9.13E-06	0.001009885	pseudobulk	edgeR	LRT
Gm30382	-0.384623329	6.333858056	19.25785819	1.14E-05	0.001251359	pseudobulk	edgeR	LRT
Necab1	0.279157534	6.993616221	19.21063836	1.17E-05	0.001276758	pseudobulk	edgeR	LRT
Lmtk3	0.281978568	6.651834652	19.17734146	1.19E-05	0.001293237	pseudobulk	edgeR	LRT
Catspere2	-0.301837738	6.583447635	19.09968488	1.24E-05	0.001334637	pseudobulk	edgeR	LRT
Shank1	0.26338152	7.367975133	18.66311052	1.56E-05	0.001625895	pseudobulk	edgeR	LRT
Oxr1	0.212323241	10.89540258	18.63241775	1.59E-05	0.001645002	pseudobulk	edgeR	LRT
Trank1	0.259772866	7.898918353	18.58417892	1.63E-05	0.001679758	pseudobulk	edgeR	LRT
Gm19951	0.455412012	4.779888697	18.51517768	1.69E-05	0.001734073	pseudobulk	edgeR	LRT
Cdh6	0.550547422	4.719040177	18.41118726	1.78E-05	0.001799885	pseudobulk	edgeR	LRT
Tcea2	-0.314118114	6.072510124	18.19326813	2.00E-05	0.001991134	pseudobulk	edgeR	LRT
Pvalb	-0.471073254	4.769056753	18.18600015	2.00E-05	0.001991134	pseudobulk	edgeR	LRT
Peak1	0.28586284	7.727259321	18.17837197	2.01E-05	0.001991134	pseudobulk	edgeR	LRT
Ddx3x	0.411931709	5.026907895	18.13143695	2.06E-05	0.002030066	pseudobulk	edgeR	LRT
Tnrc6b	0.237540128	8.257151961	18.12556006	2.07E-05	0.002030066	pseudobulk	edgeR	LRT
Cntnap1	0.389376442	5.333583584	18.08971335	2.11E-05	0.002060062	pseudobulk	edgeR	LRT
Rab3a	0.278991549	6.516740654	18.04513163	2.16E-05	0.002091512	pseudobulk	edgeR	LRT
Scg3	0.35518145	5.557533386	17.96794479	2.25E-05	0.002169132	pseudobulk	edgeR	LRT
Syt4	0.361624087	5.428265229	17.95191036	2.27E-05	0.002178553	pseudobulk	edgeR	LRT
Plk2	0.338810172	6.004399004	17.86471334	2.37E-05	0.00226222	pseudobulk	edgeR	LRT
Cd200	0.435587179	4.881638896	17.71879781	2.56E-05	0.00243269	pseudobulk	edgeR	LRT
Foxp2	0.830597664	4.836624009	17.70662897	2.58E-05	0.002438469	pseudobulk	edgeR	LRT
Maml2	0.38147568	5.59979137	17.653677	2.65E-05	0.002476993	pseudobulk	edgeR	LRT
5031439G07Rik	0.31382831	6.270038135	17.64632012	2.66E-05	0.002476993	pseudobulk	edgeR	LRT
Atp2b1	0.249069268	8.116368531	17.64133967	2.67E-05	0.002476993	pseudobulk	edgeR	LRT
Htra1	0.395360603	5.058518307	17.63899872	2.67E-05	0.002476993	pseudobulk	edgeR	LRT
Tmem151a	0.343367087	5.561258968	17.60909943	2.71E-05	0.002506374	pseudobulk	edgeR	LRT
Cnr1	0.332906196	8.281770016	17.5880607	2.74E-05	0.002524357	pseudobulk	edgeR	LRT
Kcns3	-0.275639257	6.981871406	17.44881335	2.95E-05	0.002684712	pseudobulk	edgeR	LRT
Alg13	-0.455897113	4.893510717	17.39322118	3.04E-05	0.002732735	pseudobulk	edgeR	LRT
Igf1r	0.286182424	6.958860559	17.36423547	3.09E-05	0.00275371	pseudobulk	edgeR	LRT
Tmeff1	0.348782337	5.580466631	17.30173363	3.19E-05	0.002835044	pseudobulk	edgeR	LRT
Tmem178	0.258749669	7.171025188	17.18734788	3.39E-05	0.00299965	pseudobulk	edgeR	LRT
Ly6h	0.247456966	6.941447258	17.17011288	3.42E-05	0.003015652	pseudobulk	edgeR	LRT
Sema3c	0.364797734	6.294023466	17.10545076	3.54E-05	0.003085415	pseudobulk	edgeR	LRT
Adgrl2	-0.322996832	7.09286943	17.08024755	3.58E-05	0.003115096	pseudobulk	edgeR	LRT
Epb41	-0.273879526	6.912391441	17.06624322	3.61E-05	0.003126615	pseudobulk	edgeR	LRT
Ppm1f	-0.449291119	4.739015883	17.01288141	3.71E-05	0.003203945	pseudobulk	edgeR	LRT
Nsun7	-0.50043677	5.09637054	16.90938617	3.92E-05	0.00336547	pseudobulk	edgeR	LRT
Kcnb2	0.272139934	8.83529536	16.89665967	3.95E-05	0.003369191	pseudobulk	edgeR	LRT
Capn2	-0.341304508	5.827042459	16.84003891	4.07E-05	0.003458683	pseudobulk	edgeR	LRT
Dusp12	-0.379826807	5.223765988	16.79584843	4.16E-05	0.003519015	pseudobulk	edgeR	LRT
Ndufaf2	-0.28695892	6.23687575	16.78001407	4.20E-05	0.003519015	pseudobulk	edgeR	LRT
Nell1	0.344439013	8.08161035	16.76982108	4.22E-05	0.003525423	pseudobulk	edgeR	LRT
Cep83	-0.277257439	6.972883032	16.68756117	4.41E-05	0.003668628	pseudobulk	edgeR	LRT
Tmem59l	0.306212447	5.849770114	16.59635976	4.62E-05	0.003826063	pseudobulk	edgeR	LRT
Fam204a	-0.404899763	5.155968787	16.59450285	4.63E-05	0.003826063	pseudobulk	edgeR	LRT
Sfpq	0.217044589	8.342958919	16.58623067	4.65E-05	0.003829351	pseudobulk	edgeR	LRT
Cit	0.243216153	8.183644864	16.52535047	4.80E-05	0.003940506	pseudobulk	edgeR	LRT
Frmd4b	-0.284220388	7.583226937	16.50340861	4.86E-05	0.003972529	pseudobulk	edgeR	LRT
Sdk2	0.503634958	5.557473466	16.47660573	4.93E-05	0.004013227	pseudobulk	edgeR	LRT
Ndfip1	0.229845366	7.581516524	16.47096276	4.94E-05	0.004013227	pseudobulk	edgeR	LRT
Adra1b	0.418168512	5.275489093	16.4125219	5.09E-05	0.004124651	pseudobulk	edgeR	LRT
Ube2q2	-0.267728594	6.420846459	16.20483583	5.68E-05	0.004570994	pseudobulk	edgeR	LRT
Prkar1a	0.253494344	7.093041471	16.16504096	5.81E-05	0.004652159	pseudobulk	edgeR	LRT
Kcnk3	0.397628402	5.16618145	16.13017997	5.91E-05	0.004722514	pseudobulk	edgeR	LRT
Kcnip4	0.207788543	12.95173111	16.11736751	5.95E-05	0.004738507	pseudobulk	edgeR	LRT
Cracr2a	-0.502178674	4.571051543	16.05067727	6.17E-05	0.004891829	pseudobulk	edgeR	LRT
Smarcc1	-0.309016274	6.081393351	15.94290588	6.53E-05	0.005161001	pseudobulk	edgeR	LRT
Ap1s2	0.41318486	4.862255799	15.88836535	6.72E-05	0.005294117	pseudobulk	edgeR	LRT
Tmtc2	-0.300960712	8.200703761	15.84577798	6.87E-05	0.005396557	pseudobulk	edgeR	LRT
Ube2b	-0.230916288	7.309404607	15.73085644	7.30E-05	0.005668307	pseudobulk	edgeR	LRT
Olfm1	0.331264848	6.297830323	15.67199681	7.53E-05	0.005818786	pseudobulk	edgeR	LRT
Prkd1	0.392884387	6.153640158	15.38049507	8.79E-05	0.006701039	pseudobulk	edgeR	LRT
Srpr	0.33157524	5.527371572	15.36999143	8.84E-05	0.006716657	pseudobulk	edgeR	LRT
Slc22a5	-0.403918434	4.837825364	15.33352435	9.01E-05	0.006803663	pseudobulk	edgeR	LRT
Nlgn2	0.30588503	5.751386852	15.26488588	9.34E-05	0.007032883	pseudobulk	edgeR	LRT
Pantr1	0.378067908	5.431477415	15.24230673	9.46E-05	0.007094797	pseudobulk	edgeR	LRT
Ppp1cc	0.25726915	6.861001707	15.18669757	9.74E-05	0.007260574	pseudobulk	edgeR	LRT
Pdzrn3	0.270108377	7.378197208	15.16823616	9.83E-05	0.00730878	pseudobulk	edgeR	LRT
Dennd2a	0.501172147	4.618046337	14.99982789	0.000107521	0.007940711	pseudobulk	edgeR	LRT
Brd9	0.282544189	6.254179545	14.93664871	0.000111182	0.008185431	pseudobulk	edgeR	LRT
Tanc2	0.197790262	9.284608338	14.90808606	0.000112878	0.00828441	pseudobulk	edgeR	LRT
Grin2b	0.193144084	10.41829787	14.84427756	0.000116762	0.008542829	pseudobulk	edgeR	LRT
Gpi1	0.258636889	6.905930881	14.81050359	0.000118872	0.008622845	pseudobulk	edgeR	LRT
Dcc	0.238889621	9.613023791	14.78350128	0.000120586	0.008714367	pseudobulk	edgeR	LRT
Ostm1	0.433278088	4.60998534	14.74973377	0.000122765	0.008844701	pseudobulk	edgeR	LRT
Vegfa	-0.430385297	4.829249876	14.74088337	0.000123342	0.008859224	pseudobulk	edgeR	LRT
Kmt2a	0.210779183	8.04444437	14.66334866	0.000128521	0.009119974	pseudobulk	edgeR	LRT
Peli2	0.378724003	4.988909012	14.64626616	0.000129691	0.009175368	pseudobulk	edgeR	LRT
Ncam2	0.352892573	9.124194951	14.59938545	0.000132958	0.00933053	pseudobulk	edgeR	LRT
Sorcs2	0.294134301	6.301641391	14.57448344	0.000134727	0.009417281	pseudobulk	edgeR	LRT
Gm45846	-0.297743809	6.283152485	14.56913792	0.000135109	0.009417281	pseudobulk	edgeR	LRT
Mitf	-0.25187597	7.238299238	14.54368285	0.000136947	0.009467808	pseudobulk	edgeR	LRT
Tmem30a	0.264846298	6.664259786	14.54240611	0.00013704	0.009467808	pseudobulk	edgeR	LRT
Elmod1	0.217096348	7.504203354	14.4823368	0.00014148	0.009689321	pseudobulk	edgeR	LRT
Gpr162	0.249961814	6.559621737	14.43744152	0.000144893	0.009887041	pseudobulk	edgeR	LRT
Sf3b1	0.206977764	7.773252331	14.43043434	0.000145433	0.009887041	pseudobulk	edgeR	LRT
Sptlc2	-0.30624065	5.85610206	14.42793501	0.000145626	0.009887041	pseudobulk	edgeR	LRT
Tbc1d32	0.302122878	5.868818241	14.41567872	0.000146577	0.009920711	pseudobulk	edgeR	LRT
Matn2	-0.426453147	4.780007977	14.40591268	0.000147339	0.009920711	pseudobulk	edgeR	LRT
Gabra1	0.238517148	8.045281997	14.39563672	0.000148145	0.009938788	pseudobulk	edgeR	LRT
Cmss1	0.192155029	10.50095557	14.35907535	0.00015105	0.010052495	pseudobulk	edgeR	LRT
Pcdh19	-0.266852352	6.228382642	14.34137079	0.000152477	0.010118886	pseudobulk	edgeR	LRT
Dclre1c	-0.420325402	4.707039437	14.32556816	0.000153762	0.01016186	pseudobulk	edgeR	LRT
Grik4	0.374321488	6.164385552	14.32054828	0.000154173	0.01016186	pseudobulk	edgeR	LRT
Synpr	0.249208086	9.38007677	14.31754994	0.000154419	0.01016186	pseudobulk	edgeR	LRT
Fndc1	-0.377797232	5.492530042	14.29977326	0.000155884	0.010229702	pseudobulk	edgeR	LRT
