gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type	cell_type
Gm16867	7.79202243964405	1.92178491830299	420.647708896776	1.76386369338978e-93	4.21810363637233e-89	pseudobulk	edgeR	LRT	Supp_layer_neurons
Nxph2	2.26332467699566	2.42158518782949	138.830028607695	4.79807312838255e-32	5.73705603960702e-28	pseudobulk	edgeR	LRT	Supp_layer_neurons
Erdr1	-3.20767134417315	2.93410184207439	129.769627138711	4.60206270180961e-30	3.6684575817025e-26	pseudobulk	edgeR	LRT	Supp_layer_neurons
Etv1	1.27536177127492	6.16197005672296	117.787739553128	1.92972501268385e-27	1.15368609883304e-23	pseudobulk	edgeR	LRT	Supp_layer_neurons
Tshz2	1.31097688372861	8.56643552313648	109.870261032256	1.04618693085532e-25	4.43410664011402e-22	pseudobulk	edgeR	LRT	Supp_layer_neurons
Loxl2	4.57473284916433	0.449413538793067	109.748412305593	1.11251316553835e-25	4.43410664011402e-22	pseudobulk	edgeR	LRT	Supp_layer_neurons
Bcl11b	-1.40952569245106	4.44370982591611	101.782622263526	6.19613414844601e-24	2.1167764575134e-20	pseudobulk	edgeR	LRT	Supp_layer_neurons
Rnf17	1.60702223907977	2.30003297838508	95.1490131918603	1.7658019720405e-22	5.27842354492206e-19	pseudobulk	edgeR	LRT	Supp_layer_neurons
Zar1l	1.67382211439249	2.656006406808	93.4569258276288	4.15137463724252e-22	1.10306636750019e-18	pseudobulk	edgeR	LRT	Supp_layer_neurons
Slc17a6	1.86963194031585	2.51356170544806	82.1339584965854	1.27168810546852e-19	3.04111493541743e-16	pseudobulk	edgeR	LRT	Supp_layer_neurons
Arvcf	-1.12888763970437	4.17001681722532	81.7815863810509	1.51988016803177e-19	3.27445070469984e-16	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ubash3b	-1.98115580059225	5.49612570030993	81.627506187212	1.64311317455876e-19	3.27445070469984e-16	pseudobulk	edgeR	LRT	Supp_layer_neurons
Comt	-1.08394598238962	5.3147100569303	79.9353753621625	3.86857966824973e-19	7.11640109127108e-16	pseudobulk	edgeR	LRT	Supp_layer_neurons
Nrep	1.20862170182157	5.44316152996395	74.4788965219045	6.12899580681574e-18	1.04692004088708e-14	pseudobulk	edgeR	LRT	Supp_layer_neurons
Tango2	-1.0712896506739	6.23040863012386	73.8336157599378	8.49868982549135e-18	1.354917789912e-14	pseudobulk	edgeR	LRT	Supp_layer_neurons
Prss23	-1.56324505352189	2.19105617903588	69.3425632685864	8.27640997131081e-17	1.23701292533704e-13	pseudobulk	edgeR	LRT	Supp_layer_neurons
Trpv6	1.49432514581818	2.48311386604598	67.8238743457162	1.78771698843423e-16	2.51479200361272e-13	pseudobulk	edgeR	LRT	Supp_layer_neurons
Hs3st2	-0.918080831903699	7.33721589361512	63.5135168229734	1.59270197190374e-15	2.115993053117e-12	pseudobulk	edgeR	LRT	Supp_layer_neurons
Arhgap31	-1.57702594619659	5.08979194324423	62.7874211677065	2.30264766217285e-15	2.89818506280008e-12	pseudobulk	edgeR	LRT	Supp_layer_neurons
Vgll3	2.10284075316385	1.63374091515589	62.1479661023324	3.18595909346065e-15	3.8094512880509e-12	pseudobulk	edgeR	LRT	Supp_layer_neurons
Trmt2a	-1.05725291566212	4.09032014735715	58.8523670825867	1.69957187259347e-14	1.9354077029143e-11	pseudobulk	edgeR	LRT	Supp_layer_neurons
Dgcr8	-1.13674817113559	5.12638674614623	58.5699304194379	1.96192140913425e-14	2.13260857172893e-11	pseudobulk	edgeR	LRT	Supp_layer_neurons
Prrx1	2.34816591480088	0.16730884433823	58.2529195892953	2.30494657489826e-14	2.34917994115176e-11	pseudobulk	edgeR	LRT	Supp_layer_neurons
Olfm3	0.918476802489475	7.48813447207846	58.208461696981	2.3576281085407e-14	2.34917994115176e-11	pseudobulk	edgeR	LRT	Supp_layer_neurons
Cftr	1.66257634301353	1.6487016245777	57.2538037991333	3.83047556829612e-14	3.66407970960933e-11	pseudobulk	edgeR	LRT	Supp_layer_neurons
Pkib	0.909277433423928	4.76898407735586	54.7707887710601	1.35438950533742e-13	1.24572579348612e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Xlr3b	1.67461375368237	1.11796118494782	54.4029330870696	1.63318917724751e-13	1.44652170313693e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Sgcd	-0.91794191104632	9.15719107428505	54.2761534253906	1.74203085567804e-13	1.48781878152446e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Adamts18	-1.76827616426221	4.80082401715869	54.0243580815788	1.98019508646523e-13	1.63290983785275e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Wwc1	-0.857878472067452	6.95817048823094	53.418641685493	2.69527041408653e-13	2.14848988941551e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Slc25a1	-1.22553306009666	3.62112551665755	53.3247874168754	2.82716572086939e-13	2.18093035641518e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Kcnab3	1.1105553520979	3.12596442044768	52.5928820645665	4.10373835718478e-13	3.06677497105365e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Lsamp	-0.803756218019068	12.6180293455178	52.1456332164375	5.1533323762734e-13	3.73444819533945e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Pla2g5	-1.54037347487256	1.01372899836443	51.679279082516	6.53488010030526e-13	4.5963271387853e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Stard5	1.92420279481459	1.12293359035064	51.0696268899955	8.91470647181138e-13	6.09103687333992e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Sptssb	1.32749306488655	1.38943525189673	50.9703077277446	9.37737964169585e-13	6.2291849097643e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Eya1	1.39903531084226	2.019657645817	50.7013678528484	1.07544583439703e-12	6.95086802264071e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm12371	1.11206676038306	4.06124647747538	50.533762416687	1.17132299724581e-12	7.37132056740428e-10	pseudobulk	edgeR	LRT	Supp_layer_neurons
Sgpp2	0.950312102504839	4.42604267190182	49.6750405628228	1.81439510534839e-12	1.11254986023849e-09	pseudobulk	edgeR	LRT	Supp_layer_neurons
Adamts5	1.49454063517193	0.711795179649272	49.421848343473	2.0643372154324e-12	1.23416400424626e-09	pseudobulk	edgeR	LRT	Supp_layer_neurons
Dgcr6	-0.88012946723361	3.83542902394545	49.1565456848557	2.36328430954948e-12	1.37842880435527e-09	pseudobulk	edgeR	LRT	Supp_layer_neurons
A830009L08Rik	1.08152448612868	4.40777969272121	48.8726350327344	2.73135049499436e-12	1.55517894612607e-09	pseudobulk	edgeR	LRT	Supp_layer_neurons
Parm1	1.03333341661535	4.19110439841683	48.6547983398764	3.05220629074306e-12	1.69745258690301e-09	pseudobulk	edgeR	LRT	Supp_layer_neurons
Rspo2	-0.9406208701213	6.78769515562474	48.0234576161364	4.21150321671524e-12	2.28895199828474e-09	pseudobulk	edgeR	LRT	Supp_layer_neurons
Adamtsl1	-1.01752781776895	5.28537709460057	47.3616673554812	5.90257410883132e-12	3.13675904974649e-09	pseudobulk	edgeR	LRT	Supp_layer_neurons
Jam2	1.82785244540023	2.52706838203826	47.3134943431987	6.0494318083496e-12	3.14491548401896e-09	pseudobulk	edgeR	LRT	Supp_layer_neurons
Mei4	-0.864587241314604	5.92554014015809	45.9763307401538	1.19690366885437e-11	6.08994773127308e-09	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ccn4	-1.42633372271712	2.42549246760942	44.9437533906206	2.02776033893489e-11	1.01024709886019e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ess2	-1.06226326028027	2.74775164846752	44.8789107380418	2.09603207102089e-11	1.01084752621461e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Cyp11a1	1.10915389574927	2.26682715292507	44.8626544533638	2.11350574185542e-11	1.01084752621461e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ccnd1	-1.32486052175201	1.97107773531298	44.5612529343236	2.4652250223555e-11	1.15594884675705e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
5830418P13Rik	1.13943286507561	2.46056949379138	44.4420125539475	2.62003750878281e-11	1.20491494201985e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Pstpip2	0.931465991040678	3.28826930992307	43.8409600060188	3.56172462066206e-11	1.60707702978325e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Nova1	0.832721001168687	6.94113800336839	43.3361926160364	4.60977610457264e-11	2.03365355713899e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm16223	1.16487109623983	1.70497370079783	43.3077737414036	4.67721609277597e-11	2.03365355713899e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Rara	-1.0800926038633	3.33673433310399	43.2457602773265	4.82782696674314e-11	2.06165453719099e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ptprm	0.727202952936615	7.38385653274807	42.7922872848552	6.08716843150595e-11	2.5538341380883e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Serpine2	0.868198974560125	4.81711670310741	42.6270041731368	6.62385830245633e-11	2.71540087954737e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Satb1	0.722864919520747	6.81814988875389	42.604832571524	6.69936655905723e-11	2.71540087954737e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Tll2	-2.29149379453462	2.64004750607636	42.1423937826907	8.48633805093323e-11	3.38237146916695e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Tesc	-0.912347687236195	4.8956439519127	41.851463545167	9.84770339737522e-11	3.86062260729231e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Sncaip	1.09951549574488	2.61292934440266	41.0259771016574	1.50219266397599e-10	5.75177561210135e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gnb1l	-0.994694793323461	2.72781766902245	41.009035363172	1.51527081860996e-10	5.75177561210135e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Aff2	-0.722117770523762	7.52527461401184	40.4658317810489	2.00084599070622e-10	7.4762860971482e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ppm1h	-0.720568440751271	8.73907865819556	39.8753143953321	2.707029185979e-10	9.95936860823105e-08	pseudobulk	edgeR	LRT	Supp_layer_neurons
Arhgap25	-1.04084379597529	4.70895153000364	39.4314778434728	3.39775357224256e-10	1.22075824337029e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Txnrd2	-1.04229804446437	3.45986225213171	39.4186168179425	3.42020583364595e-10	1.22075824337029e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Glra2	-1.08695414332599	2.44880083874352	39.3303811392066	3.57830152596987e-10	1.25840445135358e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm35835	0.95209051660095	3.59686687742479	39.1526630426195	3.91928315075061e-10	1.35834401836304e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm28175	0.798743629109506	5.21921528152858	38.9783944506615	4.28521923292512e-10	1.46395332480245e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm3558	1.84742935849059	-0.494310816086867	38.895990252979	4.46997821155175e-10	1.50556421057815e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Drd1	-0.979508307702483	2.43306301838257	38.833728398036	4.61484708162708e-10	1.53277018208375e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Rxfp1	-0.748761382811565	5.21377108891542	38.8044822973188	4.68450936893516e-10	1.53459393217419e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Colgalt2	-1.32536713526237	3.71281383981952	38.7657323499522	4.7784334155417e-10	1.54420887431438e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Fam3c	0.870235339824597	5.17582811969059	38.1321350544046	6.61122863206773e-10	2.10801228676357e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Enox1	-0.728125021011184	9.14434459535093	38.0820565550211	6.78310639637231e-10	2.13435797845852e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Adam19	-0.833470240208294	4.85448009975911	37.9832853777514	7.13533032921478e-10	2.21602973367327e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Boc	0.778166535024403	5.52369351856741	37.1831968059551	1.07536410039931e-09	3.29695603807039e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Htr1b	-0.842900646269234	3.76082047562852	36.800931637929	1.30827716883717e-09	3.96027091336357e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Lamc2	0.932480420406779	4.56885530594029	36.6925079697421	1.38309967427532e-09	4.1344307013275e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Hunk	1.3364913848553	5.17978260068154	36.6035702668441	1.44766328908343e-09	4.27400245619028e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Grb7	1.88452706650501	-0.743899586625223	36.5587396133151	1.48134306340518e-09	4.32010219735019e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Mcmdc2	0.973046020366813	3.68120323933244	36.4800743847142	1.54234900519866e-09	4.44382338678563e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Spink13	-1.86099807559132	1.83064492011532	35.9423630003453	2.03241421412357e-09	5.78608970435133e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm49906	1.97657838819617	1.58672694838187	35.7391775163469	2.25581634323438e-09	6.34654023907141e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Smad3	-0.859075460980833	6.75238470969546	35.3162721308518	2.80280508993609e-09	7.7691303412978e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ctsc	-1.57026399449456	0.771694936758719	35.299919214749	2.82643781756673e-09	7.7691303412978e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Bmper	0.827963458655787	5.98203705540839	34.9992937928811	3.29824927558023e-09	8.96299240638929e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
Sgsm1	-0.945973395438734	7.02312509098196	34.8269648862372	3.60347874772794e-09	9.68242592956922e-07	pseudobulk	edgeR	LRT	Supp_layer_neurons
D830030K20Rik	1.47632388299107	0.203088551726483	34.7335326753294	3.78063119121027e-09	1.0045557145178e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Zhx2	-0.929034421209408	4.59453436145048	34.5198900052086	4.21917856578279e-09	1.10043888998021e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm6980	-1.1452612427519	2.19691592877324	34.5132852999177	4.23351918868357e-09	1.10043888998021e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Lima1	1.37403942100678	2.41217392551671	34.4680762157342	4.33299981999722e-09	1.11418664188617e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Shc3	-0.702610005721562	6.88309585670668	34.378943006567	4.53604375413993e-09	1.15398883336705e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Tmem215	1.0974813325257	1.80569629769723	34.2795104794774	4.77381378098609e-09	1.20169455535265e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Xlr3a	1.88949617873761	-0.122616494842948	34.1351449452756	5.14142369475269e-09	1.28075006496162e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Chn2	0.718610915163826	6.1950093786333	34.0152909389158	5.46806620560163e-09	1.34807562103873e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Klhl29	-0.635796751886067	9.00390364895396	33.9776534184955	5.57486855594851e-09	1.36038170047911e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Antxr2	1.02522820112047	2.44467667848451	33.6903409672127	6.4620759262771e-09	1.56095034041405e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Runx2	-0.725276039378898	7.4679240169286	33.6707599601994	6.5274519847754e-09	1.56097486763919e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Pcdh19	0.959717399336184	5.32268010368206	33.5486460918132	6.95037379928614e-09	1.64565583204088e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Amz1	-0.970487253510476	3.18525291620498	33.4590552064711	7.27801339214259e-09	1.70633737509508e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Hjurp	1.77342915600963	4.04415692669281	33.3730188835978	7.60720576734868e-09	1.76620115262501e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm27151	1.34943594995586	1.53804141465378	33.1664001311005	8.45998166111363e-09	1.94530770619107e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Clrn1	1.72220838020692	0.332556746829741	33.1172063358879	8.67674849465168e-09	1.97615012858191e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm16294	1.81821711870788	1.01468348988893	32.7744613813673	1.03495676278014e-08	2.33490151180418e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm46392	1.20867334279523	1.13984818281029	32.7538122705512	1.0460095597753e-08	2.33778248714639e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Sh2d4a	1.88993542950096	-0.192438048824769	32.567859686631	1.15102536107457e-08	2.5486685634016e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm47409	2.48618567048882	-1.73103587147546	32.4711680913803	1.20974036119148e-08	2.65410376124157e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm28729	1.99246713315617	-0.85333712989388	32.4438683811939	1.22685443904397e-08	2.66718155048158e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm14546	1.35905140909283	0.957715169784562	31.9071417257854	1.6172146360781e-08	3.48415052316861e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Kcnj16	1.69651629276588	-0.0735960507412466	31.8544241065962	1.66170753613614e-08	3.54804232313925e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Anxa11	-0.77115740035977	5.18443464437803	31.6168532067415	1.87792733527577e-08	3.97422604387475e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Npnt	1.10873167187772	4.65414321799002	31.3799985121119	2.12155242286597e-08	4.45042145968568e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Slc13a5	0.992190918163136	3.14072702346845	31.2496534473693	2.26887984693493e-08	4.71050349973006e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Pfkfb3	-1.31120449823783	4.23270932945001	31.2359679304606	2.28493102771885e-08	4.71050349973006e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
St8sia2	-1.36566519832965	3.4608124399117	31.213869826999	2.31108946424995e-08	4.71613657915962e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Adamts14	-1.54784560952877	0.522631774267091	31.2004627697506	2.32710594773286e-08	4.71613657915962e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm34567	-1.66541652988507	3.11974424161987	31.1652012305024	2.36976327332771e-08	4.76222848053437e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Cpne8	0.696099652103912	6.50737839133319	31.1402779809684	2.40038559785712e-08	4.78356843226293e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Galnt14	-0.708411540179764	7.50799641504539	31.030119010406	2.54055287045823e-08	5.0210563094329e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Cdh4	-1.305180963754	6.46704638390463	30.9646227918032	2.62774775637481e-08	5.15081638081534e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Chst11	-0.832100205851573	6.42967730217426	30.6671208759873	3.06311788064726e-08	5.95539845510557e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm44724	1.45948657789059	0.0533889970681734	30.2071030240123	3.88284822222862e-08	7.47144351764532e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm49776	-1.31195032899287	1.04449391983563	30.1958854703982	3.90537107847146e-08	7.47144351764532e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Slc26a7	1.91235061105695	0.0770544353592076	30.1111262290764	4.07983771242332e-08	7.74327294086439e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Sdk2	-0.670619391633524	7.07495981097357	29.8869259834987	4.5799069168157e-08	8.62392866210477e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ccdc3	-1.26887526138436	4.97084293372104	29.7842214889479	4.82906264547237e-08	9.0173172156054e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Postn	2.476133532843	-0.762024032310561	29.7701511199884	4.86423819023625e-08	9.0173172156054e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Fam205c	-2.6351961527398	0.714433921501149	29.6671231052263	5.12974906451572e-08	9.43637070221762e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Map3k21	1.05275716382128	1.59658314726033	29.5451155107071	5.46301519925995e-08	9.86566494303097e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Stac2	-1.00607207246911	3.54521987117149	29.541116472491	5.47429837678575e-08	9.86566494303097e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Cbfa2t3	-1.06829283478297	4.71839749360073	29.536665550283	5.48688399022798e-08	9.86566494303097e-06	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ddah1	-0.753496823980575	3.64850214782389	29.444113774537	5.75525730368218e-08	1.02354560017112e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Col16a1	-0.940574477871846	2.47944564375482	29.4364204874194	5.77814903500466e-08	1.02354560017112e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Pkp2	-1.17581384782106	3.67059695877213	29.4216362359485	5.8223966831384e-08	1.02379995794538e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Wscd1	-1.31489743559655	3.19931359429772	29.391442551215	5.91382058365989e-08	1.03013138820502e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Klhl3	-0.69068150781703	6.93208851675538	29.3813965490978	5.94455681075069e-08	1.03013138820502e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
F630042J09Rik	2.00707860188595	-1.3032366045271	29.3588731443911	6.01405121670819e-08	1.0346764086069e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
B3glct	0.6718027177916	5.3523660076026	29.2808718728468	6.26107045982625e-08	1.06948027840204e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Lama3	1.13583384107098	1.3718612989609	29.1651317818573	6.64646203195288e-08	1.1216672018147e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Inf2	-0.917138074826686	5.13474034731096	29.1610737871989	6.66039736797221e-08	1.1216672018147e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm48784	1.43588337450551	-0.0638621489037619	29.1290135982055	6.77152778619706e-08	1.13240780055326e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Rxrg	-1.61334301802769	1.31116012708916	28.9006982817013	7.61854429988128e-08	1.26520741935667e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Col8a1	1.84022051573412	3.11969390465226	28.8036627332456	8.00994889469956e-08	1.32103391632997e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm12290	-6.06021483174907	-2.48535534667338	28.749264394389	8.23812054942345e-08	1.34384500784908e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Sema5b	-0.813665643917778	4.31074308695592	28.7439749655556	8.26065134037862e-08	1.34384500784908e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Glipr1	-1.2320892259071	0.641198499757728	28.5674923017306	9.048865250633e-08	1.45480040584741e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Itgb8	0.674844583371827	4.96219826538414	28.5641781503609	9.0643664995929e-08	1.45480040584741e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
4930483P17Rik	-1.53632588995259	0.817280655197296	28.5325797902535	9.21350405027644e-08	1.46887823905541e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Adamts19	1.2201409006608	1.61629505609965	28.483604486138	9.44953080224375e-08	1.49653032850899e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Sla	-1.5325672065495	0.165428363620774	28.4346129391776	9.69169798862278e-08	1.52478464276267e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm40418	1.34689548132183	-0.183742594671406	28.3723917485838	1.00082456289665e-07	1.56429533314447e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
4933432K03Rik	-1.23643883855452	2.49147547903362	28.3394591936462	1.01799604840884e-07	1.58080243517202e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Adgrg4	2.23039455908505	0.116604591258926	28.2183098198151	1.08374513070688e-07	1.66184314851253e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Alox12b	-1.06072562222821	1.21473983267734	28.2144013020511	1.08593575556133e-07	1.66184314851253e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ntn4	1.12587518002571	1.55572847148702	28.2053391916499	1.09103192404644e-07	1.66184314851253e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Camkk1	-0.76139083661785	5.68323407058689	28.1463303807629	1.12480733776668e-07	1.68351355027399e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Pde7b	-0.702763951014124	8.30002325425239	28.1440974296381	1.12610580646576e-07	1.68351355027399e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
D630045J12Rik	-0.723941696981439	6.96240897693386	28.1436287143709	1.12637855667742e-07	1.68351355027399e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Col5a3	-1.30471959205258	0.594651508046648	27.9926765362173	1.21775441097865e-07	1.80878130336294e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Fam78a	-0.89620560212912	2.83792881215152	27.9254959573883	1.26077494909365e-07	1.86112173658182e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Zdhhc8	-1.21768931845915	5.23923429283106	27.8821751137793	1.28932081701193e-07	1.89158392748609e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Cdyl2	-0.724853016169799	6.86193923090844	27.8553626572912	1.30731221888911e-07	1.90628441478745e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm16638	1.14942196900648	2.41067457434588	27.7399031544997	1.38770581016284e-07	2.01124828752934e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Apcdd1	-1.61407839742838	1.62705447665625	27.5633276350874	1.52034141093154e-07	2.19020750006126e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
AU016765	2.1099476310753	-0.824546198891132	27.5483792196813	1.5321370597805e-07	2.19398357171204e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Dmrt2	-1.60035961236017	-0.331494131163975	27.5205823744944	1.55431567137555e-07	2.21249434317112e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Ide	0.594291834049112	5.78357677259196	27.498878990958	1.57185587048071e-07	2.22422256134175e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Gm32679	1.67751622267541	-0.0829097299924011	27.4643399761978	1.60017951033206e-07	2.25098193000475e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Clmp	-0.613651582450431	5.3076284557366	27.4416371886314	1.61907491602234e-07	2.26424313109697e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
1700057H15Rik	2.3336800763609	-1.57810656545497	27.4105574404445	1.64530555649885e-07	2.28754866733217e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Pde4a	-0.66889581784341	7.01923891522394	27.2834763282407	1.75706533218893e-07	2.42259299967203e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
St8sia5	-0.744918828545664	6.94435229899274	27.2711035607429	1.76834480500201e-07	2.42259299967203e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
Zfhx4	-0.584923485672422	5.26971368171997	27.2662091995847	1.77282669123779e-07	2.42259299967203e-05	pseudobulk	edgeR	LRT	Supp_layer_neurons
